pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,n_hyp,secs
test_A_00000018,A,3,finfet_22nm,1,490.46987082901535,873.481143973652,8.15953936632283,4.09585474458583,490.6500945985317,873.4722860530019,8.17624576757064,4.077556367503435,0.5462338924407959,0.5462338924407959,0.9728387594223022,0.24675083727217534,0.972838819026947,2,0.4615709009995044
test_A_00000019,A,4,finfet_10nm,1,445.6684036250523,652.4400890709267,11.803501922471709,1.9283826108255493,445.6993663609028,652.4378958940506,11.775499657453889,1.8358609361654468,0.6118181943893433,0.764964759349823,0.6118181943893433,0.1840088525935721,0.7208381295204163,3,0.5532698589995562
test_A_00000024,A,1,finfet_45nm,1,386.13896231114506,478.8901181716259,11.342611375635292,1.363748849241918,385.5913337916136,478.8621809184551,11.370912492217284,1.5099580148322256,0.5987192988395691,0.5987192988395691,0.6779186129570007,0.41361634522311597,0.7121104001998901,3,0.6290405299987469
test_A_00000025,A,2,finfet_10nm,1,743.4740905611797,663.7328264229709,11.22409316854937,-0.7693024937758199,743.091410793364,663.8082520365715,11.229718322782844,-0.9339055815073045,0.8578982353210449,0.8578982353210449,0.8748055100440979,0.05637417978309673,0.8748040199279785,3,0.7277642359986203
test_A_00000026,A,3,finfet_22nm,1,63.26554000182136,409.6490009920575,10.058180132361365,0.1736430972398981,63.56681364774704,409.68751941621304,10.202731643343636,-0.016833485685537938,0.8186323046684265,0.8186323046684265,0.8988602757453918,0.066117338937473,0.8988596200942993,3,0.5408161559971632
test_A_00000027,A,4,finfet_22nm,1,618.9215303664964,686.9478480100653,11.843835896101451,0.6233148599517158,619.0396188944578,686.9446495734155,11.825173557417534,0.3998418344947144,0.883064329624176,0.909399151802063,0.883064329624176,0.02022464406280424,0.8830630779266357,2,0.4747549679996155
test_A_00000032,A,1,dram_compact,1,895.34671546911,613.5362596913219,9.477744755882997,-4.489286255264925,894.9462661147118,613.522303102538,9.422235826054365,-4.538614249237376,0.4808163642883301,0.4808163642883301,0.9549984335899353,0.46432672473211056,0.9549987316131592,2,0.469876341001509
test_A_00000033,A,2,finfet_7nm,1,185.04068873434775,914.7170358516722,9.582058582689609,-4.200814325540076,185.59838568419218,914.7265800237656,9.497757723997426,-4.443498389499902,0.8026189804077148,0.9376809597015381,0.8026189804077148,0.17012054214693972,0.8026198744773865,3,0.6984659340014332
test_A_00000034,A,3,finfet_7nm,1,124.57693675085346,469.2817428373829,10.064514699210084,2.1125397419436838,124.41761699318886,469.2912295907736,10.108353444491069,1.940594041810046,0.8449682593345642,0.9074020385742188,0.8449682593345642,0.07078161292144869,0.8449685573577881,2,0.43189708899808466
test_A_00000035,A,4,finfet_45nm,1,372.94013575493113,187.31056657966064,8.647673314988971,-2.846525497593957,373.0338192470372,187.1550254970789,8.620921049282117,-2.7814728458287763,0.7268635630607605,0.8419793248176575,0.7268635630607605,0.01784208884474513,0.726864218711853,3,0.6661253100028262
test_A_00000028,A,1,finfet_28nm,1,714.6807082003461,78.40277981631908,10.682002580642646,-0.6593740227723268,715.497530459892,78.36938206851482,10.539518612822862,-0.6082585773374832,0.6627381443977356,0.6627381443977356,0.8982056379318237,0.2630246685351367,0.8982057571411133,3,0.5987710940025863
test_A_00000029,A,2,dram_dense,1,218.21222580863844,861.3745428387193,9.53973899009468,1.3088350504461932,219.19126369059086,861.2192696481943,9.522396445285873,1.3663561046651524,0.8224725127220154,0.922591507434845,0.8224725127220154,0.10163597229631237,0.8224708437919617,3,0.690415937002399
test_A_00000030,A,3,finfet_28nm,1,714.6647188024422,721.1709067351237,9.3069130778194,-3.312436077828273,714.266379237175,721.1749160736799,9.303494283099644,-3.497472397167887,0.8400339484214783,0.8913424015045166,0.8400339484214783,0.03069418161493152,0.8400339484214783,3,0.653762979000021
test_A_00000031,A,4,finfet_10nm,1,653.2552754196741,262.70768371970496,9.888273145182742,-0.088255504522138,653.2040834575891,262.74435690045357,9.86836335584471,-0.08591269649903274,0.763701319694519,0.763701319694519,0.9004207849502563,0.2983531406372168,0.8994284272193909,2,0.4406276030022127
test_A_00000040,A,1,dram_wide,1,818.3302220126327,514.6235956191861,10.498161100406463,2.618713993363292,818.2720538079739,514.6236922219396,10.496960562841087,2.445192057985588,0.9277114272117615,0.9277114272117615,0.9309505224227905,0.08144996936923103,0.9309502840042114,2,0.4639192249996995
test_A_00000041,A,2,finfet_28nm,1,187.4956348889272,82.41300468420735,9.151915024107868,4.92763146594347,187.90484514832497,82.39089726656675,9.181717892183702,4.908252808328426,0.7570777535438538,0.9152786135673523,0.7570777535438538,0.011398852858917986,0.7902444005012512,1,0.2646901500011154
test_A_00000042,A,3,finfet_14nm,1,632.1161351512972,540.4620251603701,9.12522406939533,-0.3928038438984593,631.8143872618675,540.4743686653674,9.12362479565107,-0.46254891601603904,0.8807579278945923,0.8807579278945923,0.9016023278236389,0.027250958538279205,0.9016018509864807,3,0.6079844849991787
test_A_00000043,A,4,dram_loose,1,623.8217250735165,879.7434664135494,11.689331396925663,-1.3286562467159555,623.046472530812,879.7607839852571,11.781348442755986,-1.2069674535023696,0.6057025790214539,0.6057025790214539,0.9445271492004395,0.27634994793841333,0.9445269703865051,2,0.49306151600103476
test_A_00000044,A,1,dram_legacy,1,625.8043969768437,236.38101209829767,10.855419988874363,-3.9433669082750935,625.6437459588051,236.43769229203463,10.843809606431007,-3.8194415331485954,0.8393043875694275,0.8393043875694275,0.8839033246040344,0.07911481883883259,0.8839040994644165,2,0.4582901909998327
test_A_00000045,A,2,finfet_7nm,1,600.0022067570972,474.8285662896759,11.120738943884303,1.5748584775242254,599.9793499410152,474.7648466825485,11.127797690012034,1.4974608591497724,0.7698760628700256,0.8017676472663879,0.7698760628700256,0.05004181154284797,0.8581808805465698,2,0.4502296060018125
test_A_00000046,A,3,finfet_28nm,1,938.3127961623416,215.64599861990396,10.874431256643062,0.4121389983923116,938.6485885679722,215.72787842154503,11.015047705952451,0.3050609746732841,0.730178952217102,0.730178952217102,0.832192063331604,0.09282874721334948,0.8527182340621948,2,0.45325698599845055
test_A_00000047,A,4,dram_loose,1,674.2452320607845,213.2829077129919,9.189391344405465,-0.3233744152595292,673.6140312179923,213.31284795701504,9.216244896079255,-0.5237347563316791,0.8878543972969055,0.9183213114738464,0.8878543972969055,0.060542371506226926,0.8878525495529175,3,0.6182665829983307
test_A_00000036,A,1,finfet_14nm,1,118.4512145543934,566.7228653288133,9.140199144357982,-2.1111951605859414,118.93024192750454,566.8525992333889,9.17997447258283,-2.0674459561749803,0.6060066223144531,0.6060066223144531,0.7141132950782776,0.053190103347029796,0.7141119837760925,3,0.614431368001533
test_A_00000037,A,2,dram_wide,1,934.338247715806,645.2044365746399,11.519837279931943,-3.9622378705877415,934.2209018915892,645.1939254701138,11.458850784406568,-4.0882994408530315,0.8658410906791687,0.8993218541145325,0.8658410906791687,0.05390392651382542,0.8757349252700806,3,0.6051388680025411
test_A_00000038,A,3,finfet_28nm,1,674.1735179339602,676.7785136662528,9.814587783626758,-2.8305733501431787,674.6578688919544,676.7502417266369,9.81676083680631,-2.961507940335268,0.7746111154556274,0.7746111154556274,0.8966158032417297,0.06317895880043872,0.896615743637085,3,0.6272767519985791
test_A_00000039,A,4,finfet_10nm,1,908.1111776525807,680.3799397372003,10.958064310063424,0.7286762563667626,907.660864546895,680.4137489870191,10.873364032989116,-0.15722048616124093,0.7155315279960632,0.8226062059402466,0.7155315279960632,0.05942811691320119,0.7969776391983032,2,0.46683421800116776
test_A_00000056,A,1,finfet_22nm,1,419.4420900196717,617.5865007767903,10.467331619350457,-3.678220874911605,419.9851326160133,617.3310482501984,10.480782540491976,-3.4004025446505715,0.7927857637405396,0.8798348903656006,0.7927857637405396,0.029486516745273753,0.7927862405776978,1,0.27098704099989845
test_A_00000057,A,2,dram_loose,1,500.6150701046317,520.9139881411014,11.60120498110784,1.393962203929151,500.8040564805269,520.9409563839436,11.62881047792239,1.6509776773290714,0.8478952050209045,0.9321311712265015,0.8478952050209045,0.01573895905801082,0.8478932976722717,3,0.6049647550025838
test_A_00000058,A,3,dram_dense,1,161.09927555749385,468.1991507406543,8.570016775839731,0.2065735501633456,161.28055584430695,468.21930553019047,8.58067337706881,0.12797333467664895,0.8250251412391663,0.8250251412391663,0.8753117918968201,0.057780539676519194,0.8753116726875305,3,0.6484716499981005
test_A_00000059,A,4,finfet_7nm,1,594.8873592422885,866.3705550579161,11.72187361395473,-2.0005827909043417,595.2378292381763,866.3972275778651,11.639117053636685,-1.806395205328398,0.6497252583503723,0.6497252583503723,0.6750276684761047,0.16385927043705284,0.7136902809143066,2,0.46292793600150617
test_A_00000048,A,1,finfet_7nm,1,148.03295846511477,477.2148314489386,11.64859141075558,3.699140777392081,147.67134603857994,477.20843294262886,11.65421169663899,3.7208965914980507,0.7871686220169067,0.8685145974159241,0.7871686220169067,0.12618220754736534,0.7871691584587097,3,0.6474163939965365
test_A_00000049,A,2,dram_wide,1,900.2936905096058,152.96747395806705,9.151458761274036,-4.57642939249809,899.9342182427645,152.97000308334827,9.20030712660564,-4.572555806677322,0.7913878560066223,0.8667909502983093,0.7913878560066223,0.08939911591938546,0.7913867235183716,3,0.605605791999551
test_A_00000050,A,3,dram_legacy,1,96.37455392996918,888.3259920373237,9.176720887471356,2.583661161197231,96.00396112445742,888.2942786514759,9.130557701743545,2.6397343076707886,0.8208280205726624,0.9176397323608398,0.8208280205726624,0.04720385549227563,0.8208284974098206,3,0.6719069610007864
test_A_00000051,A,4,dram_dense,1,465.9903039166693,544.8382987750133,9.907920159565094,2.9536847496082883,466.8366871625185,544.899665594101,9.896169190563338,3.081892697506519,0.8534326553344727,0.9173185229301453,0.8534326553344727,0.30311468753417387,0.8534314632415771,3,0.7027076880003733
test_A_00000052,A,1,dram_compact,1,671.5137335424411,49.18898996576229,11.867023188658305,-2.318236092228348,671.6118954718113,49.15542784333229,11.823930385900969,-2.264035543167381,0.8339033126831055,0.8339033126831055,0.8450361490249634,0.0416265161277134,0.8581922054290771,2,0.43403453800056013
test_A_00000053,A,2,finfet_10nm,1,475.9695846536257,727.7752831366624,8.29303208641239,1.508089757723031,861.6500835567713,710.255521863699,9.859045428511463,1.2983983141633724,0.14931035041809082,0.14931035041809082,0.8809289932250977,0.5223917590015537,0.8852788209915161,3,0.6638411929998256
test_A_00000054,A,3,finfet_10nm,1,582.2200135519029,520.6486517155284,9.536000871904458,3.4887998028320717,581.4929651319981,520.6552636325359,9.522327840853006,3.4581637101838973,0.4760855436325073,0.4760855436325073,0.7171580195426941,0.09055307021442549,0.805602490901947,3,0.6455888199998299
test_A_00000055,A,4,finfet_45nm,1,302.91164133195605,613.5521744721157,8.279711709793311,-1.2162075008288469,303.3745657801628,613.5720366686583,8.253526136557245,-1.0491747191671572,0.8040217757225037,0.8351978063583374,0.8040217757225037,0.060737378190894364,0.8040205240249634,3,0.748846913997113
test_A_00000060,A,1,finfet_10nm,1,720.7693030570106,179.7987646919522,10.88653950718082,1.5199883842690074,720.8447493463755,179.9215486869216,10.81604834299946,1.7965895869924013,0.8708030581474304,0.8708030581474304,0.8951660394668579,0.28071344756969213,0.8951647877693176,2,0.45800222599791596
test_A_00000061,A,2,dram_loose,1,130.25592317208606,390.927588894736,10.763630541375983,0.049278601141224,130.77482043206692,390.9461878091097,10.870988333921035,0.03992981098701734,0.8861015439033508,0.937208890914917,0.8861015439033508,0.01593024970465072,0.8861030340194702,3,0.6719611539992911
test_A_00000062,A,3,dram_wide,1,800.3872058699709,546.1940249685573,11.254303534737684,1.2796951449637586,800.7088915407658,546.3245530128479,11.257120971650826,1.400060413847171,0.820099413394928,0.9070039391517639,0.820099413394928,0.03433208315817289,0.8201006054878235,3,0.6677412569988519
test_A_00000063,A,4,finfet_22nm,1,725.1439081185019,109.28689222576428,11.87149781227928,0.4495204305754416,725.1859605908394,109.33907756209373,11.76266066935326,0.19679662832674388,0.6023886203765869,0.6023886203765869,0.8847599029541016,0.029350285596142802,0.8847599625587463,2,0.44852346400148235
test_A_00000068,A,1,dram_1x,1,736.7310135071865,401.7987568734312,10.121178819317276,3.257603514503348,737.0118196569383,401.81579016149044,10.134168966232892,3.285547489659404,0.6834073066711426,0.6834073066711426,0.9138584733009338,0.14362579445844953,0.9138580560684204,3,0.6104577080004674
test_A_00000069,A,2,dram_loose,1,568.285546749259,812.9626133062793,10.063384532250328,0.153875378194753,568.472325751558,812.9350791573524,10.101952061590122,0.13617149816696109,0.8328070640563965,0.8328070640563965,0.9127839207649231,0.40231455583464976,0.9322399497032166,3,0.5928254289974575
test_A_00000070,A,3,finfet_14nm,1,911.212306614395,131.52968134200972,9.249179248122356,-2.1401118412660844,911.0847269594669,131.50425185123459,9.227656757299977,-2.0672504528587514,0.9200815558433533,0.9286182522773743,0.9200815558433533,0.031920200089488655,0.9200810790061951,2,0.4403317579999566
test_A_00000071,A,4,finfet_7nm,1,940.521936263396,791.1137856433025,9.180419717425249,-4.152531192306195,940.1393753141165,791.0443890541792,9.267851164973541,-4.425957566171334,0.27891021966934204,0.27891021966934204,0.8023410439491272,0.16711868048828285,0.802340567111969,2,0.475739296998654
test_A_00000064,A,1,dram_wide,1,535.0766393815024,409.1594055669783,10.62623923763071,-0.1119747987723496,536.4390324279666,409.1590911746025,10.649019081622031,-0.07328045134752173,0.8740070462226868,0.8740070462226868,0.8829913139343262,0.08345594866949389,0.8829928040504456,2,0.44445440199706354
test_A_00000065,A,2,dram_wide,1,269.28777729724226,273.3347119226137,11.039000680517525,0.67029642882998,268.48878583684564,273.29183350503445,10.967598352671208,0.8642425845017244,0.8774436116218567,0.946993350982666,0.8774436116218567,0.01653252957342664,0.8774445056915283,2,0.5052396529972611
test_A_00000066,A,3,dram_dense,1,153.43625472276466,921.8957223332352,10.59800779518014,-2.8203129961417583,153.94147654995322,921.9325473457575,10.479677507491674,-2.605676329667255,0.8095617294311523,0.8095617294311523,0.8559772968292236,0.057562164855275204,0.8559777736663818,3,0.6059654809978383
test_A_00000067,A,4,dram_dense,1,816.3377025788279,423.1176150249509,10.22035313737257,-4.41292745941263,816.2907448709011,423.1000703647733,10.175119515489886,-4.420732656983708,0.8294321894645691,0.9390398263931274,0.8294321894645691,0.10148716326549526,0.8294338583946228,3,0.6239596390005318
test_A_00000080,A,1,dram_dense,1,61.647332962504265,543.9219263815562,10.112682066331008,1.8448578241976268,61.67726266384125,543.9509741105139,10.104506189583848,1.7139406760137956,0.6906351447105408,0.6906351447105408,0.9528393745422363,0.12004908977223053,0.9528385400772095,2,0.4470619390012871
test_A_00000081,A,2,finfet_7nm,1,71.17525326300631,736.6243419483297,10.452635125721145,2.3512841675365648,71.79078921675682,736.630068063736,10.438568173744137,2.124465170010936,0.7860795855522156,0.8288454413414001,0.7860795855522156,0.15476159485172972,0.7860813736915588,3,0.6341812909995497
test_A_00000082,A,3,dram_1x,1,929.6329784339864,619.2080126569779,11.21953239153825,-4.58625873719426,929.0979527160525,619.2243505269289,11.239542065272992,-4.650228594744343,0.8747389316558838,0.8747389316558838,0.9055435657501221,0.031156922992481986,0.9055432081222534,1,0.26209450700116577
test_A_00000083,A,4,dram_loose,1,867.5709849880202,895.9128671145584,8.232715153579408,1.4393060161515177,867.4589901268482,895.9413074366748,8.23357340793664,1.4900908609968317,0.8669079542160034,0.8669079542160034,0.8817181587219238,0.06064297551027199,0.8817180395126343,3,0.6204975950022344
test_A_00000072,A,1,dram_wide,1,214.01374028307288,599.3501022840034,10.647955369698918,3.2112052792068955,214.0847169458866,599.344095647335,10.629657973234842,2.9518000736573855,0.831230878829956,0.8493094444274902,0.831230878829956,0.0507985208906588,0.8312304615974426,2,0.45968443500169087
test_A_00000073,A,2,finfet_10nm,1,207.774674372155,444.515002134253,11.847028069560906,-4.116490879238741,206.9484261982143,444.06712114810944,11.922302946150612,-4.256751758654442,0.6475855708122253,0.8327472805976868,0.6475855708122253,0.10457240515315062,0.6475847959518433,3,0.6872144139997545
test_A_00000074,A,3,finfet_45nm,1,669.0190412159621,257.02210534592393,10.18342131608282,3.213994108082524,669.4730713758618,257.070784509182,10.201745142714099,3.193190712002916,0.8780590295791626,0.8780590295791626,0.8810468316078186,0.020641686820914204,0.8810479044914246,3,0.660246987001301
test_A_00000075,A,4,finfet_22nm,1,860.9078863795041,818.440229828103,10.24658697003468,3.4819907588537085,860.9422764778137,818.4544654376805,10.212824147079731,3.453559924999299,0.6477097272872925,0.6477097272872925,0.9407609105110168,0.32080383897104253,0.9579033851623535,2,0.4332930179989489
test_A_00000076,A,1,dram_dense,1,500.420514358451,420.0796097109725,9.611028879134343,1.0652402948862676,500.1204106658697,420.02886891551316,9.675050454269151,0.5498389499901858,0.8941563367843628,0.8941563367843628,0.9140303730964661,0.06766777407043344,0.9140286445617676,3,0.5991449530010868
test_A_00000077,A,2,finfet_45nm,1,790.9444913075706,410.9304773198611,8.80739773761577,1.4939783774805573,791.8071616888046,410.91091415286064,8.841184005574679,1.3775505984943777,0.8078223466873169,0.8078223466873169,0.8344171047210693,0.04855485976915829,0.8812742233276367,2,0.5099817079972127
test_A_00000078,A,3,finfet_14nm,1,536.5569521047094,396.9331928641315,11.524642424446036,-1.4650943711784392,536.1547764390707,396.91122394800186,11.537137942003163,-1.430331233985363,0.8404234051704407,0.8404234051704407,0.8427392840385437,0.14062274268056693,0.8469472527503967,3,0.6762402519998432
test_A_00000079,A,4,finfet_45nm,1,387.7247696988219,96.66866845395458,9.730353901738916,2.694726543584153,387.64514811336994,96.54923126474023,9.697900565684385,2.7277547553241916,0.8229876756668091,0.864531397819519,0.8229876756668091,0.1195155462848247,0.8229891657829285,2,0.4643125139991753
test_A_00000088,A,1,dram_legacy,1,411.8484581120657,591.9460138996421,9.220752545208562,0.449732105046233,411.79560236632824,591.9964612789918,9.260793080765648,0.26290258483755347,0.8803249001502991,0.9046595692634583,0.8803249001502991,0.023691485909331664,0.880325198173523,1,0.2892069139998057
test_A_00000089,A,2,dram_wide,1,251.15514037922725,903.5224307467364,9.2096515908158,1.8798471848252296,251.56206395104527,903.512671762146,9.199349262049084,1.8205486916855937,0.8780784606933594,0.9505922794342041,0.8780784606933594,0.02986406984835743,0.8780773282051086,3,0.6295437529988703
test_A_00000090,A,3,dram_dense,1,771.1856973736063,315.7892451815426,11.180488170953934,-1.2152998961795358,771.24925583601,315.8027975857258,11.247174546855835,-1.1586813135197547,0.768521249294281,0.8666226267814636,0.768521249294281,0.5096680666445889,0.8421730399131775,3,0.5914641609997489
test_A_00000091,A,4,finfet_45nm,1,284.4693376849433,358.32715746456137,8.16283580707515,3.1498289964574298,284.8460560888052,358.2997950911522,8.171336800699626,3.1926788776761157,0.7507230639457703,0.7507230639457703,0.7951415777206421,0.4772182992944129,0.8164718747138977,3,0.6479272830001719
test_A_00000084,A,1,dram_wide,1,859.4274247372746,700.0088543488602,8.645154550168607,-2.035577538966631,859.3226569890976,699.8807761892676,8.719846008988885,-2.0077236669744556,0.886633038520813,0.886633038520813,0.8956717252731323,0.024879507777827225,0.8956719040870667,3,0.6561198540002806
test_A_00000085,A,2,finfet_10nm,1,832.0918807528875,717.6564098006535,10.38279038783621,-4.964319535760257,832.0294538736343,717.6990797519684,10.362371498564352,-5.0,0.878602147102356,0.878602147102356,0.9042614698410034,0.01734538794076021,0.9042613506317139,3,0.634937449998688
test_A_00000086,A,3,dram_compact,1,194.03072166084456,941.4803669351054,10.708128423015143,0.1518448797032334,194.14845204353333,941.4751048795879,10.753562012246384,0.010110411328454343,0.816002607345581,0.9172037839889526,0.816002607345581,0.1258270500254547,0.8160036206245422,3,0.6424270360002993
test_A_00000087,A,4,finfet_22nm,1,384.0888806625137,671.1626911367034,9.385807313368884,0.8162980240264925,383.5958571061492,671.1939901709557,9.446713707754762,0.6201230709987943,0.8727855086326599,0.8782144784927368,0.8727855086326599,0.09841971565890416,0.8727853894233704,2,0.4379433819995029
test_A_00000092,A,1,finfet_14nm,1,862.4288023708274,860.9946828503105,8.881010427444021,2.695017457795013,862.4951491965912,861.1249157786369,8.766301365723564,2.7897918370134307,0.7911069393157959,0.8617082238197327,0.7911069393157959,0.07134915956316168,0.7911075353622437,3,0.6452412440012267
test_A_00000093,A,2,dram_dense,1,662.709849465643,505.0990111441486,8.091267268514782,-0.6627661175684647,662.3266902267933,505.07006695121527,8.08707055925455,-0.6630003364956679,0.8788536190986633,0.9484109878540039,0.8788536190986633,0.0202158093329586,0.8788524866104126,3,0.6410981819972221
test_A_00000094,A,3,dram_dense,1,871.9950714766632,689.570633826582,11.324596848279365,1.2369728284115569,871.4760518670082,689.555773884058,11.37347934797527,1.3149039308202244,0.8711429834365845,0.9169418811798096,0.8711429834365845,0.2759089601924943,0.8826335668563843,2,0.4910179979997338
test_A_00000095,A,4,dram_legacy,1,919.426566872312,151.42017097817222,9.44288480171721,3.164784478843613,918.6491747498512,151.45162201672792,9.299206063817762,3.294464528810859,0.8601452708244324,0.9689169526100159,0.8601452708244324,0.038843547865494064,0.8601453304290771,3,0.5888019939993683
test_A_00000096,A,1,dram_wide,1,139.53410314693934,772.9487331485573,10.164081801115907,-2.4691384764647,139.39344346523285,772.8808500766754,10.258235974163918,-2.531067416673677,0.8930893540382385,0.9287249445915222,0.8930893540382385,0.017102979356373126,0.8930889368057251,3,0.6558963080024114
