pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,net_score,zncc,peak_ratio,pose_peak,psr,apce,rank,band,margin,n_hyp,secs
test_A_00000010,A,3,dram_dense,1,888.2314800090151,105.72525523438723,11.229161579490906,1.3758330915508434,888.8800162672997,105.66803295910358,11.393255184025966,1.1825569283295478,0.8401302695274353,0.9426161646842957,0.8401302695274353,0.0775557756422518,0.8401299715042114,1935.698574835556,35801.45091692245,0.32555127143859863,0.9211608171463013,0.8401302695274353,2,1.3696984159760177
test_A_00000011,A,4,dram_dense,1,926.1110508582492,173.92918778792716,9.641304521681606,0.4205076636848481,925.8673954308033,173.90608458966017,9.518864493840473,0.37802509501023485,0.8123953342437744,0.8123953342437744,0.8340317010879517,0.021815246899205356,0.8445767760276794,1034.7703746503023,29516.10542974215,0.7063174247741699,0.8369736671447754,0.7856933642178774,3,1.8840343750198372
test_A_00000012,A,1,dram_loose,1,469.1280778484901,752.4365817740049,11.53200815787758,4.159249514126607,468.92342272400856,752.433034747839,11.527026545210315,4.169243145327837,0.5184229016304016,0.5184229016304016,0.7110225558280945,0.07033837162337185,0.7464482188224792,469.258932224898,24505.35134435441,0.5126175880432129,0.8041093349456787,0.5184229016304016,3,3.711028375022579
test_A_00000013,A,2,dram_1x,1,145.56858378834465,862.0555437082555,10.640822675829536,4.8557286517201685,145.55676278471947,862.029598440975,10.640592511594331,4.892142208044055,0.8306406140327454,0.9191542267799377,0.8306406140327454,0.03557755234488062,0.8306398987770081,1698.791811200063,30580.972705999826,0.20640166103839874,0.8839969038963318,0.8306406140327454,3,1.927661291032564
test_A_00000014,A,3,dram_1x,1,551.3835102500851,88.40184505759987,11.590870097270717,-2.7112620264589404,551.4190156683326,88.4539009295404,11.642823874704073,-2.836530935997532,0.8055128455162048,0.8345741629600525,0.8055128455162048,0.03807609161973173,0.8055142164230347,1168.2103083037912,23240.55751261859,0.26034003496170044,0.9032865166664124,0.8055128455162048,2,1.4597691249800846
test_A_00000015,A,4,dram_dense,1,621.1156799624005,744.1230792116862,8.992983175052604,0.4560997041897998,619.941126126796,744.0827177986503,8.963733524501183,0.29402464634934455,0.8327354192733765,0.9420507550239563,0.8327354192733765,0.03337622142603199,0.8327357769012451,1598.466442966488,22217.440408378716,0.3658458888530731,0.9209872484207153,0.8327354192733765,3,1.9640273749828339
test_A_00000000,A,1,finfet_14nm,1,310.29036781439254,335.82386632668306,9.75228803210116,1.8522376622030563,310.38860692083836,335.7414357662201,9.785964761357862,2.093696777320659,0.784974992275238,0.9584329724311829,0.784974992275238,0.0221453348687552,0.7849761843681335,1682.5086874513986,36037.015462438896,0.5182050466537476,0.9572069644927979,0.0624426007270813,3,3.6207909589866176
test_A_00000001,A,2,finfet_14nm,1,651.9774825258738,253.07754298844333,8.928853190878932,1.4287922546693146,652.0293028112501,253.0638171583414,8.898625547029415,1.3755405989981215,0.8949201703071594,0.9325605630874634,0.8949201703071594,0.12509906032109638,0.8949195146560669,803.9883639844868,19529.09824674541,0.34223759174346924,0.9210243225097656,0.8949201703071594,3,2.036767416051589
test_A_00000002,A,3,dram_loose,1,860.4907481847265,97.80665154149187,8.024551536067126,1.3227701124613676,860.2109778523445,97.86536327004433,8.0,1.2306964408249912,0.8827235102653503,0.8882337212562561,0.8827235102653503,0.05683063126250286,0.8827232122421265,1078.3161926424661,13149.427866556991,0.34034284949302673,0.8994278907775879,0.8827235102653503,3,1.6275349999777973
test_A_00000003,A,4,dram_1x,1,357.02879377922767,765.6372523992105,10.794587300009724,-3.3513437290684367,356.48742549680173,765.5911891683936,10.871682771667649,-3.367598352671209,0.7768827080726624,0.8894165754318237,0.7768827080726624,0.02760730654953976,0.7744134664535522,1111.7144489164905,51122.76658181922,0.7017939686775208,0.7525949478149414,0.7108880802989006,3,1.8562800840009004
test_A_00000020,A,1,finfet_22nm,1,474.98056671918994,224.49968313492823,9.2281302408799,0.322489735119202,475.0780480057001,224.47674256563187,9.219973915551462,0.5512882393305855,0.8913311958312988,0.9060855507850647,0.8913311958312988,0.03511023894009003,0.8913314938545227,1977.2356711039583,32292.080302654365,0.33461883664131165,0.9454254508018494,0.8913311958312988,3,1.862338374950923
test_A_00000021,A,2,finfet_14nm,1,648.8808650035559,503.5664964661066,11.151487981040008,-2.256462748738597,649.0041645169258,503.5684414803982,11.178108624632705,-2.2078933704978545,0.7525953650474548,0.7525953650474548,0.8961124420166016,0.019870768111477054,0.9040881395339966,1557.6845533761962,21226.529451272338,0.2823950946331024,0.9486826062202454,0.7525953650474548,2,1.3893079580157064
test_A_00000022,A,3,dram_compact,1,916.723505353509,712.8271453972657,11.686960547436104,-3.123013928966334,916.8120459616184,712.7875790894032,11.63582132669521,-2.918265467998766,0.793653130531311,0.9411079287528992,0.793653130531311,0.019183973069263737,0.8062247633934021,2121.743307064726,35325.40233394223,0.4838424324989319,0.8381091952323914,0.793653130531311,3,1.6783036249689758
test_A_00000023,A,4,dram_wide,1,455.8040262468808,440.4088965192267,10.069488891546886,-2.6875813166715465,456.25439684093,440.3512981235981,10.102145866353224,-2.84437543066633,0.8324385285377502,0.9487423300743103,0.8324385285377502,0.010104594432268629,0.8324396014213562,2342.891277691132,30043.65374228796,0.23042529821395874,0.9091755747795105,0.8324385285377502,2,1.2048153329524212
test_A_00000024,A,1,finfet_45nm,1,386.13896231114506,478.8901181716259,11.342611375635292,1.363748849241918,385.5913386195898,478.8621670603752,11.370912492217284,1.5099580148322256,0.3392077088356018,0.3392077088356018,0.6779218316078186,0.24109770300657482,0.7121103405952454,356.2182245240969,32241.440756722008,0.5827938318252563,0.8203333020210266,0.30338749662041664,3,1.7238160419510677
test_A_00000025,A,2,finfet_10nm,1,743.4740905611797,663.7328264229709,11.22409316854937,-0.7693024937758199,743.091410793364,663.8082520365715,11.229718322782844,-0.9339055815073045,0.8748055100440979,0.9104934930801392,0.8748055100440979,0.04272033467739877,0.8748040199279785,2429.7782798282574,42589.963979289736,0.4373100996017456,0.9230497479438782,0.04777395725250244,3,2.14352174999658
test_A_00000026,A,3,finfet_22nm,1,63.26554000182136,409.6490009920575,10.058180132361365,0.1736430972398981,63.56681364774704,409.68751941621304,10.202731643343636,-0.016833485685537938,0.8690208792686462,0.8690208792686462,0.8988602757453918,0.027247989780483907,0.8988608717918396,1709.4772806629378,13587.29507691743,0.5087867379188538,0.9372321963310242,0.8690208792686462,3,1.3487384589971043
test_A_00000027,A,4,finfet_22nm,1,618.9215303664964,686.9478480100653,11.843835896101451,0.6233148599517158,619.0396188944578,686.9446495734155,11.825173557417534,0.3998418344947144,0.883064329624176,0.9278019070625305,0.883064329624176,0.03632933535047337,0.8830643892288208,2278.4325506834234,58138.55410347377,0.71382737159729,0.9388365745544434,0.883064329624176,2,1.3438597499625757
test_A_00000032,A,1,dram_compact,1,895.34671546911,613.5362596913219,9.477744755882997,-4.489286255264925,894.9462661147118,613.522303102538,9.422235826054365,-4.538614249237376,0.6670233011245728,0.6670233011245728,0.9549984335899353,0.13560831787270858,0.954998254776001,823.4993552173323,16468.912141094388,0.24511800706386566,0.9853997826576233,0.6670233011245728,2,1.551750082988292
test_A_00000033,A,2,finfet_7nm,1,185.04068873434775,914.7170358516722,9.582058582689609,-4.200814325540076,185.59838564693928,914.7265648394823,9.497757723997426,-4.443498389499902,0.8026218414306641,0.939109206199646,0.8026218414306641,0.06885634367837087,0.8026220202445984,896.6465453398171,30644.14755142396,0.3633100986480713,0.8166518807411194,0.8026218414306641,3,2.0654592500068247
test_A_00000034,A,3,finfet_7nm,1,124.57693675085346,469.2817428373829,10.064514699210084,2.1125397419436833,124.41761699318886,469.2912295907736,10.108353444491069,1.940594041810046,0.8449682593345642,0.9040565490722656,0.8449682593345642,0.1299858161026908,0.8449670672416687,1112.26799858822,19427.888684106627,0.28203821182250977,0.942483127117157,0.8449682593345642,2,1.119385083031375
test_A_00000035,A,4,finfet_45nm,1,372.94013575493113,187.31056657966064,8.647673314988971,-2.846525497593957,373.0338192470372,187.1550254970789,8.620921049282117,-2.7814728458287763,0.7268635630607605,0.8946735858917236,0.7268635630607605,0.024953688365298852,0.7268684506416321,1181.1426800693898,16426.298532480876,0.3345336616039276,0.888706624507904,0.7268635630607605,3,2.0129748749895953
test_A_00000028,A,1,finfet_28nm,1,714.6807082003461,78.40277981631908,10.682002580642646,-0.6593740227723268,715.497530459892,78.36938206851482,10.539518612822862,-0.6082585773374832,0.7856317162513733,0.7856317162513733,0.8982056379318237,0.16414314991912804,0.8982057571411133,693.6344024335286,25632.025803490615,0.4677271544933319,0.9546663165092468,0.7856317162513733,3,1.5882281250087544
test_A_00000029,A,2,dram_dense,1,218.21222580863844,861.3745428387193,9.53973899009468,1.3088350504461932,219.19126369059086,861.2192696481943,9.522396445285873,1.3663561046651524,0.8224725127220154,0.915808916091919,0.8224725127220154,0.028335061941236302,0.8224708437919617,1881.9408384322085,14062.165912407587,0.33890652656555176,0.9474300146102905,0.8224725127220154,3,2.091284749971237
test_A_00000030,A,3,finfet_28nm,1,714.6647188024422,721.1709067351237,9.3069130778194,-3.3124360778282735,714.266379237175,721.1749160736799,9.30994431153834,-3.5055123951529135,0.8400339484214783,0.9181877970695496,0.8400339484214783,0.02855280245198929,0.8400334715843201,1906.5459472851662,26504.05328740133,0.18670354783535004,0.8922654986381531,0.8400339484214783,3,2.0128981670131907
test_A_00000031,A,4,finfet_10nm,1,653.2552754196741,262.70768371970496,9.888273145182742,-0.088255504522138,653.2040834575891,262.74435690045357,9.86836335584471,-0.08591269649903274,0.8063769340515137,0.8063769340515137,0.9004207849502563,0.271735269899089,0.899429976940155,673.541164685813,27728.549085274575,0.24286575615406036,0.9682795405387878,0.7844826281070709,2,1.2379633749951608
test_A_00000036,A,1,finfet_14nm,1,118.4512145543934,566.7228653288133,9.140199144357982,-2.111195160585942,118.93024232238531,566.8525883108377,9.17997447258283,-2.0674459561749803,0.6797188520431519,0.6797188520431519,0.7141129970550537,0.06389211941819342,0.7141126990318298,1211.36574821108,16769.688496432307,0.3144301474094391,0.9142246246337891,0.6797188520431519,3,1.9458247090224177
test_A_00000037,A,2,dram_wide,1,934.338247715806,645.2044365746399,11.519837279931943,-3.9622378705877415,934.2209018915892,645.1939254701138,11.458850784406568,-4.0882994408530315,0.8658410906791687,0.8785008788108826,0.8658410906791687,0.035050824867073636,0.8757362365722656,1796.6888161498116,39521.942195525975,0.6779954433441162,0.9149091839790344,0.8658410906791687,3,1.7257799580111168
test_A_00000038,A,3,finfet_28nm,1,674.1735179339602,676.7785136662528,9.814587783626758,-2.8305733501431787,674.6578688919544,676.7502417266369,9.81676083680631,-2.961507940335268,0.7866208553314209,0.7866208553314209,0.8966158032417297,0.03701103048818744,0.8966151475906372,1195.5844594838518,40256.63764370501,0.5716202855110168,0.9413468837738037,0.7866208553314209,3,1.9084232919849455
test_A_00000039,A,4,finfet_10nm,1,908.1111776525807,680.3799397372003,10.958064310063424,0.7286762563667626,907.660864546895,680.4137489870191,10.873364032989116,-0.15722048616124093,0.7155315279960632,0.8825775384902954,0.7155315279960632,0.0723675177754813,0.7969768643379211,1469.4243187694476,28901.41512740642,0.25505131483078003,0.7862549424171448,0.7155315279960632,2,1.3923064999980852
test_A_00000040,A,1,dram_wide,1,818.3302220126327,514.6235956191861,10.498161100406463,2.6187139933632917,818.2720538079739,514.6236922219396,10.496960562841087,2.445192057985588,0.9309505224227905,0.9488243460655212,0.9309505224227905,0.05365028327498766,0.9309507608413696,1215.9716034140736,29788.51931389227,0.27852267026901245,0.9805421829223633,0.03712671995162964,2,1.4694679160020314
test_A_00000041,A,2,finfet_28nm,1,187.4956348889272,82.41300468420735,9.151915024107868,4.92763146594347,187.90484514832497,82.39089726656675,9.181717892183702,4.908252808328426,0.7570777535438538,0.906148374080658,0.7570777535438538,0.022044450548644588,0.7902444005012512,1700.087701894352,15712.426931407186,0.37632620334625244,0.8760507106781006,,1,0.8645258329925127
test_A_00000042,A,3,finfet_14nm,1,632.1161351512972,540.4620251603701,9.12522406939533,-0.3928038438984593,631.8143872618675,540.4743686653674,9.12362479565107,-0.46254891601603904,0.8992948532104492,0.8992948532104492,0.9016023278236389,0.03243251614365219,0.9016025066375732,2002.0376201975064,15900.08816131417,0.4237954616546631,0.9661462306976318,0.8992948532104492,3,1.655314665986225
test_A_00000043,A,4,dram_loose,1,623.8217250735165,879.7434664135494,11.689331396925663,-1.3286562467159555,623.046472530812,879.7607839852571,11.781348442755986,-1.2069674535023696,0.637493908405304,0.637493908405304,0.9445271492004395,0.3866969623219312,0.9445281624794006,504.68223197494314,33060.09119086712,0.3079773485660553,0.9775208234786987,0.637493908405304,2,1.27864541701274
test_A_00000044,A,1,dram_legacy,1,625.8043969768437,236.38101209829767,10.855419988874363,-3.9433669082750935,625.6437459588051,236.43769229203463,10.843809606431007,-3.8194415331485954,0.8839033246040344,0.8914201855659485,0.8839033246040344,0.036634370627250126,0.8839040994644165,1492.6183166271464,25940.62264323244,0.4130418002605438,0.8936395645141602,0.8675615787506104,2,1.4648020000313409
test_A_00000045,A,2,finfet_7nm,1,600.0022067570972,474.8285662896759,11.120738943884303,1.5748584775242254,599.9793499410152,474.7648466825485,11.127797690012034,1.4974608591497724,0.7675836086273193,0.7675836086273193,0.7698760628700256,0.06442782065824937,0.8581791520118713,1460.3380921510513,30438.24667477223,0.46227654814720154,0.946726381778717,0.7408085577189922,2,1.3308134580147453
test_A_00000046,A,3,finfet_28nm,1,938.3127961623416,215.6459986199039,10.874431256643062,0.4121389983923116,938.6485885679722,215.72787842154503,11.015047705952451,0.3050609746732841,0.7432904243469238,0.7432904243469238,0.832192063331604,0.04581061977921379,0.8527169823646545,1725.6540645420139,31828.65411544584,0.34150347113609314,0.8837316036224365,0.7432904243469238,2,1.343472666980233
test_A_00000047,A,4,dram_loose,1,674.2452320607845,213.2829077129919,9.189391344405465,-0.3233744152595292,673.6140312179923,213.31284795701504,9.216244896079255,-0.5253910870064213,0.8878543972969055,0.9373952746391296,0.8878543972969055,0.022323870931703377,0.8878535032272339,2590.3172504319386,24124.02518745938,0.3493601679801941,0.9156297445297241,0.8878543972969055,3,1.8883608750184067
test_A_00000056,A,1,finfet_22nm,1,419.4420900196717,617.5865007767903,10.467331619350457,-3.678220874911605,419.9851326160133,617.3310482501984,10.480782540491976,-3.4004025446505715,0.7927857637405396,0.9194401502609253,0.7927857637405396,0.01992100525319977,0.792785108089447,2209.1661739638907,27390.92719567218,0.4213002920150757,0.943391740322113,,1,0.8397037090035155
test_A_00000057,A,2,dram_loose,1,500.6150701046317,520.9139881411014,11.60120498110784,1.393962203929151,500.8040564805269,520.9409563839436,11.62881047792239,1.648297678000729,0.8478952050209045,0.9423257112503052,0.8478952050209045,0.008404233942764657,0.8478952050209045,1760.6898231114956,44395.93189059833,0.327876478433609,0.9240991473197937,0.8478952050209045,3,1.8649281669640914
test_A_00000058,A,3,dram_dense,1,161.09927555749385,468.1991507406543,8.570016775839731,0.2065735501633456,161.28055584430695,468.21930553019047,8.582924715148458,0.13766966333641772,0.8753117918968201,0.8833772540092468,0.8753117918968201,0.030796444559539414,0.8753109574317932,2870.613496562947,16311.431905213272,0.13604424893856049,0.9324589967727661,0.8753117918968201,3,1.9428952499874867
test_A_00000059,A,4,finfet_7nm,1,594.8873592422885,866.3705550579161,11.72187361395473,-2.0005827909043417,595.2378292381763,866.3972275778651,11.639117053636685,-1.806395205328398,0.6604889631271362,0.6604889631271362,0.6750276684761047,0.08833224883554673,0.7136902809143066,1125.0819451654706,29922.15263862756,0.40220287442207336,0.8855376243591309,0.6604889631271362,2,1.4095657920115627
test_A_00000052,A,1,dram_compact,1,671.5137335424411,49.18898996576229,11.867023188658305,-2.3182360922283474,671.6118954718113,49.15542784333229,11.823930385900969,-2.264035543167381,0.8450361490249634,0.8771638870239258,0.8450361490249634,0.03825505722607644,0.8581922054290771,1423.2623113582624,46250.49509413937,0.5089452862739563,0.889151930809021,0.8450361490249634,2,1.3794787909719162
test_A_00000053,A,2,finfet_10nm,1,475.9695846536257,727.7752831366624,8.29303208641239,1.508089757723031,861.6500835567713,710.255521863699,9.859045428511463,1.2983983141633724,0.06160759925842285,0.06160759925842285,0.8809289932250977,0.6814371727470095,0.8852808475494385,56.836131864340786,2431.049892828051,0.3884788155555725,0.9483686089515686,-0.7403650283813477,3,1.7902553330059163
test_A_00000054,A,3,finfet_10nm,1,582.2200135519029,520.6486517155284,9.536000871904458,3.4887998028320713,581.4929651319981,520.6552636325359,9.522327840853006,3.4581637101838973,0.4469641149044037,0.4469641149044037,0.7171580195426941,0.06807056459665252,0.8056056499481201,626.7059211976044,14463.93051732717,0.5751599073410034,0.8140161633491516,0.3872072733938694,3,1.6767325829714537
test_A_00000055,A,4,finfet_45nm,1,302.91164133195605,613.5521744721157,8.279711709793311,-1.2162075008288469,303.3755168169737,613.569204904139,8.25404387608093,-1.0253853179973642,0.8040560483932495,0.9002811312675476,0.8040560483932495,0.03285496218571099,0.8040583729743958,1646.084138859405,12353.957625247618,0.2867814302444458,0.9298858046531677,0.8040560483932495,3,2.0136462920345366
test_A_00000048,A,1,finfet_7nm,1,148.03295846511477,477.2148314489386,11.64859141075558,3.6991407773920817,147.67134603857994,477.20843294262886,11.65421169663899,3.7208965914980507,0.7871686220169067,0.8502104878425598,0.7871686220169067,0.04847570818200715,0.787167489528656,1371.086821615576,49893.0068813037,0.41832098364830017,0.8737384080886841,0.7647758945822716,3,1.979519208020065
test_A_00000049,A,2,dram_wide,1,900.2936905096058,152.96747395806705,9.151458761274036,-4.57642939249809,899.9429527670145,152.96929739043117,9.195476950242076,-4.5487664055075285,0.7914811968803406,0.9125206470489502,0.7914811968803406,0.035368922521332426,0.7914808392524719,1477.4610229084024,17444.869744003296,0.5024453401565552,0.8565115928649902,0.7127729505300522,3,1.8588985420065
test_A_00000050,A,3,dram_legacy,1,96.37455392996918,888.3259920373237,9.176720887471356,2.583661161197231,96.00396112445742,888.2942786514759,9.130557701743545,2.6397343076707886,0.8208280205726624,0.9032720327377319,0.8208280205726624,0.079168420833831,0.8208284974098206,1392.251416024158,15792.587155511234,0.3341657519340515,0.8679574728012085,0.8077749703079462,3,1.8576586250565015
test_A_00000051,A,4,dram_dense,1,465.9903039166693,544.8382987750133,9.907920159565094,2.9536847496082883,466.8366871625185,544.899665594101,9.896169190563338,3.081892697506519,0.8534326553344727,0.9552525877952576,0.8534326553344727,0.28546195330864627,0.853432834148407,514.7796333662822,22929.034837405252,0.4642333686351776,0.9468294382095337,0.8534326553344727,3,1.8026046250015497
test_A_00000060,A,1,finfet_10nm,1,720.7693030570106,179.7987646919522,10.88653950718082,1.5199883842690074,720.8447493463755,179.9215486869216,10.81604834299946,1.7965895869924013,0.8951660394668579,0.9234253168106079,0.8951660394668579,0.09256429366559549,0.8951647877693176,1494.397936727969,34605.52892862547,0.3129013478755951,0.9346750378608704,0.8877897160127759,2,1.4013652919675224
test_A_00000061,A,2,dram_loose,1,130.25592317208606,390.927588894736,10.763630541375983,0.049278601141224,130.77383129298687,390.94574012234807,10.871187078286157,0.027041648672106428,0.8860763907432556,0.9510161280632019,0.8860763907432556,0.012235949164054334,0.8860771656036377,2441.263901967233,33351.09992608431,0.33739954233169556,0.9352070093154907,-2.5153160095214844e-05,3,1.7633453329908662
test_A_00000062,A,3,dram_wide,1,800.3872058699709,546.1940249685573,11.254303534737684,1.2796951449637586,800.5955294072628,546.2790487110615,11.268638342887586,0.9756987645034069,0.8191715478897095,0.9068930149078369,0.8191715478897095,0.01539696746957307,0.8191714882850647,1910.1966444223187,33737.369333951094,0.4913499057292938,0.923738956451416,-0.0009278655052185059,3,1.8494460840011016
test_A_00000063,A,4,finfet_22nm,1,725.1439081185019,109.28689222576428,11.87149781227928,0.4495204305754416,725.1859605908394,109.33907756209373,11.76266066935326,0.19679662832674388,0.590467095375061,0.590467095375061,0.8847599029541016,0.040234452995711656,0.8847595453262329,1342.831265127149,25922.152683245316,0.234995499253273,0.9406614899635315,0.590467095375061,2,1.485156790993642
test_A_00000064,A,1,dram_wide,1,535.0766393815024,409.15940556697825,10.62623923763071,-0.1119747987723496,536.4390324279666,409.1590911746025,10.649019081622031,-0.07328045134752173,0.8829913139343262,0.9141663312911987,0.8829913139343262,0.023526229519847407,0.8829932808876038,1924.3332363158563,32570.850078648822,0.28560304641723633,0.9337454438209534,0.8829913139343262,2,1.3940324999857694
test_A_00000065,A,2,dram_wide,1,269.28777729724226,273.3347119226137,11.039000680517525,0.67029642882998,268.4887751592323,273.29183611273766,10.967598352671208,0.8642425845017244,0.877444863319397,0.9630780220031738,0.877444863319397,0.019202766356714616,0.8774449229240417,2441.428147853611,35969.515299560284,0.23526540398597717,0.956131637096405,0.877444863319397,2,1.5424305000342429
test_A_00000066,A,3,dram_dense,1,153.43625472276466,921.8957223332352,10.59800779518014,-2.8203129961417583,153.9444033615291,921.9327568784356,10.476936890034416,-2.610622245655254,0.8193781971931458,0.8193781971931458,0.8559617400169373,0.07704845497725485,0.8559602499008179,1180.0919386676333,16763.205406049907,0.6390690207481384,0.865314245223999,0.8193781971931458,3,1.8917816249886528
test_A_00000067,A,4,dram_dense,1,816.3377025788279,423.1176150249509,10.22035313737257,-4.41292745941263,816.2907448709011,423.1000703647733,10.175119515489886,-4.420732656983708,0.8294321894645691,0.9420818090438843,0.8294321894645691,0.053848329633146924,0.8294329643249512,1326.2649181589086,30798.855728505925,0.4618541896343231,0.9068008065223694,0.8294321894645691,3,1.7355455000069924
test_A_00000068,A,1,dram_1x,1,736.7310135071865,401.7987568734312,10.121178819317276,3.257603514503348,737.0118196569383,401.81579016149044,10.134168966232892,3.285547489659404,0.715261697769165,0.715261697769165,0.9138584733009338,0.03800908169515254,0.9138580560684204,1069.2510523007043,18494.981129332624,0.4536241590976715,0.9610759019851685,0.6851490810513496,3,1.6256984589854255
test_A_00000069,A,2,dram_loose,1,568.285546749259,812.9626133062793,10.063384532250328,0.153875378194753,568.472325751558,812.9350791573524,10.101952061590122,0.13617149816696109,0.8068775534629822,0.8068775534629822,0.9127839207649231,0.026006271422977303,0.9322391748428345,1100.4560402453224,35847.78666703903,0.7288826704025269,0.9593136310577393,0.8068775534629822,3,1.6458310000016354
test_A_00000070,A,3,finfet_14nm,1,911.212306614395,131.52968134200972,9.249179248122356,-2.1401118412660844,911.0847269594669,131.50425185123459,9.227656757299977,-2.0672504528587514,0.9200815558433533,0.9208928346633911,0.9200815558433533,0.01280983236556747,0.9200818538665771,2845.0795914038686,23976.99339510533,0.2517000138759613,0.9608117341995239,0.9200815558433533,2,1.5831379169831052
test_A_00000071,A,4,finfet_7nm,1,940.521936263396,791.1137856433025,9.180419717425249,-4.152531192306195,940.1393753141165,791.0443890541792,9.267851164973541,-4.425957566171334,0.35444867610931396,0.35444867610931396,0.8023410439491272,0.0717078652696252,0.802340567111969,670.8894318779181,31593.083472890907,0.38087305426597595,0.8881024122238159,0.24420958757400513,2,1.4715850000502542
test_A_00000072,A,1,dram_wide,1,214.01374028307288,599.3501022840034,10.647955369698918,3.2112052792068955,214.0847169458866,599.344095647335,10.629657973234842,2.9518000736573855,0.831230878829956,0.8786137700080872,0.831230878829956,0.050256155697700235,0.8312332630157471,1793.5322388074974,33621.11856441353,0.20405156910419464,0.939233660697937,0.831230878829956,2,1.3414231250062585
test_A_00000073,A,2,finfet_10nm,1,207.774674372155,444.515002134253,11.847028069560906,-4.116490879238741,206.9484261982143,444.06712114810944,11.922302946150612,-4.256751758654442,0.6475855708122253,0.8729308843612671,0.6475855708122253,0.05418952090595308,0.6475862264633179,1537.7885477491316,39892.58693183946,0.16402126848697662,0.8263077139854431,0.6475855708122253,3,1.9746436669956893
