pair_id,set,severity,gt_scale,gt_rot,base_err,fix_err,base_score,fix_score,base_rank_basin,fix_rank_basin,base_cands,fix_cands,rescued,broken
test_B_00000043,B,4,10.258805112217088,4.418504081372893,293.405089296376,293.405089296376,0.2184889465570449,0.2184889465570449,0,1,"[(10.3197, 3.9332), (11.5582, 0.0426), (8.212, 3.4252)]","[(8.212, 3.4252), (10.3197, 3.9332), (11.5582, 0.0426)]",False,False
test_B_00000078,B,3,10.872627187620305,-4.855413816425651,14.110836230962622,14.110836230962622,0.3027290999889374,0.3027290403842926,-1,-1,"[(11.7676, -4.331), (10.5735, -4.9738), (9.6155, -3.7082)]","[(11.7676, -4.331), (10.5735, -4.9738), (9.6155, -3.7082)]",False,False
test_B_00000083,B,4,9.128363636989672,-0.6303670727049298,53.44908233449355,53.44908233449355,0.6405019164085388,0.6405019164085388,0,0,"[(9.0897, -1.025), (11.9947, -0.5704)]","[(9.0897, -1.025), (11.9947, -0.5704)]",False,False
test_B_00000111,B,4,8.62423571609688,-0.5687014438199443,5.04339977463867,5.04339977463867,0.2215918600559234,0.2215918600559234,0,0,"[(8.4803, 0.1135), (11.9844, 3.0524), (10.6322, 3.6731)]","[(8.4803, 0.1135), (11.9844, 3.0524), (10.6322, 3.6731)]",False,False
test_B_00000114,B,3,10.346898748322234,4.573560111275688,475.8000765254854,475.8000765254854,0.2580092847347259,0.2580092847347259,1,1,"[(8.6205, 4.6738), (10.5275, 4.3222), (11.6736, 1.2853)]","[(8.6205, 4.6738), (10.5275, 4.3222), (11.6736, 1.2853)]",False,False
test_B_00000126,B,3,11.651511304616514,-4.2376783809413245,515.4351909370395,515.4351909370395,0.0831877291202545,0.0831877291202545,1,2,"[(10.3088, -4.1115), (11.6244, -4.3891), (8.0007, -4.3488)]","[(10.3088, -4.1115), (8.0007, -4.3488), (11.6244, -4.3891)]",False,False
test_B_00000131,B,4,10.13453767420221,-4.742449727082314,332.0339031260496,332.0339031260496,0.1040418893098831,0.1040418893098831,-1,-1,"[(8.8229, -4.7995), (11.9649, -1.4917), (10.4459, -4.7645)]","[(8.8229, -4.7995), (10.4459, -4.7645), (11.9649, -1.4917)]",False,False
test_B_00000139,B,4,9.090541414445736,4.313997424108807,667.6431817981025,667.6431817981025,0.3311089873313904,0.3311089873313904,-1,-1,"[(8.1317, 3.9027), (11.9982, 4.3911), (10.4202, 3.6886)]","[(8.1317, 3.9027), (11.9982, 4.3911), (10.4202, 3.6886)]",False,False
test_B_00000142,B,3,9.623727897749305,0.8836952389648944,269.6032025127678,269.6032025127678,0.1446619629859924,0.1446619778871536,1,1,"[(8.0049, 0.7683), (9.6155, 0.4239), (11.8121, 2.6066)]","[(8.0049, 0.7683), (9.6155, 0.4239), (11.8121, 2.6066)]",False,False
test_B_00000147,B,4,9.71444746072981,4.477060748440211,575.5828223597815,210.5368311645362,0.0642918273806572,0.1054524928331375,-1,-1,"[(9.8079, -0.2939), (8.5481, 3.9487), (10.3128, 3.9959)]","[(11.8572, 4.6109), (9.8079, -0.2939), (8.5481, 3.9487)]",False,False
test_B_00000154,B,3,10.0771679788924,-3.538035701203792,107.97504372005461,107.97504372005461,0.4296846389770508,0.4296846389770508,0,1,"[(10.1038, -3.4371), (11.4183, -3.7038), (11.7714, -4.5235)]","[(11.4183, -3.7038), (10.1038, -3.4371), (11.7714, -4.5235)]",False,False
test_B_00000191,B,4,11.368760310252936,4.339500927362064,665.4181481372112,665.4181481372112,0.3713288605213165,0.3713288605213165,0,0,"[(11.3093, 3.9149), (8.0007, 4.3022)]","[(11.3093, 3.9149), (8.0007, 4.3022)]",False,False
test_B_00000222,B,3,11.48307929719095,-4.4660807581176245,152.99548780349426,152.99548780349426,0.3016775548458099,0.3016775548458099,-1,-1,"[(11.8605, -4.1419), (8.7735, -4.7273)]","[(8.7735, -4.7273), (11.8605, -4.1419)]",False,False
test_B_00000226,B,3,11.868026127256352,-2.449373200211173,837.6892226128864,837.6892226128864,0.1528733670711517,0.1528733670711517,2,2,"[(9.8074, -2.2175), (8.0007, -2.3684), (11.9189, -3.0196)]","[(8.0007, -2.3684), (9.8074, -2.2175), (11.9189, -3.0196)]",False,False
test_B_00000242,B,3,11.592439569063894,-0.1339549602074718,74.89010039830598,74.89010039830598,0.349056601524353,0.349056601524353,1,1,"[(8.6205, -0.2701), (11.7134, -0.0647), (9.8262, 0.1202)]","[(8.6205, -0.2701), (11.7134, -0.0647), (9.8262, 0.1202)]",False,False
test_B_00000271,B,4,11.131897392780813,3.571912526043498,33.323496158441515,33.323496158441515,0.2198324501514434,0.2198324501514434,1,1,"[(8.3363, 3.4154), (11.2355, 3.6022), (11.9993, 3.3999)]","[(8.3363, 3.4154), (11.2355, 3.6022), (11.9993, 3.3999)]",False,False
test_B_00000273,B,2,11.910563465727922,4.8823619576783255,131.31876250827656,131.31876250827656,0.5247156620025635,0.5247156620025635,0,0,"[(11.8339, 4.7033), (8.6222, 4.981), (9.5246, 4.1891)]","[(11.8339, 4.7033), (8.6222, 4.981), (9.5246, 4.1891)]",False,False
test_B_00000275,B,4,10.687768056624767,1.4767673420464256,13.537829924775684,13.537829924775684,0.3076547980308532,0.3076547980308532,1,1,"[(8.0663, 1.541), (10.7394, 1.2392), (9.0014, 1.3039)]","[(8.0663, 1.541), (10.7394, 1.2392), (11.9975, 1.0328)]",False,False
test_B_00000283,B,4,9.189382302155018,-1.9034785741257616,375.67742680981354,375.67742680981354,0.1291368305683136,0.1291368305683136,-1,0,"[(9.5268, -1.5661), (10.7655, 0.0601), (10.2667, 0.0601)]","[(9.1707, -2.0075), (9.5268, -1.5661), (8.0655, -1.1574)]",False,False
test_B_00000287,B,4,11.235199950426695,-3.138381955316784,3.193876185724945,273.35749344590613,0.0861048176884651,0.1515515595674514,-1,-1,"[(11.6216, -0.9662), (11.0169, -0.1945), (11.8223, -0.2216)]","[(11.6216, -0.9662), (9.6158, -2.3836), (11.0169, -0.1945)]",False,True
test_B_00000306,B,3,10.055593045832325,1.8704151378216327,65.51094242744651,65.51094242744651,0.1836542189121246,0.1836542189121246,0,0,"[(10.1018, 1.2668), (8.0007, 3.0787), (11.9951, 1.081)]","[(10.1018, 1.2668), (8.0007, 3.0787), (11.6312, 1.9123)]",False,False
test_B_00000307,B,4,8.72773067235782,1.0394565359471262,72.76459947180905,72.76459947180905,0.275881826877594,0.275881826877594,0,0,"[(8.7792, 0.9881), (11.7593, 0.0175), (10.4675, 0.1925)]","[(8.7792, 0.9881), (11.7593, 0.0175), (10.4675, 0.1925)]",False,False
test_B_00000326,B,3,9.585868772992324,-0.0330534880561099,1064.5485358079704,1064.5485358079704,0.1465066075325012,0.1465066075325012,0,0,"[(9.6155, 0.0885), (11.9993, -0.3891)]","[(9.6155, 0.0885), (11.9993, -0.3891)]",False,False
test_B_00000335,B,4,10.178542938201666,3.954615998923595,110.45249197660358,110.45249197660358,0.2620663642883301,0.2620663642883301,0,0,"[(10.3331, 4.025), (10.7538, 4.708), (8.1337, 2.0743)]","[(10.3331, 4.025), (10.7538, 4.708), (8.1337, 2.0743)]",False,False
test_B_00000338,B,3,10.132952217383432,0.618189313771186,64.38627848154061,64.38627848154061,0.4125485420227051,0.4125485420227051,0,0,"[(10.1338, 0.5005), (8.0007, 0.1966), (11.9993, 0.2271)]","[(10.1338, 0.5005), (8.0007, 0.1966), (11.9993, 0.2271)]",False,False
test_B_00000346,B,3,10.244446579040726,-3.11217612730346,834.2910997564852,834.2910997564852,0.0899456739425659,0.0899456515908241,0,1,"[(10.4174, -3.3202), (8.0011, -3.5322), (11.6937, -3.1858)]","[(8.0011, -3.5322), (10.4174, -3.3202), (11.6937, -3.1858)]",False,False
test_B_00000363,B,4,10.706297155844885,-4.725670523825199,0.2707487835627508,403.8685473670846,0.2738571763038635,0.2996595799922943,0,0,"[(10.8696, -4.9003), (10.6847, -4.6082), (11.9993, -3.331)]","[(10.6847, -4.6082), (10.8696, -4.9003), (8.0007, -4.5339)]",False,True
test_B_00000394,B,3,10.039347614631414,1.6052911326689625,124.54617069688494,124.54617069688494,0.4201567769050598,0.4201567769050598,0,0,"[(10.0653, 1.3104), (11.3082, 1.8), (8.0007, 1.2975)]","[(10.0653, 1.3104), (11.3082, 1.8), (8.0007, 1.2975)]",False,False
test_B_00000402,B,3,10.049309110361628,-4.140008245051688,174.59276148042343,174.59276148042343,0.3948355317115783,0.3948355317115783,1,1,"[(9.0429, -4.1135), (10.174, -3.9244), (11.2295, -4.0415)]","[(9.0429, -4.1135), (10.174, -3.9244), (11.2295, -4.0415)]",False,False
test_B_00000423,B,4,11.352814203272816,-1.4874558541283711,713.6054451011554,713.6054451011554,0.168622687458992,0.168622687458992,2,1,"[(9.7964, -1.0108), (11.0421, -0.8067), (11.3666, -1.2232)]","[(9.7964, -1.0108), (11.3666, -1.2232), (11.0421, -0.8067)]",False,False
test_B_00000450,B,3,10.600281961552271,1.0849832179303096,629.1621952919866,629.1621952919866,0.1589216887950897,0.1589216887950897,1,1,"[(8.6932, 0.7541), (10.6331, 1.0413), (11.9933, -0.0328)]","[(8.6932, 0.7541), (10.6331, 1.0413), (11.9933, -0.0328)]",False,False
test_B_00000459,B,4,9.195703047974671,-2.604456611641476,21.496759658539965,21.496759658539965,0.2153107672929763,0.2153107672929763,-1,-1,"[(8.9992, -2.9399), (11.9989, -2.2216)]","[(8.9992, -2.9399), (11.9989, -2.2216)]",False,False
test_B_00000463,B,4,11.023124781141,4.394906310097259,1081.9507974086807,1081.9507974086807,0.0540347024798393,0.0540347024798393,-1,-1,"[(11.9949, 1.3421), (9.5399, 0.0263), (11.3853, 2.8568)]","[(11.9949, 1.3421), (9.5399, 0.0263), (11.3853, 2.8568)]",False,False
test_B_00000495,B,4,11.51157105773769,1.0715515391484,111.0913308264548,111.0913308264548,0.4040763080120086,0.4040763080120086,0,0,"[(11.5022, 1.3782)]","[(11.5022, 1.3782)]",False,False
test_B_00000511,B,4,8.989884711699396,-2.617445395881856,57.042433219301095,57.042433219301095,0.3963675200939178,0.3963675200939178,0,0,"[(9.0912, -2.5354), (11.9993, -1.1236)]","[(9.0912, -2.5354), (11.9993, -1.1236)]",False,False
test_B_00000519,B,4,8.982853389239558,4.816247513938702,324.750457263542,324.750457263542,0.1300776004791259,0.1300776004791259,-1,-1,"[(11.6367, 0.1277), (8.0129, 0.129), (11.2104, -0.0493)]","[(11.6367, 0.1277), (8.0129, 0.129), (11.2104, -0.0493)]",False,False
test_B_00000523,B,4,10.98563083041926,-1.0937739260894297,453.7069462531464,453.7069462531464,0.112370453774929,0.112370453774929,-1,-1,"[(10.4174, 0.1465), (11.9697, -0.106), (8.985, -0.0973)]","[(10.4174, 0.1465), (11.9697, -0.106), (8.985, -0.0973)]",False,False
test_B_00000547,B,4,8.269125323200672,3.244805999807312,247.8020228292652,0.4530039681121522,0.0195687599480152,0.1719521284103393,-1,0,"[(11.7713, 3.2417), (10.2019, 1.6001), (10.9921, 0.1311)]","[(8.2229, 2.6819), (10.2019, 1.6001), (11.7713, 3.2417)]",True,False
test_B_00000562,B,3,8.973869428286717,3.214900179870368,275.4767633332011,275.4767633332011,0.1137186214327812,0.1137186512351036,0,1,"[(9.0035, 2.942), (11.8316, 3.0524), (8.0655, 3.104)]","[(8.0655, 3.104), (9.0035, 2.942), (11.8316, 3.0524)]",False,False
test_B_00000574,B,3,10.758373878967994,-1.3024722200699976,625.5105443270289,625.5105443270289,0.1571553647518158,0.1571553647518158,0,1,"[(10.6762, -1.4897), (8.8295, -1.3202), (11.9989, -0.4876)]","[(8.8295, -1.3202), (10.6762, -1.4897), (11.9989, -0.4876)]",False,False
test_B_00000587,B,4,10.287481295494924,0.1624430661916323,102.49391636355571,102.49391636355571,0.3905848860740661,0.3905848860740661,-1,-1,"[(11.1115, 0.2087), (10.5297, 2.3769), (8.5588, 0.1486)]","[(10.5297, 2.3769), (11.1115, 0.2087), (8.5588, 0.1486)]",False,False
test_B_00000611,B,4,11.29183258797544,4.160710512405547,84.4617208118175,84.4617208118175,0.0858753770589828,0.0858753770589828,1,1,"[(8.4314, 3.775), (11.3134, 4.6147), (10.9886, 4.531)]","[(8.4314, 3.775), (11.3134, 4.6147), (10.9886, 4.531)]",False,False
test_B_00000619,B,4,9.981079488044502,-0.173498874727783,109.54446460300728,109.54446460300728,0.3932269811630249,0.3932269811630249,1,1,"[(11.9982, -0.6076), (10.0287, -0.096), (8.0007, -0.047)]","[(11.9982, -0.6076), (10.0287, -0.096), (8.0007, -0.047)]",False,False
test_B_00000651,B,4,10.223283598502,-0.973891669999686,123.0536601280817,123.0536601280817,0.148747056722641,0.148747056722641,0,0,"[(10.2041, -1.3431), (8.3495, -0.0142), (11.913, -0.2799)]","[(10.2041, -1.3431), (8.3495, -0.0142), (11.913, -0.2799)]",False,False
test_B_00000662,B,3,9.75906208296846,-2.673998574719685,1.0209870787276245,773.4517343335414,0.3388226330280304,0.3512081503868103,1,0,"[(11.7657, -0.0405), (9.6186, -2.6535), (10.635, 1.0)]","[(9.6186, -2.6535), (8.1303, -3.0459), (11.7657, -0.0405)]",False,True
test_B_00000663,B,4,11.613375988360682,4.293147899727831,599.177340689792,599.177340689792,0.0891291797161102,0.0891291797161102,0,1,"[(11.8101, 3.8852), (8.3336, 4.4296)]","[(8.3336, 4.4296), (11.8101, 3.8852)]",False,False
test_B_00000679,B,4,8.178411627826874,1.031931433880791,498.2821429587661,498.2821429587661,0.0557310469448566,0.0557310469448566,0,0,"[(8.2145, 1.0054), (11.6249, -3.5519), (10.3074, -2.0142)]","[(8.2145, 1.0054), (11.6249, -3.5519), (10.3074, -2.0142)]",False,False
test_B_00000683,B,4,10.89981763233276,3.5337841539914265,43.40831704102611,682.6298520615062,0.120077908039093,0.027839733287692,-1,1,"[(11.6634, 0.1945), (10.6356, 3.5268), (8.8424, 3.0426)]","[(8.8424, 3.0426), (10.8271, 3.0973), (11.6634, 0.1945)]",False,False
test_B_00000705,B,2,10.971232117517856,-1.8554601163037656,751.6950701870121,751.6950701870121,0.243865892291069,0.243865892291069,2,0,"[(11.4235, -1.1561), (9.3527, -1.5137), (11.0527, -1.8535)]","[(11.0527, -1.8535), (9.3527, -1.5137), (11.4235, -1.1561)]",False,False
test_B_00000711,B,4,11.294433122069377,-1.422300386422788,6.210535429183315,6.210535429183315,0.3006459772586822,0.3006459772586822,0,0,"[(11.3626, -1.2425), (8.694, 0.1945), (9.5238, -0.3114)]","[(11.3626, -1.2425), (8.694, 0.1945), (9.5238, -0.3114)]",False,False
test_B_00000727,B,4,8.659053017254438,4.157417017409058,666.4239913590686,5.2371795751855705,0.1658630073070526,0.2678254544734955,-1,0,"[(11.7703, 0.0601), (11.379, -0.0547), (10.6792, -0.0111)]","[(8.6246, 4.2175), (11.7703, 0.0601), (11.379, -0.0547)]",False,False
test_B_00000730,B,3,11.808644974260815,1.053340304329983,53.85348267003548,53.85348267003548,0.3045895397663116,0.3045895397663116,2,1,"[(9.9016, 0.7366), (8.0655, 1.0952), (11.785, 1.1027)]","[(8.0655, 1.0952), (11.785, 1.1027), (9.9016, 0.7366)]",False,False
test_B_00000747,B,4,10.204211181974523,1.3761503114208995,71.28053478109183,71.28053478109183,0.373333215713501,0.3733331561088562,0,0,"[(10.2041, 1.2459), (8.0007, 1.0797), (11.9993, 1.2993)]","[(10.2041, 1.2459), (8.0007, 1.0797), (11.9993, 1.2993)]",False,False
test_B_00000761,B,2,11.172958731312631,-3.874064114085689,334.318448851169,334.318448851169,0.1818860471248626,0.1818860471248626,1,0,"[(11.6701, -4.2087), (11.2328, -3.9703), (9.4347, -3.798)]","[(11.2328, -3.9703), (9.4347, -3.798), (11.6701, -4.2087)]",False,False
test_B_00000763,B,4,11.09466932793757,3.285198741144665,665.0565347870142,665.0565347870142,0.246162474155426,0.246162474155426,-1,-1,"[(10.8722, 2.7332), (8.1309, 2.4819), (11.9912, 0.1422)]","[(8.1309, 2.4819), (10.8722, 2.7332), (11.9912, 0.1422)]",False,False
test_B_00000767,B,4,10.785610380665425,-2.0952345521887428,167.9521132605998,167.9521132605998,0.1623656004667282,0.1623656004667282,0,0,"[(10.7287, -1.9234), (8.1326, -2.1125), (8.5473, -1.7224)]","[(10.7287, -1.9234), (8.1326, -2.1125), (8.5473, -1.7224)]",False,False
test_B_00000782,B,3,10.422816120019732,-2.4886730899016785,539.4432941185884,539.4432941185884,0.3839428722858429,0.3839428722858429,-1,-1,"[(10.2032, -2.3934), (8.1959, -2.3661), (11.9993, -2.8545)]","[(10.2032, -2.3934), (8.1959, -2.3661), (11.9993, -2.8545)]",False,False
test_B_00000787,B,4,8.175024747384597,2.556155954751356,65.39433845683102,65.39433845683102,0.4886346459388733,0.4886346459388733,0,0,"[(8.0639, 2.7541), (11.9993, -0.2918), (10.4071, -0.0196)]","[(8.0639, 2.7541), (11.9993, -0.2918), (10.4071, -0.0196)]",False,False
test_B_00000803,B,4,9.67168452191089,1.9438995316619128,74.93203142814632,74.93203142814632,0.282179057598114,0.282179057598114,0,0,"[(9.7079, 1.491), (11.4956, -0.235), (11.7649, 0.0918)]","[(9.7079, 1.491), (11.4956, -0.235), (11.7649, 0.0918)]",False,False
test_B_00000815,B,4,8.54117136516724,1.7442772398562116,44.48283993067349,44.48283993067349,0.2699405252933502,0.2699405252933502,0,0,"[(8.5473, 1.0939), (11.2194, 1.3728), (10.5341, 1.7059)]","[(8.5473, 1.0939), (10.986, 1.4231), (11.2194, 1.3728)]",False,False
test_B_00000846,B,3,10.520178550361104,4.366356911942425,136.16405353366883,136.16405353366883,0.5230937004089355,0.5230937004089355,0,0,"[(10.5667, 4.1081), (10.989, 4.708), (8.5473, 2.3411)]","[(10.5667, 4.1081), (10.989, 4.708), (8.5473, 2.3411)]",False,False
test_B_00000858,B,3,11.366004363855478,1.3010438077660726,202.70858992103865,202.70858992103865,0.2401360124349594,0.2401360124349594,0,0,"[(11.5407, 1.4241), (9.7112, 1.3135), (8.0007, 1.2601)]","[(11.5407, 1.4241), (9.7112, 1.3135), (8.0007, 1.2601)]",False,False
test_B_00000871,B,4,11.195048569637049,1.072450036683657,1018.7658441000261,1018.7658441000261,0.4536378979682922,0.4536378979682922,0,0,"[(11.1708, 0.4523), (8.3137, 0.8067)]","[(11.1708, 0.4523), (8.3137, 0.8067)]",False,False
