pair_id,set,severity,architecture,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,zncc,peak_ratio,pose_peak,n_hyp,secs,net_score
test_A_00000029,A,2,dram_dense,1,218.21222580863844,861.3745428387193,9.53973899009468,1.3088350504461932,219.1914921104908,861.229771733284,9.523241559698878,1.360070189012983,0.822462797164917,0.822462797164917,0.0355292498050948,0.822462260723114,3,14.749453591997735,0.8986331224441528
test_A_00000030,A,3,finfet_28nm,1,714.6647188024422,721.1709067351237,9.3069130778194,-3.312436077828273,714.2804843187332,721.1770903021097,9.30385363694067,-3.526682210841535,0.7615895867347717,0.8400631546974182,0.0593392318815955,0.8400624990463257,3,19.1545942690027,0.7615895867347717
test_A_00000031,A,4,finfet_10nm,1,653.2552754196741,262.70768371970496,9.888273145182742,-0.088255504522138,653.1822797060013,262.75052386522293,9.906673770316456,-0.1340406709763618,0.6504450440406799,0.89632248878479,0.0875538090769278,0.9053809642791748,3,16.202839501998824,0.6504450440406799
test_A_00000032,A,1,dram_compact,1,895.34671546911,613.5362596913219,9.477744755882997,-4.489286255264925,894.9728495348245,613.5351967513561,9.44025417605686,-4.57852539131892,0.4907193481922149,0.9484161138534546,0.4362392397482565,0.9584872722625732,3,17.24236263900093,0.4907193481922149
test_A_00000033,A,2,finfet_7nm,1,185.04068873434773,914.7170358516722,9.582058582689609,-4.200814325540076,185.59829179942608,914.7264461964368,9.5011689501581,-4.435081646657132,0.8026062846183777,0.8026062846183777,0.2250527599808722,0.8026054501533508,3,14.731024752996746,0.8867267370223999
test_A_00000034,A,3,finfet_7nm,1,124.57693675085346,469.2817428373829,10.064514699210084,2.112539741943684,124.41796930879354,469.2912886440754,10.104365240507112,1.954589362661956,0.8449727296829224,0.8449727296829224,0.0279765483808672,0.8449707627296448,3,16.66055751100066,0.9265645742416382
test_A_00000035,A,4,finfet_45nm,1,372.94013575493113,187.31056657966064,8.647673314988971,-2.846525497593957,373.0350287742913,187.1549268811941,8.62266983546858,-2.774700895642636,0.7268468141555786,0.7268468141555786,0.0254247996638891,0.7268471717834473,3,8.08506510299776,0.8250393271446228
test_A_00000024,A,1,finfet_45nm,1,386.13896231114506,478.8901181716259,11.342611375635292,1.363748849241918,385.5909849852324,478.86122047901154,11.36606360251862,1.5416407864998738,0.5947504639625549,0.678119957447052,0.5602424852356479,0.7121462821960449,3,19.263720312999794,0.5947504639625549
test_A_00000025,A,2,finfet_10nm,1,743.4740905611797,663.7328264229709,11.22409316854937,-0.7693024937758199,743.089874483645,663.8051034063101,11.231920824192724,-0.9125029246915104,0.8391608595848083,0.8748422861099243,0.0427976711481383,0.8748422265052795,3,20.64155516200117,0.8391608595848083
test_A_00000026,A,3,finfet_22nm,1,63.26554000182136,409.6490009920575,10.058180132361365,0.1736430972398981,63.39352223277092,409.7401684522629,10.099583588920044,0.1732862203565788,0.8334391117095947,0.8989574909210205,0.0690447874200767,0.8989563584327698,3,19.480329155998334,0.8334391117095947
test_A_00000027,A,4,finfet_22nm,1,618.9215303664964,686.9478480100653,11.843835896101451,0.6233148599517158,619.0396267399192,686.9446437172592,11.825178222187889,0.3998418344947144,0.8830657601356506,0.8830657601356506,0.0144108818315116,0.8830640316009521,3,19.46492871499868,0.9044279456138612
test_A_00000044,A,1,dram_legacy,1,625.8043969768437,236.38101209829767,10.855419988874363,-3.9433669082750935,625.6458329856396,236.43996975198388,10.83385846116252,-3.854802173005356,0.7254412770271301,0.8838369846343994,0.0534295934519141,0.8838368654251099,3,13.048195962997852,0.7254412770271301
test_A_00000045,A,2,finfet_7nm,1,600.0022067570972,474.8285662896759,11.120738943884303,1.5748584775242254,599.9725670218468,474.7609708607197,11.110123116008216,1.4706377898301226,0.756507158279419,0.7717764377593994,0.0546666380792941,0.8580610156059265,3,18.596439364002435,0.756507158279419
test_A_00000046,A,3,finfet_28nm,1,938.3127961623416,215.645998619904,10.874431256643062,0.4121389983923116,938.650038421154,215.72860783338547,11.014876772764673,0.3051098505023412,0.5585334897041321,0.8326866030693054,0.0787808235448668,0.8527173399925232,3,19.8792972759984,0.5585334897041321
test_A_00000047,A,4,dram_loose,1,674.2452320607845,213.2829077129919,9.189391344405465,-0.3233744152595292,673.6143876761198,213.31859958171844,9.212104152981322,-0.5686824351719805,0.8613911867141724,0.8877850770950317,0.042672300634124,0.8877863883972168,3,16.97529805499653,0.8613911867141724
test_A_00000036,A,1,finfet_14nm,1,118.4512145543934,566.7228653288133,9.140199144357982,-2.1111951605859414,118.92894110828638,566.8518051356077,9.187294469860367,-2.097837604007515,0.5861014723777771,0.7141613364219666,0.0518114564700572,0.7141619920730591,3,17.268770007001876,0.5861014723777771
test_A_00000037,A,2,dram_wide,1,934.338247715806,645.2044365746399,11.519837279931943,-3.9622378705877415,934.2249668091536,645.1937171220779,11.454176786365544,-4.064961460162867,0.7536539435386658,0.8646401762962341,0.0593065089449997,0.8639930486679077,3,22.472324704998755,0.7536539435386658
test_A_00000038,A,3,finfet_28nm,1,674.1735179339602,676.7785136662528,9.814587783626758,-2.8305733501431787,674.661273509264,676.7700716853142,9.817529874491408,-2.9601075268239256,0.8029183745384216,0.8465802073478699,0.0170238344455592,0.8814355731010437,3,12.422357253999508,0.8029183745384216
test_A_00000039,A,4,finfet_10nm,1,908.1111776525807,680.3799397372003,10.958064310063424,0.7286762563667626,908.0561123713852,680.7060600817204,10.748196807103817,1.0277116485041922,0.7825725078582764,0.7825725078582764,0.0330774499287797,0.7825731039047241,3,19.89880538000216,0.7997892498970032
test_A_00000040,A,1,dram_wide,1,818.3302220126327,514.6235956191861,10.498161100406463,2.618713993363292,818.2710167914629,514.6238222122192,10.49775185095013,2.4474090988161867,0.8880161046981812,0.9309539794921876,0.1083977226337418,0.9309545755386353,3,18.38341377799952,0.8880161046981812
test_A_00000041,A,2,finfet_28nm,1,187.4956348889272,82.41300468420735,9.151915024107868,4.92763146594347,187.9048352241516,82.3909096494317,9.18168120041642,4.901236478996999,0.7570921182632446,0.7570921182632446,0.0113330294618622,0.7902324795722961,3,18.458736961001705,0.8950935006141663
test_A_00000042,A,3,finfet_14nm,1,632.1161351512972,540.4620251603701,9.12522406939533,-0.3928038438984593,631.8148534297943,540.4733943641186,9.12383097286206,-0.4579451308314405,0.8355491757392883,0.9015886187553406,0.0116455596546743,0.9015891551971436,3,20.3372014710003,0.8355491757392883
test_A_00000043,A,4,dram_loose,1,623.8217250735165,879.7434664135494,11.689331396925663,-1.3286562467159555,623.0466721951962,879.76025621593,11.780685322891468,-1.1963825456580586,0.5247398614883423,0.9445244073867798,0.1639255241618442,0.9445240497589112,3,22.920172936002928,0.5247398614883423
test_A_00000052,A,1,dram_compact,1,671.5137335424411,49.18898996576229,11.867023188658305,-2.318236092228348,671.6845468580723,49.30924992263317,11.911364356979464,-1.975442847340007,0.8263576626777649,0.8729148507118225,0.0166621581312034,0.8729149103164673,3,19.806793903000653,0.8263576626777649
test_A_00000053,A,2,finfet_10nm,1,475.9695846536257,727.7752831366624,8.29303208641239,1.508089757723031,861.649845674634,710.2528579086065,9.86016021265497,1.303502395656656,0.1376248002052307,0.8811132907867432,0.7836530694974926,0.8852892518043518,3,12.89060765600152,0.1376248002052307
test_A_00000054,A,3,finfet_10nm,1,582.2200135519029,520.6486517155284,9.536000871904458,3.488799802832072,754.2129080280835,14.802498432871612,11.556714638744026,3.4008885791845422,0.0,0.0,1.0,0.724804699420929,3,21.553209506000712,0.0341987013816833
test_A_00000055,A,4,finfet_45nm,1,302.91164133195605,613.5521744721157,8.279711709793311,-1.2162075008288469,303.21002075076103,613.382126301527,8.3538655352979,-0.9879773408334032,0.7896997928619385,0.7896997928619385,0.3143610680690873,0.7896975874900818,3,11.497552450000512,0.8966972231864929
test_A_00000048,A,1,finfet_7nm,1,148.03295846511477,477.2148314489386,11.64859141075558,3.699140777392081,147.67350824177265,477.2074500322342,11.659087853923255,3.725135169843021,0.691419243812561,0.7871869206428528,0.0689043145354906,0.7871866822242737,3,22.31391948399687,0.691419243812561
test_A_00000049,A,2,dram_wide,1,900.2936905096058,152.96747395806705,9.151458761274036,-4.57642939249809,899.9465925171971,152.97239472717047,9.19977001028966,-4.575601012845292,0.7464982271194458,0.7916339635848999,0.035875426735138,0.791632890701294,3,17.349596287996974,0.7464982271194458
test_A_00000050,A,3,dram_legacy,1,96.37455392996918,888.3259920373237,9.176720887471356,2.583661161197231,96.00374695542268,888.2944249808788,9.127916392638737,2.621365319004851,0.8207976818084717,0.8207976818084717,0.0104739577979055,0.8207967281341553,3,16.335953546000383,0.8691197037696838
test_A_00000051,A,4,dram_dense,1,465.9903039166693,544.8382987750133,9.907920159565094,2.9536847496082883,466.8294371217489,544.8984186127782,9.899587213750875,3.081222697674433,0.8533644676208496,0.8533644676208496,0.1857207965527008,0.8533647656440735,3,15.631564810999407,0.8571396470069885
test_A_00000056,A,1,finfet_22nm,1,419.4420900196717,617.5865007767903,10.467331619350457,-3.678220874911605,419.9829934295267,617.3369405269623,10.485291769588883,-3.365588353174953,0.7928939461708069,0.7928939461708069,0.0115262520545092,0.7928935885429382,3,18.23677778700221,0.870783805847168
test_A_00000057,A,2,dram_loose,1,500.6150701046317,520.9139881411014,11.60120498110784,1.393962203929151,500.8143659979105,520.9406389780343,11.628466108948016,1.6676529975093235,0.8479138612747192,0.8479138612747192,0.0518718125027728,0.8479152917861938,3,22.481634964999103,0.9081885814666748
test_A_00000058,A,3,dram_dense,1,161.09927555749385,468.1991507406543,8.570016775839731,0.2065735501633456,161.28055584430695,468.21930553019047,8.58067337706881,0.1279733346766489,0.7284913063049316,0.8753117918968201,0.0581293922642802,0.8753116726875305,3,13.893664437000552,0.7284913063049316
test_A_00000059,A,4,finfet_7nm,1,594.8873592422885,866.3705550579161,11.72187361395473,-2.0005827909043417,595.24081158638,866.4020678550005,11.636507466713658,-1.8286864413287351,0.6704748272895813,0.6704748272895813,0.0971424049071581,0.7273947596549988,3,17.260303617997124,0.7212281823158264
test_A_00000064,A,1,dram_wide,1,535.0766393815024,409.1594055669783,10.62623923763071,-0.1119747987723496,536.4410225301981,409.1600964069367,10.64192116729747,-0.0950971908320013,0.7398160099983215,0.8830145597457886,0.0850638991792896,0.8830136656761169,3,18.7293181640016,0.7398160099983215
test_A_00000065,A,2,dram_wide,1,269.28777729724226,273.3347119226137,11.039000680517525,0.67029642882998,268.48970060329884,273.29176864027977,10.967057343412538,0.8541695109842132,0.8774393796920776,0.8774393796920776,0.0150746887484317,0.8774393200874329,3,19.71413931600182,0.8996090888977051
test_A_00000066,A,3,dram_dense,1,153.43625472276466,921.8957223332352,10.59800779518014,-2.8203129961417583,153.94105024263263,921.9328469634056,10.47493367224918,-2.616456740827795,0.539975643157959,0.8559154868125916,0.0741457758600896,0.8559170961380005,3,15.068028707999474,0.539975643157959
test_A_00000067,A,4,dram_dense,1,816.3377025788279,423.1176150249509,10.22035313737257,-4.41292745941263,816.2913001775742,423.0989353805781,10.17138399434024,-4.413008990009253,0.8295170664787292,0.8295170664787292,0.0860834451889566,0.8295174837112427,3,17.15696207200017,0.8890068531036377
test_A_00000068,A,1,dram_1x,1,736.7310135071865,401.7987568734312,10.121178819317276,3.257603514503348,737.0117954313755,401.8158767223358,10.13387310064758,3.289883819662488,0.4395273625850677,0.9138630628585817,0.036880807149888,0.9138630032539368,3,12.847575801999485,0.4395273625850677
test_A_00000069,A,2,dram_loose,1,568.285546749259,812.9626133062793,10.063384532250328,0.153875378194753,568.4720134790987,812.9354679882526,10.10353828742059,0.1283270034981633,0.712420642375946,0.912809669971466,0.0486047194567466,0.9322632551193236,3,18.040724811999095,0.712420642375946
test_A_00000070,A,3,finfet_14nm,1,911.212306614395,131.52968134200972,9.249179248122356,-2.1401118412660844,911.0767338126898,131.50616478919983,9.224376714226054,-2.1594490650099543,0.8674893975257874,0.9169729351997375,0.034918654898081,0.9169729351997375,3,17.188320474000648,0.8674893975257874
test_A_00000071,A,4,finfet_7nm,1,940.521936263396,791.1137856433025,9.180419717425249,-4.152531192306195,940.1393739879132,791.0444214232266,9.267875749479728,-4.425957566171334,0.3651409447193146,0.8023374676704407,0.1191679065224508,0.8023374080657959,3,16.4028463930008,0.3651409447193146
test_A_00000060,A,1,finfet_10nm,1,720.7693030570106,179.7987646919522,10.88653950718082,1.5199883842690074,720.8194597065449,179.93837199360132,10.816291141427802,1.810121949346568,0.8376469612121582,0.894339919090271,0.1876726274611154,0.8943377733230591,3,19.024127442000463,0.8376469612121582
test_A_00000061,A,2,dram_loose,1,130.25592317208606,390.927588894736,10.763630541375983,0.049278601141224,130.77482043206692,390.9461878091097,10.870988333921035,0.0399298109870173,0.8861015439033508,0.8861015439033508,0.008198674290484,0.8861030340194702,3,19.66104403099962,0.9080830812454224
test_A_00000062,A,3,dram_wide,1,800.3872058699709,546.1940249685573,11.254303534737684,1.2796951449637586,800.7089367359877,546.3245773017406,11.25522057032995,1.3930440845157444,0.820099949836731,0.820099949836731,0.0198817425143663,0.8200981020927429,3,19.36496258600164,0.8501522541046143
test_A_00000063,A,4,finfet_22nm,1,725.1439081185019,109.28689222576428,11.87149781227928,0.4495204305754416,725.3352364301682,109.42708245664836,11.868265854236713,0.4496865534939575,0.5615500807762146,0.8883166909217834,0.0479535014048564,0.8883156180381775,3,22.90867294599957,0.5615500807762146
test_A_00000076,A,1,dram_dense,1,500.420514358451,420.0796097109725,9.611028879134343,1.0652402948862676,500.1204106658697,420.0288689155132,9.675050454269153,0.5498389499901858,0.8337041139602661,0.914030373096466,0.0296707452130993,0.9140286445617676,3,17.999657481999748,0.8337041139602661
test_A_00000077,A,2,finfet_45nm,1,790.9444913075706,410.9304773198611,8.80739773761577,1.4939783774805573,791.8122549057007,410.91098073124886,8.83791316141388,1.383799176335605,0.8479602336883545,0.8479602336883545,0.0157913071205816,0.8888863325119019,3,17.64747935199921,0.8736473321914673
test_A_00000078,A,3,finfet_14nm,1,536.5569521047094,396.9331928641315,11.524642424446036,-1.4650943711784392,536.2279641628265,397.0762570500374,11.50506836449668,-1.2499913464864143,0.6701623201370239,0.7770259976387024,0.0895545658639895,0.8251684308052063,3,16.102109113999177,0.6701623201370239
test_A_00000079,A,4,finfet_45nm,1,387.7247696988219,96.66866845395458,9.730353901738916,2.694726543584153,387.6877125054598,96.56887648999692,9.710798807690352,2.7088365945205117,0.8257567882537842,0.8257567882537842,0.0391412898089785,0.8257576823234558,3,14.859697010000671,0.8819217085838318
test_A_00000072,A,1,dram_wide,1,214.01374028307288,599.3501022840034,10.647955369698918,3.2112052792068955,214.0831626728177,599.3437459468842,10.628862663653209,2.956027113984241,0.8312206864356995,0.8312206864356995,0.0199022868313552,0.831218421459198,3,18.46203470099863,0.8451151847839355
test_A_00000073,A,2,finfet_10nm,1,207.774674372155,444.515002134253,11.847028069560906,-4.116490879238741,207.39303728193045,444.5177671536803,11.90650027608082,-4.273841161503378,0.7898549437522888,0.7898549437522888,0.0406470972254863,0.7898542881011963,3,22.370983298998908,0.8595121502876282
test_A_00000074,A,3,finfet_45nm,1,669.0190412159621,257.02210534592393,10.18342131608282,3.213994108082524,669.4707809984684,257.06660109758377,10.19874452828253,3.191850712338745,0.8738220930099487,0.8811134696006775,0.0105190054662584,0.8811137676239014,3,17.159193935000076,0.8738220930099487
test_A_00000075,A,4,finfet_22nm,1,860.9078863795041,818.440229828103,10.24658697003468,3.4819907588537085,860.9420227110386,818.4544255211949,10.215473884250406,3.460211047491097,0.6381341814994812,0.9408013224601746,0.2018148506717889,0.9579051733016968,3,17.29031925000163,0.6381341814994812
test_A_00000080,A,1,dram_dense,1,61.647332962504265,543.9219263815562,10.112682066331008,1.8448578241976268,61.67696335911751,543.9509196765721,10.104283986338675,1.7356596638401611,0.6327007412910461,0.9528430700302124,0.0425284753861932,0.9528430104255676,3,16.65732491200106,0.6327007412910461
test_A_00000081,A,2,finfet_7nm,1,71.17525326300631,736.6243419483297,10.452635125721145,2.3512841675365648,71.79445308446884,736.6321801543236,10.437016670559952,2.102173934010599,0.7576773166656494,0.7861313819885254,0.2040174198353707,0.7861329317092896,3,18.196170015999087,0.7576773166656494
test_A_00000082,A,3,dram_1x,1,929.6329784339864,619.2080126569779,11.21953239153825,-4.58625873719426,929.097017608583,619.2219072282314,11.24067532169815,-4.657196048246712,0.7453431487083435,0.9055404663085938,0.022475677406797,0.9055410027503968,3,20.654494798000087,0.7453431487083435
test_A_00000083,A,4,dram_loose,1,867.5709849880202,895.9128671145584,8.232715153579408,1.4393060161515177,867.4589162170887,895.941561371088,8.235417393329392,1.4843541174824044,0.8715848922729492,0.8817002177238464,0.0156742532432983,0.8817005157470703,3,15.187058114999672,0.8715848922729492
test_A_00000088,A,1,dram_legacy,1,411.8484581120657,591.9460138996421,9.220752545208562,0.449732105046233,411.7951784133911,591.99644075986,9.260029407210132,0.2682252456832948,0.8071480989456177,0.8803024291992188,0.0261005072997492,0.8803026080131531,3,11.131535311000334,0.8071480989456177
test_A_00000089,A,2,dram_wide,1,251.15514037922725,903.5224307467364,9.2096515908158,1.8798471848252296,251.56180296838284,903.5146205257624,9.203019525370904,1.8228146083452503,0.8780746459960938,0.8780746459960938,0.017496869172984,0.8780749440193176,3,11.905363590998604,0.9047565460205078
test_A_00000090,A,3,dram_dense,1,771.1856973736063,315.7892451815426,11.180488170953934,-1.2152998961795358,771.2500351369381,315.80234664678574,11.255349105812552,-1.1570853966921837,0.7705680131912231,0.7705680131912231,0.1883837450103376,0.842136800289154,3,19.830811239997274,0.8504838347434998
test_A_00000091,A,4,finfet_45nm,1,284.4693376849433,358.32715746456137,8.16283580707515,3.1498289964574298,284.816208422184,358.33279399573803,8.171814206032513,3.224885021688678,0.7863681316375732,0.7863681316375732,0.2346557711893763,0.8244332671165466,3,12.977421898998728,0.7875491976737976
test_A_00000084,A,1,dram_wide,1,859.4274247372746,700.0088543488602,8.645154550168607,-2.035577538966631,859.3253826200962,699.878915078938,8.71725505824196,-1.9569761070159544,0.7196012735366821,0.8956584930419922,0.022479876634507,0.8956587910652161,3,15.483406051000202,0.7196012735366821
test_A_00000085,A,2,finfet_10nm,1,832.0918807528875,717.6564098006535,10.38279038783621,-4.964319535760257,832.0279681850225,717.6997649669647,10.356947795738382,-5.0,0.8662328124046326,0.9042889475822448,0.0100628656555178,0.9042887091636658,3,17.37994098499985,0.8662328124046326
test_A_00000086,A,3,dram_compact,1,194.03072166084456,941.4803669351054,10.708128423015143,0.1518448797032334,194.14870697259903,941.4752900786698,10.75344086015726,0.0165056166568524,0.8160335421562195,0.8160335421562195,0.0400404800692258,0.8160335421562195,3,19.092293600999252,0.8362194895744324
test_A_00000087,A,4,finfet_22nm,1,384.0888806625137,671.1626911367034,9.385807313368884,0.8162980240264925,383.5965478643775,671.1935170292854,9.444864810867228,0.6161634858534522,0.8163591027259827,0.8727656006813049,0.0952462896184666,0.8727660775184631,3,14.692225341001176,0.8163591027259827
test_A_00000092,A,1,finfet_14nm,1,862.4288023708274,860.9946828503105,8.881010427444021,2.695017457795013,862.4767539221793,861.1486395895481,8.766029107596907,2.7909621331542027,0.7913239598274231,0.7913239598274231,0.1838145454474367,0.7913248538970947,3,16.148365311000816,0.8232219815254211
test_A_00000093,A,2,dram_dense,1,662.709849465643,505.0990111441486,8.091267268514782,-0.6627661175684647,662.3268619775772,505.0702651143074,8.08827444880606,-0.6670922873534662,0.8786673545837402,0.8786673545837402,0.0101692338330754,0.8786682486534119,3,15.21050221999758,0.956360936164856
test_A_00000094,A,3,dram_dense,1,871.9950714766632,689.570633826582,11.324596848279365,1.2369728284115569,871.5204441212118,689.399783782661,11.502007816158743,1.4997498518456571,0.7294774651527405,0.8958908915519714,0.1001851947783901,0.8958902359008789,3,19.01873500900183,0.7294774651527405
test_A_00000095,A,4,dram_legacy,1,919.426566872312,151.42017097817222,9.44288480171721,3.164784478843613,918.6486640125512,151.4510830529034,9.29968596806545,3.295266894355401,0.8601218461990356,0.8601218461990356,0.032410031052525,0.8601217865943909,3,19.943993922999653,0.963501274585724
test_A_00000096,A,1,dram_wide,1,139.53410314693934,772.9487331485573,10.164081801115907,-2.4691384764647,139.30896228551865,772.8960022777319,10.252620551076028,-2.545977116502958,0.8537419438362122,0.8936447501182556,0.0119253416591422,0.8936442732810974,3,16.834434939999483,0.8537419438362122
test_A_00000097,A,2,finfet_28nm,1,588.678626428171,77.04248584965711,9.299791608767384,-1.6892930106936577,589.7073781490326,77.03092887997627,9.25820890085686,-1.7526397770128708,0.7702799439430237,0.7702799439430237,0.0283722857414906,0.7702822685241699,3,17.9468576750005,0.9001689553260803
