pair_id,set,severity,architecture,gt_found,gt_scale,gt_rot,n_cands,cand_secs,c0_scale,c0_rot,c0_peak,c1_scale,c1_rot,c1_peak,rank_tight,rank_basin,rank_loose,best_s_err,best_r_err,best_rank,c2_scale,c2_rot,c2_peak
test_A_00000043,A,4,dram_loose,1,11.689331396925663,-1.3286562467159555,3,1.7387879000161774,11.769413529790384,-1.1999511241709429,0.9445269703865051,9.802759082080986,-1.5082528083284261,0.29219162464141846,0,0,0,0.006850873685194936,0.12870512254501265,0,8.00069407830332,-1.4076374533344547,0.25679081678390503
test_A_00000044,A,1,dram_legacy,1,10.855419988874363,-3.9433669082750935,2,1.2523534999927506,10.752512499370322,-3.983738762488434,0.8839040994644165,8.623774297708,-4.058833710015984,0.8653467297554016,0,0,0,0.009479825710060969,0.04037185421334044,0,,,
test_A_00000045,A,2,finfet_7nm,1,11.120738943884303,1.5748584775242254,2,1.258445399987977,11.127063202082107,1.5178140475191375,0.858096182346344,9.095072752917472,1.3890614233341747,0.8524013757705688,0,0,0,0.0005686904646998965,0.057044430005087854,0,,,
test_A_00000046,A,3,finfet_28nm,1,10.874431256643062,0.4121389983923116,3,1.780410299950745,10.991229588335717,0.22291236000336476,0.8527182340621948,9.145639232082388,0.49174719167157377,0.6584194302558899,-1,0,0,0.0107406381939565,0.18922663838894685,0,9.804053090420627,0.3005664791649142,0.48759856820106506
test_A_00000047,A,4,dram_loose,1,9.189391344405465,-0.3233744152595292,2,1.218503399984911,9.260125514790245,-0.38674663084546074,0.8884626626968384,10.418021769792631,0.05469288332912718,0.6903989315032959,0,0,0,0.007697372734902964,0.06337221558593154,0,,,
test_A_00000048,A,1,finfet_7nm,1,11.64859141075558,3.699140777392081,2,1.237433499947656,11.660347659586384,3.6798222841630914,0.7871691584587097,9.707945130831442,3.22961235832422,0.5415263175964355,0,0,0,0.001009242097713908,0.019318493228989375,0,,,
test_A_00000049,A,2,dram_wide,1,9.151458761274036,-4.57642939249809,3,1.9811493000015616,9.175954681666807,-4.520768632916351,0.7855426073074341,10.20168721853748,-4.326877714157764,0.35061681270599365,0,0,0,0.002676723026544182,0.05566075958173933,0,11.998182879411054,-4.548115074580915,0.27962949872016907
test_A_00000050,A,3,dram_legacy,1,9.176720887471356,2.583661161197231,3,2.082743800012395,9.174797285422448,2.6991891416897995,0.8209049701690674,10.245614794167858,2.6163589891696812,0.6010627150535583,0,0,0,0.00020961758263067623,0.11552798049256863,0,8.130291011669891,2.2546440075000698,0.46331965923309326
test_A_00000051,A,4,dram_dense,1,9.907920159565094,2.9536847496082883,3,2.0818948000087403,9.902155946044276,2.979109177511006,0.8352847099304199,10.44588581479305,2.7182539299806523,0.49323031306266785,0,0,0,0.0005817783579183622,0.025424427902717817,0,8.958462734167297,3.296181273332772,0.3755134344100952
test_A_00000052,A,1,dram_compact,1,11.867023188658305,-2.318236092228348,2,1.068666299979668,11.92096533736295,-1.9803887633280057,0.8729002475738525,9.007095412084071,-2.425178276663021,0.8206074237823486,0,0,0,0.004545550122140179,0.3378473289003421,0,,,
test_A_00000053,A,2,finfet_10nm,1,8.29303208641239,1.508089757723031,3,1.885894599952735,8.26180051437046,1.513428841686996,0.8935915231704712,9.865841385833823,1.3464889508297584,0.8852788209915161,0,0,0,0.003766001592240459,0.005339083963965097,0,11.99930592169668,0.5717161033218366,0.30094632506370544
test_A_00000054,A,3,finfet_10nm,1,9.536000871904458,3.4887998028320717,3,2.0162517999997362,9.524833942294242,3.3506297775166134,0.805602490901947,11.363907584585682,3.571471724176551,0.7249071598052979,0,0,0,0.0011710285852758661,0.1381700253154583,0,8.00069407830332,3.4326691025103044,0.5278258323669434
test_A_00000055,A,4,finfet_45nm,1,8.279711709793311,-1.2162075008288469,3,1.8966839999775402,8.251355103125967,-1.0405020591609884,0.8040205240249634,11.646994335208351,0.06321891584812458,0.387967973947525,0,0,0,0.003424830194728155,0.1757054416678585,0,9.537989559790665,-0.07095412084069397,0.4249173700809479
test_A_00000056,A,1,finfet_22nm,1,10.467331619350457,-3.678220874911605,2,1.4578486999962479,10.398608240002241,-3.72032434332408,0.7927862405776978,8.549470177706876,-3.9507275291747286,0.24496565759181976,0,0,0,0.006565510852944579,0.04210346841247503,0,,,
test_A_00000057,A,2,dram_loose,1,11.60120498110784,1.393962203929151,3,2.01916899997741,11.627641900204287,1.2776052433324923,0.8478932976722717,10.753547706042033,0.022961235832421996,0.5529537200927734,0,0,0,0.0022788080323982644,0.11635696059665879,0,8.437694101250948,2.3725558066773216,0.48628997802734375
test_A_00000058,A,3,dram_dense,1,8.570016775839731,0.2065735501633456,3,1.7273010999779217,8.556565589790946,0.18576030000280394,0.8753116726875305,10.507613015419926,-0.4174430716704523,0.6110985279083252,0,0,0,0.0015695635610313184,0.02081325016054167,0,10.989295787087572,0.05341329751212749,0.6044836044311523
test_A_00000059,A,4,finfet_7nm,1,11.72187361395473,-2.0005827909043417,2,1.0373360000085086,11.610618680211575,-2.5815217216578343,0.726469874382019,8.623774297708,-1.0546928833291274,0.6250137686729431,-1,0,0,0.009491224475471828,0.5809389307534927,0,,,
test_A_00000060,A,1,finfet_10nm,1,10.88653950718082,1.5199883842690074,2,1.3639089000062086,10.860938576665825,1.383396631685033,0.8948687314987183,9.434663998544767,0.2742552441720644,0.5393646955490112,0,0,0,0.0023516132466252526,0.13659175258397438,0,,,
test_A_00000061,A,2,dram_loose,1,10.763630541375983,0.049278601141224,3,1.8848067999933846,10.8144374068788,0.056763296672555044,0.8860764503479004,10.814239699997197,0.08100411832197696,0.8861030340194702,0,0,0,0.004720234990184137,0.007484695531331041,0,9.966654447709406,-0.03587247418356099,0.5655310750007629
test_A_00000062,A,3,dram_wide,1,11.254303534737684,1.2796951449637586,3,1.8080972000025213,9.92298567374695,1.0317316474967053,0.8242100477218628,11.235291572496006,0.9398867041670173,0.8201306462287903,1,1,1,0.0016893059781971191,0.33980844079674133,1,8.00069407830332,1.175954681666807,0.5175290107727051
test_A_00000063,A,4,finfet_22nm,1,11.87149781227928,0.4495204305754416,2,1.0291944000055082,11.863389981249826,0.489676778328146,0.8847599625587463,8.697302012705338,0.30495168499705566,0.33002227544784546,0,0,0,0.0006829661393752414,0.04015634775270438,0,,,
test_A_00000064,A,1,dram_wide,1,10.62623923763071,-0.1119747987723496,3,1.8543380000046454,10.646217930204566,-0.039222473343988644,0.8829928040504456,9.85739087062379,-0.10396535415439902,0.5888161659240723,0,0,0,0.0018801282492403835,0.07275232542836096,0,8.025770295525154,-0.12899700333024897,0.3699301779270172
test_A_00000065,A,2,dram_wide,1,11.039000680517525,0.67029642882998,3,2.1213948999647982,10.988519382083789,0.5967477524976865,0.8774445056915283,8.339134737077758,0.9486571158313004,0.5404956340789795,0,0,0,0.004572995318573466,0.07354867633229345,0,9.528899251672133,-0.02424082164942177,0.5094610452651978
test_A_00000066,A,3,dram_dense,1,10.59800779518014,-2.8203129961417583,3,1.482449600007385,10.41614906333081,-2.6197089883301086,0.8559777736663818,9.260125514790245,-2.9540775283351564,0.839648425579071,-1,0,0,0.017159709198556833,0.20060400781164978,0,11.99930592169668,-3.439124721685874,0.23146791756153107
test_A_00000067,A,4,dram_dense,1,10.22035313737257,-4.41292745941263,3,1.3996615000069141,10.201884925419085,-4.538309456244918,0.8294380307197571,11.99930592169668,-4.126682210841535,0.3871045410633087,0,0,0,0.0018070033104778066,0.1253819968322878,0,8.00069407830332,-4.995507830857498,0.4359234869480133
test_A_00000068,A,1,dram_1x,1,10.121178819317276,3.257603514503348,3,1.6701522000366822,8.057059856994966,3.2959368941874865,0.9140412211418152,10.120226591665965,3.3039164783253416,0.9138580560684204,1,1,1,9.408268229522397e-05,0.04631296382199368,1,11.904249695519546,2.1475730333305294,0.2910532057285309
test_A_00000069,A,2,dram_loose,1,10.063384532250328,0.153875378194753,2,1.2004392999806441,10.069918914168978,0.14318782749838768,0.9322399497032166,11.323268913329409,0.08307453166540486,0.903444230556488,0,0,0,0.000649322491623866,0.010687550696365317,0,,,
test_A_00000070,A,3,finfet_14nm,1,9.249179248122356,-2.1401118412660844,2,1.0651853999588639,9.223232256457614,-2.112735765818682,0.9169588685035706,11.99930592169668,-2.1878307133462314,0.47256338596343994,0,0,0,0.0028053290966341664,0.027376075447402393,0,,,
test_A_00000071,A,4,finfet_7nm,1,9.180419717425249,-4.152531192306195,2,1.08863230003044,9.218588248957547,-4.040502059160988,0.8023098707199097,11.150542041250388,-4.128997003330249,0.6530755162239075,0,0,0,0.004157602016806561,0.11202913314520657,0,,,
test_A_00000072,A,1,dram_wide,1,10.647955369698918,3.2112052792068955,2,1.2092793000047095,10.613648782917751,3.1026857683373987,0.8311890959739685,8.0263146396886,1.3529445700053275,0.507420539855957,0,0,0,0.003221894306468789,0.10851951086949674,0,,,
test_A_00000073,A,2,finfet_10nm,1,11.847028069560906,-4.116490879238741,3,2.0849334000376984,11.915448175635987,-4.237103184171503,0.7898542881011963,11.786375654996778,-4.148608240002242,0.7470284700393677,0,0,0,0.005119631202695045,0.032117360763501246,1,9.601589466879364,-1.1313117958189627,0.3991730511188507
test_A_00000074,A,3,finfet_45nm,1,10.18342131608282,3.213994108082524,3,1.7328546999488026,10.208142837713048,3.1661490633308094,0.8810479044914246,11.746452293957967,3.049272470825272,0.470206081867218,0,0,0,0.0024276243575609793,0.04784504475171447,0,8.266543375311334,4.1840853004225895,0.2731730341911316
test_A_00000075,A,4,finfet_22nm,1,10.24658697003468,3.4819907588537085,1,0.564513600023929,10.208980337503155,3.4282838966781632,0.9579074382781982,,,,0,0,0,0.0036701618442807975,0.05370686217554521,0,,,
test_A_00000076,A,1,dram_dense,1,9.611028879134343,1.0652402948862676,3,1.7259043999947608,9.583592135001261,0.8864734066548897,0.9140286445617676,11.9046684454146,0.5835921350012618,0.6983931064605713,0,0,0,0.0028547145657472272,0.17876688823137787,0,8.00069407830332,1.20975674250694,0.5376285314559937
test_A_00000077,A,2,finfet_45nm,1,8.80739773761577,1.4939783774805573,3,1.8214607000118122,8.77786404500042,1.5585604858254118,0.8812742233276367,10.94646451291523,1.4636099224805819,0.8161783814430237,0,0,0,0.0033532824899246442,0.06458210834485456,0,11.99930592169668,1.6612462541628112,0.18200354278087616
test_A_00000078,A,3,finfet_14nm,1,11.524642424446036,-1.4650943711784392,3,1.740622200013604,11.515545927294102,-1.4460690991520155,0.8459322452545166,8.56011329583298,-1.442474720846302,0.8478899598121643,0,0,0,0.0007893084068827966,0.01902527202642368,0,9.715558146251366,-1.4339486883273045,0.3126204013824463
test_A_00000079,A,4,finfet_45nm,1,9.730353901738916,2.694726543584153,3,1.3765477999695577,9.705691433129049,2.48943239918286,0.8257576823234558,9.92208707917052,2.671051872498808,0.7351307272911072,0,0,0,0.0025345911216506944,0.205294144401293,0,11.632224812918032,0.1202265916659657,0.5004276633262634
test_A_00000080,A,1,dram_dense,1,10.112682066331008,1.8448578241976268,3,1.50592060002964,10.10184826854729,1.7069243466823691,0.9528385400772095,11.99930592169668,1.825080525004907,0.43316611647605896,0,0,0,0.0010713080578087124,0.13793347751525764,0,8.13989892312428,2.6217794016735367,0.271930992603302
test_A_00000081,A,2,finfet_7nm,1,10.452635125721145,2.3512841675365648,3,1.6268747000140138,10.41614906333081,2.1323470024906763,0.7845484018325806,9.36229367979179,2.6687370800100942,0.536003828048706,0,0,0,0.0034906090140420414,0.21893716504588845,0,8.031435087174295,3.093915356673116,0.41832441091537476
test_A_00000082,A,3,dram_1x,1,11.21953239153825,-4.58625873719426,3,1.558136600011494,11.236585580835646,-4.599457958749614,0.9055432081222534,10.001035206671713,-3.488397192511146,0.6054356694221497,0,0,0,0.001519955440411908,0.013199221555353802,0,8.70052982229312,-2.0012795858169996,0.40790486335754395
test_A_00000083,A,4,dram_loose,1,8.232715153579408,1.4393060161515177,3,1.2358385000261478,8.184983894999016,1.4349838949990188,0.8817169666290283,10.969684550415579,1.374870599166036,0.8589258790016174,0,0,0,0.005797754166150032,0.004322121152498859,0,11.99930592169668,1.5541752799932702,0.6775574088096619
test_A_00000084,A,1,dram_wide,1,8.645154550168607,-2.035577538966631,3,1.7554040999966674,8.695885814793051,-2.1903898849802315,0.8956719040870667,11.235291572496006,-1.8926846466851732,0.5841363072395325,0,0,0,0.005868173244335416,0.1548123460136006,0,11.836462289480316,-1.7113095525145108,0.5396997332572937
test_A_00000085,A,2,finfet_10nm,1,10.38279038783621,-4.964319535760257,2,1.3306337000103667,10.343717649791508,-4.956214048639936,0.9042613506317139,11.392091526040351,-4.995268653624434,0.5607494711875916,0,0,0,0.003763221309993586,0.008105487120321442,0,,,
test_A_00000086,A,3,dram_compact,1,10.708128423015143,0.1518448797032334,3,1.6376425999915227,10.709300233957405,0.07223370665769377,0.8160036206245422,11.236585580835646,0.0350816466571329,0.5865277647972107,0,0,0,0.0001094319096643864,0.07961117304553963,0,8.025221742926316,0.9574275274955837,0.43904003500938416
test_A_00000087,A,4,finfet_22nm,1,9.385807313368884,0.8162980240264925,2,1.036382699967362,9.433369990205126,0.6086237841771117,0.8749949932098389,11.432273688747092,-0.23710318417150372,0.5178452730178833,0,0,0,0.0050675104706757,0.20767423984938083,0,,,
test_A_00000088,A,1,dram_legacy,1,9.220752545208562,0.449732105046233,1,0.8153004999621771,9.236844382503575,0.4228634841743077,0.8803262114524841,,,,0,0,0,0.0017451761356913414,0.02686862087192532,0,,,
test_A_00000089,A,2,dram_wide,1,9.2096515908158,1.8798471848252296,3,2.0681085999822244,9.173503277082808,1.8075397016763404,0.8780773282051086,8.130869709792071,1.8547417591581845,0.7181040048599243,0,0,0,0.003925046824685609,0.07230748314888924,0,10.204077528335157,2.0121204108247106,0.3920716643333435
test_A_00000090,A,3,dram_dense,1,11.180488170953934,-1.2152998961795358,3,1.6152009000070393,9.964522939579654,-1.221632774186365,0.8717780709266663,11.281929354378311,-1.2391735975149316,0.8421730399131775,1,1,1,0.009073054939400044,0.02387370133539579,1,8.00069407830332,-1.164078649987382,0.28629472851753235
test_A_00000091,A,4,finfet_45nm,1,8.16283580707515,3.1498289964574298,3,1.587208200013265,8.1726657772927,3.0283816483362775,0.8164718747138977,9.804053090420627,3.045922471664844,0.7238181233406067,0,0,0,0.0012042347108134246,0.12144734812115221,0,11.998182879411054,3.0129112383511387,0.09687916934490204
test_A_00000092,A,1,finfet_14nm,1,8.881010427444021,2.695017457795013,2,1.171105399960652,8.799470177706878,2.530969665015562,0.7911075353622437,11.90341219572944,3.9847739691601474,0.4826403558254242,0,0,0,0.009181415831375266,0.16404779277945103,0,,,
test_A_00000093,A,2,dram_dense,1,8.091267268514782,-0.6627661175684647,3,2.0176850000279956,8.063434449948126,-0.6697722866818084,0.8786682486534119,10.936658894579233,-0.12357659082639334,0.5318390727043152,0,0,0,0.003439859003911665,0.00700616911334373,0,9.076176826462943,-0.9594979408390114,0.49888816475868225
test_A_00000094,A,3,dram_dense,1,11.324596848279365,1.2369728284115569,2,1.2329094999586232,11.348620458959507,1.1081061808412547,0.882671594619751,9.198657115831303,1.0250316491758498,0.8226410746574402,0,0,0,0.0021213656434747766,0.1288666475703022,0,,,
