set,drift,err,ex,dev,err_corr
A,0.6457064065213536,0.45403881680224417,0.45037059404916135,0.21125061810016632,0.24595922035336534
A,0.7413732723127997,0.5483406655711157,-0.5476285195314858,-0.34739863872528076,0.20216947168747895
A,0.3143327675006466,0.3900420847580818,-0.38267976781560264,0.1502017378807068,0.5381930158411506
A,0.153818144167381,0.30372599284351653,0.30127364592568284,0.16169524192810059,0.14479571769198987
A,0.3238073231091538,0.11813183496877822,0.11808852796139035,-0.18081101775169373,0.29891665799097017
A,0.6458150714159787,0.8175047481501817,0.8168222595459156,-0.32428571581840515,1.1415966104532966
A,0.7899388917493209,0.9912744009575252,0.9790378819524221,-0.5480244159698486,1.5349361633082537
A,0.5913098979019268,0.39835974200828,-0.39833956526717884,-0.24551688134670258,0.1528752678372671
A,0.7984414408010215,0.06297252709183634,-0.05119196208499943,0.019392475485801697,0.07954297588980666
A,0.2420929798973524,0.4006924903319817,-0.4004493543982335,0.1544753611087799,0.5551001947856108
A,0.4025890908260764,0.557778611177163,0.5576969498444271,-0.18228751420974731,0.740046010909113
A,0.6613842925112722,0.15960195384832737,-0.15931975766460482,0.08933195471763611,0.2488326195668805
A,0.622490514337302,0.18157539773847267,0.0936834921060381,-0.7555540800094604,0.8633640496704325
A,0.7772562867281423,0.49628430378783933,0.47902737311113697,0.4001084864139557,0.1518521539983761
A,0.289472909689545,0.11781564318667091,-0.11734582421684081,0.048078738152980804,0.16575816466649917
A,0.60378060975674,0.48517538383516184,0.484350957994252,0.5955674648284912,0.11475371001434934
A,0.6848818702716933,0.4515805116760788,-0.4503131056857228,-0.9795904159545898,0.5303560469521912
A,0.5604827416560975,0.05816828487522062,-0.058168204658841205,-0.07696105539798737,0.018793099025860807
A,0.7265221474040641,0.40980699641552243,0.4092102593977529,0.6550319194793701,0.24681374856360408
A,0.3716249994412534,0.3020002498191954,-0.3017478894296346,0.12188476324081421,0.4238124426255304
A,0.7193182272757785,0.775445938321708,-0.775252542704493,0.3416675329208374,1.1170543199078307
A,0.7139839570132556,0.17035666690475937,-0.1606510180386067,-0.1475912630558014,0.05816529517048209
A,0.450391325859343,0.06769506905137386,-0.022856816081912257,-0.3583563566207886,0.34149689608291467
A,0.4146076938404862,0.34563107730061543,0.3357924056306274,-0.22363325953483582,0.5653860422424675
A,0.4151581705081957,0.6319105333460645,-0.6312008427921683,0.09261876344680786,0.7244385692300698
A,0.397913180656975,0.3616690308934479,-0.3616124265348333,0.16211861371994019,0.5237701245864856
A,0.5674325138797397,0.3594811637662073,-0.3594722668412942,0.5280026793479919,0.8874785499314135
A,0.7201942579451381,0.37194726284650537,-0.37059280551176244,0.6765719652175903,1.047644880624435
A,0.3524726646204314,0.8486050231640053,0.8463832458492107,-0.25343582034111023,1.1015297839099432
A,0.2482564365511911,0.10374092943334005,0.09816192937023516,0.08343756198883057,0.03665000759602618
A,0.6204916808079792,0.4633503551299306,0.4629244482067634,-0.11641137301921844,0.5796762032437413
A,0.6672279202713124,0.6001260324162229,0.5430425963415928,-0.4420352578163147,1.0176612265850395
A,0.1544519429029349,0.19090085488548733,0.18898637589524014,0.4948548972606659,0.30705510659206564
A,0.680255893557769,0.18239725307219748,0.1812802868130916,0.06248268485069275,0.12049516908682711
A,0.761086904400252,0.3514834865794241,0.35046999588780636,-1.3385673761367798,1.6892479591274188
A,0.2464494861701361,0.14411124869203973,0.07544628936489062,0.1335180699825287,0.1358243024084836
A,0.6709374657130157,0.5192304748678804,0.5188972599808608,-0.07419440150260925,0.5933832138989968
A,0.7575500386515391,0.34715881256432213,0.32168567079486365,-0.12020298838615417,0.46076366768564386
A,0.6392619165287441,0.06702029362447091,0.04205247233744558,-0.35397157073020935,0.3994475585298657
A,0.4891466247932277,1.3623930827394972,1.362393046464149,-0.3038719892501831,1.666265065374249
A,0.3357868161489238,0.8001411828426435,-0.7989914603966213,0.7415787577629089,1.5411668163356624
A,0.668711951896624,0.5065621148635351,0.5052218271885636,-0.5241208076477051,1.0300011366202166
A,0.7641940747946722,0.05012824986461613,-0.04695770792682197,0.605006217956543,0.6521999507467005
A,0.3866633071129512,0.2813222825169472,0.28080614975181106,-0.10780762135982513,0.3889868840972863
A,0.1895512533023829,0.18879757693606047,0.1867790022989766,0.12072592973709106,0.07156212512210833
A,0.2611480577730831,0.13008930529691418,-0.12757965492801304,0.020921096205711365,0.15066231143973338
A,0.4042890162181421,0.3888042778772068,-0.38256094927953654,-0.15477362275123596,0.23812381802093363
A,0.677492338187318,0.07123037517969118,0.07097666281373449,0.008319765329360962,0.06294415371130425
A,0.5138573553296181,0.939831592727808,-0.8262481739407121,0.47967368364334106,1.380590191137367
A,0.5750050029216748,0.4566322886458804,0.4540301598996166,-0.4712095558643341,0.926519396754574
A,0.2301305592303856,0.03722004086220657,0.03439009830958639,0.14941221475601196,0.11589969737603456
A,0.2474343657033131,0.3043630309757746,-0.3001036925812741,-0.0023664385080337524,0.3020299667035007
A,0.5276156131413563,0.862892174122307,0.8626703812340111,1.3674484491348267,0.5051570204765723
A,0.351504492382491,0.40277524664234776,-0.4021756656386515,-0.0031915009021759033,0.3995885346032525
A,0.2307240517933424,0.14354385753945204,-0.07962158545194598,0.05047786235809326,0.17661004639573052
A,0.5854439853979828,0.041708003784911525,0.02992970133698236,0.11328361928462982,0.08827030188474703
A,0.6409675484592835,0.6155625871974306,0.6155359537505092,0.14948996901512146,0.4660811606207899
A,0.3330789752101938,0.5352751113634905,-0.5350257179338769,0.41162779927253723,0.9467944907073611
A,0.6965626586570768,0.11554956015069584,-0.11199486117197921,-0.04877815023064613,0.06931958211305404
A,0.4596481367814689,0.16546992482829742,-0.10476774817698242,0.1988964080810547,0.32956931707990106
A,0.4669207359555151,0.0756164003276134,-0.06242687925316659,0.4867574870586395,0.55083953466188
A,0.3142674342055806,0.11784791994902473,0.11773038268876235,0.004040375351905823,0.11381171730768233
A,0.4052353409669331,0.4940160490059284,-0.49302355636450557,0.11120256781578064,0.6050362292351208
A,0.3953183307861109,0.07306618876546447,-0.052855745737474535,0.2643689513206482,0.32121090658142926
A,0.296487516072324,0.4070405767013595,0.40692357181802663,-0.31071215867996216,0.7177020826691369
A,0.7739421574519239,0.06498727415625942,0.06355846240364826,0.3151314854621887,0.2519377970649854
A,0.5163984338966598,0.3777108090680505,0.3767184038619007,0.3304963707923889,0.053713832665917685
A,0.6728950182740109,0.14615921766833634,0.06634682576384421,-0.011715322732925415,0.15183647337979742
A,0.7599985535225648,0.3842509188283249,-0.3831592388496574,-0.047268033027648926,0.33713597917327953
A,0.4158978378562102,0.5192322920410392,-0.5190196096549471,0.3191523551940918,0.8383036803871947
A,0.5000426769876352,0.7780280714025398,-0.7773921224608102,0.3266836404800415,1.1045236340339921
A,0.4986876029975958,0.15618340982924264,-0.14065968170649512,0.06843988597393036,0.2198425360394514
A,0.7106714243254382,1.0821927791294583,1.0819453198472502,-0.3392863869667053,1.4214200999401554
A,0.2851580649193797,0.07863355795791194,0.05136823369298327,0.14210110902786255,0.10852186724765706
A,0.3626730302913522,0.6056899840999596,0.6047611243008078,-0.37835028767585754,0.9836830728096244
A,0.6813956689932155,0.813466262293849,0.8122641660263525,0.5014423131942749,0.31394985057777114
A,0.601113618919687,0.8634025129982378,0.8461804018299546,-0.21533824503421783,1.0752973842853484
A,0.1617805178669421,0.09564161463152572,0.08836952017009025,-0.21056009829044342,0.30115953105819765
