set,sev,gt_m,gt_r,m,r,conf,m_err,r_err
A,2,11.120738943884303,1.5748584775242254,10.0,0.0,0.0,0.10077917929191552,1.5748584775242254
A,3,10.874431256643062,0.4121389983923116,10.0,0.0,0.0,0.08041167726439781,0.4121389983923116
A,4,9.189391344405465,-0.3233744152595292,10.0,0.0,0.0,0.08821135429040541,0.3233744152595292
A,1,11.64859141075558,3.699140777392081,10.0,0.0,0.0,0.14152710423282375,3.699140777392081
A,2,9.151458761274036,-4.57642939249809,10.0,0.0,0.0,0.09272196497423033,4.57642939249809
A,3,9.176720887471356,2.583661161197231,10.0,0.0,0.0,0.0897138664915304,2.583661161197231
A,4,9.907920159565094,2.9536847496082883,10.0,0.0,0.0,0.009293558986344064,2.9536847496082883
A,1,11.867023188658305,-2.318236092228348,10.0,0.0,0.0,0.15732868799335276,2.318236092228348
A,2,8.29303208641239,1.508089757723031,10.0,0.0,0.0,0.2058315819595548,1.508089757723031
A,3,9.536000871904458,3.4887998028320717,10.0,0.0,0.0,0.04865762223896233,3.4887998028320717
A,4,8.279711709793311,-1.2162075008288469,10.0,0.0,0.0,0.2077715203745461,1.2162075008288469
A,1,10.467331619350457,-3.678220874911605,10.0,0.0,0.0,0.044646681345847795,3.678220874911605
A,2,11.60120498110784,1.393962203929151,10.0,0.0,0.0,0.13802057490711925,1.393962203929151
A,3,8.570016775839731,0.2065735501633456,10.0,0.0,0.0,0.16685885938888986,0.2065735501633456
A,4,11.72187361395473,-2.0005827909043417,10.0,0.0,0.0,0.14689406068197686,2.0005827909043417
A,1,10.88653950718082,1.5199883842690074,10.0,0.0,0.0,0.0814344637794273,1.5199883842690074
A,2,10.763630541375983,0.049278601141224,10.0,0.0,0.0,0.07094544340225593,0.049278601141224
A,3,11.254303534737684,1.2796951449637586,10.0,0.0,0.0,0.11145101346041837,1.2796951449637586
A,4,11.87149781227928,0.4495204305754416,10.0,0.0,0.0,0.15764630898920748,0.4495204305754416
A,1,10.62623923763071,-0.1119747987723496,10.0,0.0,0.0,0.058933289908720314,0.1119747987723496
A,2,11.039000680517525,0.67029642882998,10.0,0.0,0.0,0.09412090012379769,0.67029642882998
A,3,10.59800779518014,-2.8203129961417583,10.0,0.0,0.0,0.05642643473541386,2.8203129961417583
A,4,10.22035313737257,-4.41292745941263,10.0,0.0,0.0,0.02156022736306522,4.41292745941263
A,1,10.121178819317276,3.257603514503348,10.0,0.0,0.0,0.011972796991393333,3.257603514503348
A,2,10.063384532250328,0.153875378194753,10.0,0.0,0.0,0.006298530285432172,0.153875378194753
A,3,9.249179248122356,-2.1401118412660844,10.0,0.0,0.0,0.08117701384477603,2.1401118412660844
A,4,9.180419717425249,-4.152531192306195,10.0,0.0,0.0,0.0892748161632649,4.152531192306195
A,1,10.647955369698918,3.2112052792068955,10.0,0.0,0.0,0.06085256250630207,3.2112052792068955
A,2,11.847028069560906,-4.116490879238741,10.0,0.0,0.0,0.15590644832745498,4.116490879238741
A,3,10.18342131608282,3.213994108082524,10.0,0.0,0.0,0.018011757580248564,3.213994108082524
A,4,10.24658697003468,3.4819907588537085,10.0,0.0,0.0,0.024065278590403277,3.4819907588537085
A,1,9.611028879134343,1.0652402948862676,10.0,0.0,0.0,0.040471329943677276,1.0652402948862676
A,2,8.80739773761577,1.4939783774805573,10.0,0.0,0.0,0.13540915238682946,1.4939783774805573
A,3,11.524642424446036,-1.4650943711784392,10.0,0.0,0.0,0.1322941197040499,1.4650943711784392
A,4,9.730353901738916,2.694726543584153,10.0,0.0,0.0,0.02771184902256185,2.694726543584153
A,1,10.112682066331008,1.8448578241976268,10.0,0.0,0.0,0.011142648962155105,1.8448578241976268
A,2,10.452635125721145,2.3512841675365648,10.0,0.0,0.0,0.04330344647803981,2.3512841675365648
A,3,11.21953239153825,-4.58625873719426,10.0,0.0,0.0,0.10869725662167694,4.58625873719426
A,4,8.232715153579408,1.4393060161515177,10.0,0.0,0.0,0.21466609902714961,1.4393060161515177
A,1,8.645154550168607,-2.035577538966631,10.0,0.0,0.0,0.15671731973894776,2.035577538966631
A,2,10.38279038783621,-4.964319535760257,10.0,0.0,0.0,0.036867775765237566,4.964319535760257
A,3,10.708128423015143,0.1518448797032334,10.0,0.0,0.0,0.06612998976489225,0.1518448797032334
A,4,9.385807313368884,0.8162980240264925,10.0,0.0,0.0,0.06543845043103287,0.8162980240264925
A,1,9.220752545208562,0.449732105046233,10.0,0.0,0.0,0.08451017972457826,0.449732105046233
A,2,9.2096515908158,1.8798471848252296,10.0,0.0,0.0,0.08581740594534144,1.8798471848252296
A,3,11.180488170953934,-1.2152998961795358,10.0,0.0,0.0,0.10558467151915187,1.2152998961795358
A,4,8.16283580707515,3.1498289964574298,10.0,0.0,0.0,0.22506445509200199,3.1498289964574298
A,1,8.881010427444021,2.695017457795013,10.0,0.0,0.0,0.12599800233294253,2.695017457795013
A,2,8.091267268514782,-0.6627661175684647,10.0,0.0,0.0,0.23590034393161027,0.6627661175684647
A,3,11.324596848279365,1.2369728284115569,10.0,0.0,0.0,0.11696635792210308,1.2369728284115569
A,4,9.44288480171721,3.164784478843613,10.0,0.0,0.0,0.05899841097092257,3.164784478843613
A,1,10.164081801115907,-2.4691384764647,10.0,0.0,0.0,0.016143297970889304,2.4691384764647
A,2,9.299791608767384,-1.6892930106936577,10.0,0.0,0.0,0.07529291200165111,1.6892930106936577
A,3,11.653158015386005,-4.535151265115308,10.0,0.0,0.0,0.14186352001777475,4.535151265115308
A,4,11.81527421019326,-1.8019757431878836,10.0,0.0,0.0,0.15363792476582466,1.8019757431878836
A,1,9.751302530954154,-0.7037500380224166,10.0,0.0,0.0,0.025504025565445242,0.7037500380224166
A,2,11.50529157231598,1.5835200047306817,10.0,0.0,0.0,0.1308347174736545,1.5835200047306817
A,3,9.251718864385502,0.1525084593711243,10.0,0.0,0.0,0.08088022848327207,0.1525084593711243
A,4,11.827723314935572,3.1446483500387945,10.0,0.0,0.0,0.15452875133015637,3.1446483500387945
A,1,8.428929110542539,1.242740682155004,10.0,0.0,0.0,0.18639033130465338,1.242740682155004
A,2,9.868816944664651,-1.2641498512365548,10.0,0.0,0.0,0.013292683010628735,1.2641498512365548
A,3,8.008289306293912,-4.448736980989513,10.0,0.0,0.0,0.2487061365453859,4.448736980989513
A,4,11.39449279781616,-1.806464952104169,10.0,0.0,0.0,0.12238305140562505,1.806464952104169
A,1,10.794711660159985,4.229111828933995,10.0,0.0,0.0,0.07362046205393565,4.229111828933995
A,2,9.542224580572334,-1.5929384837579788,10.0,0.0,0.0,0.04797365808803976,1.5929384837579788
A,3,11.561312833184388,-4.801739911590063,10.0,0.0,0.0,0.1350463269796626,4.801739911590063
A,4,9.07156562935925,-2.8470379937595824,10.0,0.0,0.0,0.10234554966299982,2.8470379937595824
A,1,8.738793276605636,-4.490286765469004,10.0,0.0,0.0,0.14432275526767563,4.490286765469004
A,2,10.891558254983671,-1.6216921064258782,10.0,0.0,0.0,0.08185773184252303,1.6216921064258782
A,3,8.744359387002552,2.857277589408308,10.0,0.0,0.0,0.14359435121843322,2.857277589408308
A,4,10.549877280056506,4.694612412444515,10.0,0.0,0.0,0.05212167549057605,4.694612412444515
A,1,11.31767095428691,-0.8111350401513215,10.0,0.0,0.0,0.1164259819541584,0.8111350401513215
A,2,8.334039204716643,-2.158506167232118,10.0,0.0,0.0,0.19989836312991044,2.158506167232118
A,3,10.919446564987991,3.8381970649632695,10.0,0.0,0.0,0.08420267085111217,3.8381970649632695
A,4,9.573305862595378,-3.642816425004818,10.0,0.0,0.0,0.04457124252885231,3.642816425004818
B,1,11.400707230344931,-0.3128462573571777,10.0,0.0,0.0,0.12286143324658926,0.3128462573571777
B,2,8.649265988954085,3.0877268815054872,10.0,0.0,0.0,0.15616747279722096,3.0877268815054872
B,3,9.787781441802824,-3.420362364458428,10.0,0.0,0.0,0.021681987839533,3.420362364458428
B,4,8.160576025450855,-3.211949705186284,10.0,0.0,0.0,0.22540369317220119,3.211949705186284
B,1,8.031226467054937,0.6879123451741451,10.0,0.0,0.0,0.24513983524449348,0.6879123451741451
B,2,9.696137512032337,-2.022402186298997,10.0,0.0,0.0,0.03133850851337326,2.022402186298997
B,3,9.647219162179084,3.329438599259225,9.125,0.0,0.2,0.05413157443612247,3.329438599259225
B,4,8.832403755195374,-4.135423729893577,10.0,0.0,0.0,0.1321946184941812,4.135423729893577
B,1,10.472799235539178,-1.4944135534588532,10.0,0.0,0.0,0.0451454501232818,1.4944135534588532
B,2,9.87215198032337,0.8562731538895187,10.0,0.0,0.0,0.012950369882012546,0.8562731538895187
B,3,9.913353708710648,3.3182691695614395,10.0,0.0,0.0,0.008740361116462286,3.3182691695614395
B,4,10.927198529885708,-3.1194280909594863,10.0,0.0,0.0,0.08485235509813745,3.1194280909594863
B,1,10.778297462356596,0.0378675029642145,10.0,0.0,0.0,0.07220968479250219,0.0378675029642145
B,2,11.276481277706123,-3.990135605919511,10.0,0.0,0.0,0.113198545385763,3.990135605919511
B,3,11.24684079212374,-1.1168732579104017,10.0,0.0,0.0,0.11086142456972567,1.1168732579104017
B,4,8.830202110623947,4.875314999995252,10.0,0.0,0.0,0.13247690989639127,4.875314999995252
B,1,8.888706910656733,0.5530024396861233,10.0,0.0,0.0,0.12502303209153287,0.5530024396861233
B,2,9.610824104070456,1.308754047518816,10.0,0.0,0.0,0.04049349896693216,1.308754047518816
B,3,11.345990278538595,-4.312876426741523,10.0,0.0,0.0,0.11863136187280109,4.312876426741523
B,4,10.842232958517952,0.4297409183078384,10.0,0.0,0.0,0.07768076573712347,0.4297409183078384
B,1,11.826808256495925,1.2205180134226603,10.0,0.0,0.0,0.1544633359125056,1.2205180134226603
B,2,9.62900937467758,1.836481727981102,10.0,0.0,0.0,0.038528431211008435,1.836481727981102
B,3,11.753730397883649,-3.852795395814118,10.0,0.0,0.0,0.149206280773585,3.852795395814118
B,4,10.643872804994851,-2.8987686044681737,10.0,0.0,0.0,0.06049234304009166,2.8987686044681737
B,1,11.360297608359923,-0.7775960277634191,10.0,0.0,0.0,0.11974137080342813,0.7775960277634191
B,2,8.758131740916593,1.9492766873020797,10.0,0.0,0.0,0.14179602406316832,1.9492766873020797
B,3,8.071464499267787,4.778024595126599,10.0,0.0,0.0,0.23893253831534075,4.778024595126599
B,4,8.534579346017399,-2.516344312438851,9.455113335159773,0.0,0.1331547634484723,0.10785932754517477,2.516344312438851
B,1,11.544282796988403,1.8453642737601448,10.0,0.0,0.0,0.1337703540484356,1.8453642737601448
B,2,10.597630063794462,2.7900260796433933,10.0,0.0,0.0,0.056392802937724126,2.7900260796433933
B,3,9.526766757381395,1.0405473595500343,10.0,0.0,0.0,0.049674066204249294,1.0405473595500343
B,4,9.118084858047194,-2.8889998361090576,10.428571428571429,0.0,0.2,0.14372388400922384,2.8889998361090576
B,1,11.594870875299344,0.6064958708800736,10.0,0.0,0.0,0.13754968834512094,0.6064958708800736
B,2,11.378031070530753,3.912145239675972,10.0,0.0,0.0,0.121113315826661,3.912145239675972
B,3,11.401379464394584,-4.892785470500403,10.0,0.0,0.0,0.1229131500070634,4.892785470500403
B,4,11.196759419189949,-2.5613853239324227,10.0,0.0,0.0,0.10688444525644104,2.5613853239324227
B,1,9.448789963498628,-1.1301675322499016,10.0,0.0,0.0,0.05833657416777565,1.1301675322499016
B,2,8.126186270358254,-0.3676564042806163,10.0,0.0,0.0,0.2305895616098321,0.3676564042806163
B,3,10.206661950948938,-0.2942185272581463,10.0,0.0,0.0,0.0202477511200147,0.2942185272581463
B,4,8.234451055241859,-3.66844173234928,10.0,0.0,0.0,0.2144100357041085,3.66844173234928
B,1,9.025077768115151,-1.1825736777440143,10.0,0.0,0.0,0.10802369319510659,1.1825736777440143
B,2,11.266280910391949,-1.3665098036521517,10.0,0.0,0.0,0.11239564506366416,1.3665098036521517
B,3,10.100777827979153,4.079494752280397,10.0,0.0,0.0,0.009977234396741023,4.079494752280397
B,4,10.258805112217088,4.418504081372893,10.0,0.0,0.0,0.025227607834062457,4.418504081372893
B,1,9.189951890578206,2.464229421621865,10.0,0.0,0.0,0.08814497824001433,2.464229421621865
B,2,8.821640809339563,4.154576898999848,10.0,0.0,0.0,0.13357596575604122,4.154576898999848
B,3,11.262193409194005,2.713142368203836,10.0,0.0,0.0,0.1120734978821799,2.713142368203836
B,4,8.070073883849142,-2.3503402342601687,10.0,0.0,0.0,0.23914602814396424,2.3503402342601687
B,1,8.905019045564787,2.384764980845829,10.0,0.0,0.0,0.12296222487930296,2.384764980845829
B,2,10.740010595280443,-4.839402445895736,10.0,0.0,0.0,0.06890222208957889,4.839402445895736
B,3,8.48527089965399,3.747447180931559,10.0,0.0,0.0,0.17851275678278897,3.747447180931559
B,4,8.630132862106496,-0.4038602302258729,10.0,0.0,0.0,0.1587307124677497,0.4038602302258729
B,1,10.988018484117529,2.468259950315405,10.0,0.0,0.0,0.0899178032459306,2.468259950315405
B,2,8.119072550137746,2.447719991306662,10.0,0.0,0.0,0.23166777218049894,2.447719991306662
B,3,11.196794188958146,-4.992389283626466,10.0,0.0,0.0,0.10688721867714411,4.992389283626466
B,4,10.843606416375794,0.1658224581733591,10.0,0.0,0.0,0.07779758725858922,0.1658224581733591
B,1,8.172627804631961,-0.8911573255949099,10.0,0.0,0.0,0.2235966495785294,0.8911573255949099
B,2,11.21761316088036,1.6052348061552992,10.0,0.0,0.0,0.10854476290255684,1.6052348061552992
B,3,10.645975982457603,2.165349286444216,10.0,0.0,0.0,0.06067794850580537,2.165349286444216
B,4,9.866689487945848,-0.1009531357228681,10.0,0.0,0.0,0.013511169295133638,0.1009531357228681
B,1,8.996639870902003,3.45384377916179,10.0,0.0,0.0,0.11152609679789262,3.45384377916179
B,2,8.823073265817929,0.5625959934101328,10.0,0.0,0.0,0.13339192577507927,0.5625959934101328
B,3,10.312060981508612,4.133323587083041,10.0,0.0,0.0,0.030261747100622627,4.133323587083041
B,4,10.300713300016422,-2.585837870463621,10.220380841578464,0.0,0.03470982808132137,0.0077987277286739,2.585837870463621
B,1,9.459907067830969,-3.886640112027374,10.0,0.0,0.0,0.05709283699050835,3.886640112027374
B,2,8.19419098700213,4.581524580014889,10.0,0.0,0.0,0.22037672979093328,4.581524580014889
B,3,9.485653559461916,2.541015580861287,10.0,0.0,0.0,0.054223616466049895,2.541015580861287
B,4,8.109961418417383,-2.7570147012937496,10.0,0.0,0.0,0.2330514886655834,2.7570147012937496
B,1,10.247783805728409,1.306609631545351,10.0,0.0,0.0,0.02417925772301128,1.306609631545351
B,2,10.82444899424098,-0.8346974701632748,10.0,0.0,0.0,0.07616544682132255,0.8346974701632748
B,3,11.861559287070618,-2.485756192184964,10.0,0.0,0.0,0.15694052038333287,2.485756192184964
B,4,11.204186391628792,2.8285872359268627,10.0,0.0,0.0,0.10747646902130256,2.8285872359268627
B,1,8.935589395807973,-3.9773319550441255,10.0,0.0,0.0,0.11912035759962095,3.9773319550441255
B,2,11.794772602709571,-4.589124650972032,10.0,0.0,0.0,0.15216678296089103,4.589124650972032
B,3,10.303586475390787,-0.2966407115828273,10.0,0.0,0.0,0.029464155623469265,0.2966407115828273
B,4,11.907482560839007,-0.5109987656632118,10.0,0.0,0.0,0.16019192563105505,0.5109987656632118
B,1,10.71053727595392,3.145613572431923,10.0,0.0,0.0,0.06634002176054578,3.145613572431923
B,2,9.072395559443509,3.736007729938189,10.0,0.0,0.0,0.10224470863056039,3.736007729938189
B,3,10.872627187620305,-4.855413816425651,10.0,0.0,0.0,0.08025909217359055,4.855413816425651
B,4,8.223706225321125,-3.8109001534535567,9.327479413623118,0.0,0.027794094827251842,0.13421846039483154,3.8109001534535567
B,1,11.099351870847178,2.416317036369664,10.0,0.0,0.0,0.0990464924113869,2.416317036369664
B,2,8.232294143702035,-4.773139938669587,10.0,0.0,0.0,0.21472821857930285,4.773139938669587
B,3,10.412093994272372,-2.560216924377492,10.0,0.0,0.0,0.03957839743850391,2.560216924377492
B,4,9.128363636989672,-0.6303670727049298,10.0,0.0,0.0,0.09548659515253208,0.6303670727049298
B,1,9.90954030850836,-3.263151732807313,10.0,0.0,0.0,0.009128545691869386,3.263151732807313
B,2,9.894828480680625,-0.1377490851717731,10.0,0.0,0.0,0.010628938088691467,0.1377490851717731
B,3,11.26280210721079,3.754860507277961,10.0,0.0,0.0,0.11212148586028212,3.754860507277961
B,4,9.450341519926267,0.9942182081036072,10.0,0.0,0.0,0.05816281654104933,0.9942182081036072
B,1,9.827138476988608,-2.148819420962489,10.0,0.0,0.0,0.017590219514680403,2.148819420962489
B,2,10.606311517195804,-4.124776584674489,10.0,0.0,0.0,0.05716516210303679,4.124776584674489
B,3,9.082772705336604,4.099825059657928,10.0,0.0,0.0,0.10098538457584405,4.099825059657928
B,4,11.015336332555938,1.7781875126750792,9.333333333333334,0.0,0.2,0.15269647230393021,1.7781875126750792
B,1,8.760702696862687,3.490312251966488,10.0,0.0,0.0,0.14146094737139298,3.490312251966488
B,2,10.810970405736144,4.054156402213428,10.0,0.0,0.0,0.07501365513921444,4.054156402213428
B,3,8.22043927401876,-0.1698600175717697,10.857142857142858,0.0,0.2,0.320749718504408,0.1698600175717697
B,4,8.68863609772266,0.4181294534237567,9.714285714285714,0.0,0.2,0.11804495032677005,0.4181294534237567
B,1,9.330635762654875,-3.352711863461104,10.0,0.0,0.0,0.07173833106037658,3.352711863461104
B,2,9.711763971949024,1.289813488754138,10.0,0.0,0.0,0.02967906024935354,1.289813488754138
B,3,8.930802312230062,-4.652408947213961,10.0,0.0,0.0,0.11972022785744031,4.652408947213961
B,4,10.332844173762997,1.2145323762081608,10.0,0.0,0.0,0.032212251357486794,1.2145323762081608
B,1,8.480257380072965,0.9104670135134504,10.0,0.0,0.0,0.17920949233193662,0.9104670135134504
B,2,9.600802158541567,-1.8875624591830984,10.0,0.0,0.0,0.04157963416663862,1.8875624591830984
B,3,9.669374248015613,-3.938053713365,10.0,0.0,0.0,0.034193086698680576,3.938053713365
B,4,8.580939980884704,-3.4290736688386625,10.0,0.0,0.0,0.16537349314602587,3.4290736688386625
B,1,9.282713898288511,1.3832364887952666,10.0,0.0,0.0,0.0772711633225858,1.3832364887952666
B,2,10.569815171384702,0.5672333173839119,10.0,0.0,0.0,0.05390966276565963,0.5672333173839119
B,3,10.65653614544876,1.3049911893253157,10.0,0.0,0.0,0.061608775730484996,1.3049911893253157
B,4,11.606880027294917,4.801248589918396,10.0,0.0,0.0,0.13844202951319848,4.801248589918396
B,1,9.802923484624763,-4.435532133373512,10.0,0.0,0.0,0.020103851232169487,4.435532133373512
B,2,10.771606426082126,0.4571603658146994,10.0,0.0,0.0,0.07163336605149032,0.4571603658146994
B,3,9.623888110570864,3.797256241197273,10.0,0.0,0.0,0.03908107462471594,3.797256241197273
B,4,8.62423571609688,-0.5687014438199443,9.526951763542202,0.0,0.046156096753451004,0.10467200539990222,0.5687014438199443
B,1,8.942524906840731,-0.9922509422818866,10.0,0.0,0.0,0.11825240680630769,0.9922509422818866
B,2,10.116873184405486,0.3764743741479268,10.0,0.0,0.0,0.011552302996704455,0.3764743741479268
B,3,10.346898748322234,4.573560111275688,10.0,0.0,0.0,0.033526833185497644,4.573560111275688
B,4,11.264348936069734,-2.069206867982908,10.0,0.0,0.0,0.1122434100049177,2.069206867982908
B,1,9.925240333295292,4.345358735346931,10.0,0.0,0.0,0.007532277727715902,4.345358735346931
B,2,10.22251130258028,2.530336089566985,10.0,0.0,0.0,0.021766794478780906,2.530336089566985
B,3,9.54339393395794,-1.138975243994691,10.0,0.0,0.0,0.047845249730007845,1.138975243994691
B,4,11.362200618933851,2.4671556029218,10.0,0.0,0.0,0.11988880188085173,2.4671556029218
