split,id,mode,severity,gt_m,gt_rot,generated,top1,first_hit,best_s_err,best_r_err,band,n_cands,secs
sev1,14,none,0.2500007822560389,10.243688031132276,1.9501897646866144,True,True,0,0.0019762405206415245,0.07480156218472178,False,3,0.9035345000011148
sev1,15,none,0.2500007509743351,9.922864768903064,-3.2981844228246926,True,True,0,0.011473276838852188,0.17357262532658524,False,3,0.9811968000012712
sev1,16,none,0.2500009587302718,11.14671108235642,1.6659848534158144,True,True,0,0.0038225729358123696,0.13812080841539376,False,2,0.5500108999985969
sev1,17,none,0.2500002060039186,11.4540290155245,-4.11398280090515,True,True,0,0.0011389887245582834,0.01062899659295713,False,3,0.6724537999998574
sev1,18,none,0.2500002172071809,11.894692179479543,-0.1764121180907265,True,False,1,0.0027204406097303536,0.009227848088202928,False,3,0.6162451000000146
sev1,19,none,0.2500002727480583,11.954558751228776,-4.32403046705323,True,True,0,0.002301027472143774,0.0022074541960339644,False,3,0.5811392999985401
sev1,20,none,0.2500008050899618,10.473717076115468,2.4120693371002755,True,True,0,0.00015096083886916663,0.17600135960048569,False,2,0.7188301000005595
sev1,21,none,0.2500000106317924,10.53375705669195,1.2087390516192895,True,True,0,0.00504321320470074,0.027328925880500288,False,3,0.9845531000009942
sev1,22,none,0.2500005117796552,11.53781087330012,-1.5954906223023435,False,False,-1,0.0093680821810246,0.0676265773019229,False,3,0.9173371000015322
sev1,23,none,0.2500004685390085,10.153760089818787,0.4118725028867001,True,True,0,0.005038029050712916,0.17171963211456165,False,2,0.8240095999990444
sev1,24,none,0.2500005195113352,9.919690944411466,-0.769842744192438,True,True,0,0.0023985536237451734,0.0629729858050384,False,3,0.8476757999997062
sev1,25,none,0.2500004336409734,10.023099578340608,-0.1409520320232102,True,True,0,0.0009146427977437258,0.01634023452510286,False,3,0.9983456999998452
sev1,26,none,0.2500007497129159,11.709259708185796,4.722638260484743,True,True,0,0.00037104651949044246,0.1046042717348481,False,3,1.0357759999988048
sev1,27,none,0.2500002640659524,9.023632354113918,-2.805602357686542,True,True,0,0.0020129048562613277,0.06978584481535055,False,2,0.5892221000012796
sev1,28,none,0.2500002487587446,10.71712285507911,-2.506251748363124,True,True,0,0.00046776546170637786,0.03411579336354453,False,2,0.6390487000007852
sev1,29,none,0.2500007453807568,8.106208639597643,3.022150377284476,True,True,0,0.004102981332113484,0.07787846728531678,False,3,0.9518815000010363
sev1,30,none,0.2500009658148381,11.99076712596149,2.0263041284832104,True,True,0,0.007193753983200643,0.09830766901489696,False,3,0.8249873999993724
sev1,31,none,0.2500002046227746,10.767412609241417,4.879690114438221,True,True,0,0.0003232519145982324,0.060030001937169786,False,2,0.6490405000004102
sev1,32,none,0.2500002799840954,10.072043316425711,-2.7935473044543047,True,True,0,0.003182934069762161,0.029615281954094463,False,3,0.9637480000001233
sev1,33,none,0.2500009805448392,10.69948780533046,1.97716711092548,True,True,0,0.0033991201604724928,0.10177890842358739,False,2,0.7907936000010523
sev1,34,none,0.2500003432939369,9.014164428056883,-0.3734244320460149,True,True,0,0.017756771920978135,0.24881263454790756,False,3,1.0917076999994606
sev1,35,none,0.2500008866267827,8.068998211511742,0.1675160045253951,True,True,0,0.006824414576393253,0.04290420702728778,False,3,0.9948832999998558
sev1,36,none,0.2500002125102567,9.491692375696152,4.047350359138386,True,True,0,0.0005925601013749318,0.07726143835972099,False,3,1.0640753000006953
sev1,37,none,0.2500003173515913,9.267356500607326,-1.5457238750409386,True,True,0,0.003376207994748608,0.10675196745758919,False,3,1.1606615000000602
sev1,38,none,0.2500005962355679,10.894531915723997,-1.7500178419748291,True,True,0,0.004263706808184582,0.09754199947630138,False,3,0.9878786999997828
sev1,39,none,0.2500007398110184,8.125530185550986,0.8926393504820949,True,True,0,0.008185704767218072,0.01725114798020222,False,3,1.1141696000013326
sev1,40,none,0.2500002173806059,8.51980155942918,-0.6108726293331177,True,True,0,0.0006889288310328515,0.1530593931670925,False,3,1.1177397000010387
sev1,41,none,0.2500008761409736,8.73921471555412,3.254808954197472,True,True,0,0.005518998159322365,0.1433527741957894,False,3,1.0526456999996299
sev1,42,none,0.2500009684366998,11.435458743633646,-3.5203823197650186,True,True,0,0.006862276418097523,0.06320981523624303,False,3,0.9324792999996134
sev1,43,none,0.2500009563311384,8.672306645657105,4.198886384860245,True,False,1,0.004139300916007226,0.0371815926395449,False,3,0.9915666000015335
sev1,44,none,0.2500009326156415,8.54071909786255,-3.794216670547335,True,True,0,0.0021424304326993445,0.08117153195455762,False,2,0.7723226999987673
sev1,45,none,0.2500002701783841,10.105642800997252,1.1119675215205058,True,True,0,0.0018565629115677733,0.05521674848201785,False,2,0.5473043999991205
sev1,46,none,0.2500002517871527,11.946278220042426,-0.3480022431410843,True,True,0,0.009157427832504407,0.18081797313856074,False,2,0.7087198999997781
sev1,47,none,0.2500003135377762,11.901858412052182,-2.1873930672044195,True,True,0,0.007800581595158362,0.020208797201896278,False,3,0.8661965999999666
sev1,48,none,0.250000170696976,10.821833413015122,-0.8205129178611967,True,False,1,0.015176223678249107,0.012302812136279706,False,2,0.6931452999997418
sev1,49,none,0.2500002355907681,10.60209945448434,4.084435849887639,True,True,0,0.011011743159205382,0.040175947610467944,False,3,0.8492083000001003
sev1,50,none,0.2500007660468695,9.06669588572067,4.259579090260921,True,True,0,0.0008469338160791858,0.02351111276113116,False,3,0.4933096000004298
sev1,51,none,0.2500004669584539,8.583725561178357,-0.551924639032249,True,True,0,0.015006366656882028,0.3847403690297254,False,3,0.4508712999995623
sev1,52,none,0.2500000118615791,8.426743750385793,3.53271566251421,True,True,0,0.019320835272596093,0.050876472487051405,False,3,0.44065430000046035
sev1,53,none,0.2500001560981834,8.942168161852614,-1.0021544852969977,True,True,0,0.00013253566764893807,0.053573604703843536,False,3,0.4527945000008913
sev1,54,none,0.2500009893419466,10.428468795907198,-0.3052553890460263,True,True,0,0.002807877010119592,0.04226876845544586,False,3,0.6447889999999461
sev1,55,none,0.2500002456853842,8.082381332274899,2.48975253042154,True,True,0,0.003956111450647261,0.03811151457888018,False,3,0.7795870999998442
sev1,56,none,0.2500009015461116,8.794712635499005,0.8582395404577747,True,True,0,0.028468506789537117,0.030304279540542933,False,3,0.45026529999995546
sev1,57,none,0.2500008340205207,8.840837236632105,-4.816211746923262,True,True,0,0.012903505453134737,0.05227972442305173,False,3,0.4743806999995286
sev1,58,none,0.2500001193941969,8.684584937318998,0.8739305017413077,True,True,0,0.006058887839622798,0.07034140825785118,False,3,0.4925082999998267
sev1,59,none,0.2500003699734738,8.76281669380226,2.365353667260984,True,True,0,0.009787459178288849,0.017829509759511808,False,3,0.4074466999991273
sev1,60,none,0.2500005706577742,11.08440526251475,-1.8245549406300696,True,True,0,0.007101300994116079,0.3426293293724536,False,2,0.47379060000093887
sev1,61,none,0.2500006031153147,11.24524599302864,1.832760568761664,True,True,0,0.003193078779081116,0.22296752123917685,False,2,0.7142366000007314
sev1,62,none,0.2500007155250712,11.331388221538202,1.4049904700330351,True,True,0,0.004463512212543164,0.06714548496654427,False,3,1.4141484000010678
sev1,63,none,0.2500004093968657,10.948926610545897,-1.5331577662276352,True,True,0,0.02210777400279681,0.05043436877362639,False,3,0.794166599998789
sev1,64,none,0.2500006221657627,8.958775420831339,-3.465448272547386,True,True,0,0.00615671217079723,0.04904040754864747,False,2,0.6460561999992933
sev1,65,none,0.2500000035274671,11.430754762162724,1.6975712374877707,True,True,0,0.0033324386057900462,0.06636078501243947,False,3,0.8852600999998685
sev1,66,none,0.2500000403628422,9.876291371744497,3.8131535726159385,True,True,0,0.015941644003078122,0.04922155011572826,False,3,1.2355662999998458
sev1,67,none,0.2500009807082999,10.795475177870845,-2.1803244482200457,True,True,0,0.006793515029481983,0.013140178217522447,False,3,0.8758580000012444
sev1,68,none,0.2500005578821087,10.711735730582946,0.1076981077696679,True,True,0,0.01846607431865491,0.01691368972843943,False,3,0.7147583000005397
sev1,69,none,0.250000332974417,11.006952498754757,-1.9160773160340527,True,True,0,0.0006341013778557807,0.027533496035735183,False,3,0.8040067999991152
sev1,70,none,0.2500007806286872,8.277710740901377,1.9759719365077852,True,True,0,0.007148147637199142,0.03170002650862647,False,3,0.7530911000012566
sev1,71,none,0.2500009371779035,11.888133509442266,-1.149706037603324,True,True,0,0.0005187944926141935,0.09397794760248268,False,3,0.9141842000008182
sev1,72,none,0.2500003809512893,11.010296400803355,2.97477279146975,True,True,0,0.0003302019822635902,0.030500881470590713,False,3,0.8512918999986141
sev1,73,none,0.2500002248966971,9.359692771381985,-3.3741604610451703,True,True,0,0.0005973278470631281,0.026636303543698503,False,3,0.700642699999662
sev1,74,none,0.2500005853075913,8.484313517096838,0.6661821622347421,True,True,0,0.006775156326785706,0.1666335677627343,False,2,0.4871984000001248
sev1,75,none,0.250000271151412,9.589632864208188,-2.1600904118830098,True,True,0,0.0002869583092267944,0.2563174531157286,False,3,0.6512015999996947
sev1,76,none,0.2500006901522783,10.242917542517958,4.014979712814958,False,False,-1,0.03659929431355234,0.15220455718756565,False,3,0.742244799999753
sev1,77,none,0.25000088498795,10.770378165409308,0.6769913425099094,True,True,0,0.003185606613118842,0.024515500011381586,False,3,0.9895001000004413
sev1,78,none,0.2500007074586987,11.991939986429076,1.2641231050819457,True,True,0,0.007290854468963822,0.09693883507942203,False,3,1.0038127999996505
sev1,79,none,0.2500005916954509,10.907878951094954,-4.883794967141563,True,True,0,0.004930104659794828,0.06047694285759597,False,1,0.4708491999990656
sev1,80,none,0.2500002184157253,8.439845057217406,2.8774161098040967,True,True,0,0.01577090085841417,0.2249402673055685,False,2,0.6860872000015661
sev1,81,none,0.2500007693593634,11.871401052951754,3.410566525159174,False,False,-1,0.006586620716601568,0.17302560984208748,False,3,0.9776860000001761
sev1,82,none,0.2500003338658737,9.52390307499552,-1.1577153189031897,True,True,0,0.003972646214246337,0.10198722890234846,False,2,0.6579197000010026
sev1,83,none,0.2500000562572291,8.851791718702337,-1.3698962533808512,True,True,0,0.01007607157478301,0.1022397016187282,False,2,0.41652500000054715
sev1,84,none,0.2500006489444315,9.588337892422343,-3.1443905646393766,True,True,0,0.0016440882668308757,0.14740550286125398,False,3,0.38568970000051195
sev1,85,none,0.2500009979267187,8.576262359337825,-4.481671986022462,True,True,0,0.00811958304151819,0.06526412102372436,False,2,0.292708599999969
sev1,86,none,0.2500007960194271,11.248357947907682,-2.500508761939905,True,True,0,0.011878006013071095,0.08308337306135671,False,3,0.38289219999933266
sev1,87,none,0.2500007396160701,8.420266811830675,3.6536018138000728,True,True,0,0.0008488865454953527,0.07000967879881115,False,2,0.26872349999939615
sev1,88,none,0.2500002938183592,9.917677821983885,-2.62030504608974,True,True,0,0.010956277221274189,0.03671291108847807,False,3,0.35854059999837773
sev1,89,none,0.2500005445705319,10.649484231403047,-2.437155390553054,True,True,0,0.008130322954178924,0.03390314305074105,False,2,0.2912753000000521
sev1,90,none,0.2500004675926859,11.835156882893257,-3.79568666564852,True,True,0,0.00954959271026137,0.07970153685337245,False,3,0.4122643999999127
sev1,91,none,0.2500005751339495,9.88476969084833,-3.840843659426553,True,True,0,0.0028679747392140065,0.008027929429076153,False,3,0.3711096000006364
sev1,92,none,0.2500005184168434,10.732259388459338,-2.3241576753291926,True,True,0,0.00644229936420057,0.08808969782940279,False,1,0.18466689999877417
sev1,93,none,0.2500008658697889,10.646723771358504,-1.3661331367794185,True,True,0,0.0013861315861410514,0.28634270571910925,False,2,0.2696238999997149
sev1,94,none,0.2500003997623021,8.504821691287788,-2.1417607287319527,True,True,0,0.003843200654246616,0.01714893123384531,False,2,0.27341399999932037
sev1,95,none,0.2500007182411023,10.553810243546042,4.220972885589152,True,True,0,0.0011383733237726901,0.015095091910637848,False,3,0.35004359999948065
sev1,96,none,0.2500003615642175,8.316847605939358,3.053645455583009,True,True,0,0.01680884746699977,0.10937354558384982,False,3,0.3142236000003322
sev1,97,none,0.2500002561961171,10.591305814855358,3.8845230569442606,True,True,0,0.009411227709985277,0.1205910344440504,False,1,0.17965729999923497
sev1,98,none,0.250000010160609,9.77302273545734,-3.5442755736450127,False,False,-1,0.01718611270168636,0.03931656135624895,False,3,0.4787951999987854
sev1,99,none,0.2500006159197652,10.060246956727214,-0.3888159241330076,True,True,0,0.015765029882512473,0.04129176663153544,False,2,0.25671439999860013
sev1,100,none,0.2500003038001193,11.598399394714242,-1.8355137615347648,True,True,0,0.005797907370767252,0.03987444096712789,False,3,0.8529157000011764
sev1,101,none,0.2500009571571213,11.261416943466251,-2.4350132987201767,True,True,0,0.002697628920666575,0.08748914121870488,False,3,0.43465269999978773
sev1,102,none,0.2500000951637802,9.48869366215445,-3.1899542962107907,True,True,0,0.0055963873676287985,0.046113681288999064,False,2,0.3117951999993238
sev1,103,none,0.2500002707195807,9.239763654430448,-1.89463903697902,False,False,-1,0.04244722825043228,0.6889530980222416,False,2,0.26385560000016994
sev1,104,none,0.2500001612779853,9.046219796377278,2.790130965871405,True,False,1,0.011633233894490185,0.026198943371194883,False,2,0.28755529999943974
sev1,105,none,0.2500003748734506,9.35218983163016,0.0610781916561649,True,True,0,0.001636920606873772,0.005350101655323784,False,3,0.36367989999962447
sev1,106,none,0.2500005683449285,9.385908936637597,3.435371774298371,True,True,0,0.0019044450578384923,0.19930379679858135,False,3,0.37642009999945003
sev1,107,none,0.2500006622934216,11.592648650952114,0.637853848458426,True,True,0,0.0048770810601305925,0.014621994040101893,False,3,1.0623880000002828
sev1,108,none,0.2500001531650559,11.188598570345077,3.609106088677139,True,True,0,0.003816432980975448,0.0255139536758775,False,2,0.6524009999993723
sev1,109,none,0.250000266897524,9.532567181598278,-1.6576791920802705,True,True,0,0.018424916138030645,0.6019511020794293,False,2,0.6796221999993577
sev1,110,none,0.2500008568576015,10.704355518231385,1.5897573920045769,True,True,0,0.0016610469203785214,0.22990272049647453,False,3,0.8710487000007561
sev1,111,none,0.2500005923511027,8.467983036074548,1.3358364862705532,True,True,0,0.02080624959017294,0.011687671230919072,False,2,0.6316237000010005
sev1,112,none,0.2500007534549753,10.8995786964837,0.1672870297182918,True,True,0,0.004172338353654661,0.24912083528044648,False,3,1.0074683000002551
sev1,113,none,0.2500005484135887,8.690057316879301,2.755849783615892,True,True,0,0.003312950961813864,0.008082238884318027,False,2,0.7159394000009343
sev1,114,none,0.2500003465285246,9.736276194256636,3.007179778848485,True,True,0,0.010713560392633747,0.06290786884932587,False,2,0.6330409999991389
sev1,115,none,0.2500008216251803,11.276234670125524,4.582647046076263,True,True,0,0.004797586846012472,0.11051109107668378,False,3,0.9470653999997012
sev1,116,none,0.2500009671845409,10.399699778117036,-4.444525349986507,True,False,1,0.029763343266780776,0.13906678501475422,False,3,0.8285219999997935
sev1,117,none,0.250000855214977,11.37149930911782,2.8491139382545185,True,True,0,0.00030473733267045295,0.03942988174379902,False,3,0.8729299999995419
sev1,118,none,0.25000011872131,8.250248188016368,2.3806851915971485,True,True,0,0.0017187616897604411,0.03316103409567628,False,3,0.6390148999998928
sev1,119,none,0.2500008870919437,10.264743620483465,0.3859584137250573,True,False,1,0.0015986106909008722,0.03843425622358515,False,3,0.3540118999990227
sev1,0,anscombe,0.2500002945888417,9.487745287251188,0.0957161614167017,True,True,0,0.008980398086620163,0.028895636081405635,False,3,0.35677140000007057
sev1,1,anscombe,0.2500009404829125,9.559484788815226,3.543262150707429,True,False,1,0.026103101900604306,0.12685428570869117,False,2,0.2811146000003646
sev1,2,anscombe,0.2500005194594489,10.899305837889951,-3.0657410653745965,True,True,0,0.020068080858834613,0.058870732123510905,False,2,0.2987901000014972
sev1,3,anscombe,0.2500006606029349,9.433418813360277,4.441705200859506,True,True,0,0.0008018505712970092,0.09418104335803346,False,2,0.26498870000068564
sev1,4,anscombe,0.2500003445846022,9.564261559623192,-3.95284836663766,True,True,0,0.009976150108705058,0.12003263664018338,False,3,0.5045052000004944
sev1,5,anscombe,0.2500007085511003,10.787873810515084,-3.019182474368041,True,True,0,0.0209548439252955,0.03654561563279968,False,3,0.7477435000000696
sev1,6,anscombe,0.250000073194484,11.66699948268141,3.6001800159516364,True,True,0,0.0030027833191652187,0.0522958265468918,False,2,0.6498878000002151
sev1,7,anscombe,0.2500004947616969,8.676872501240391,0.1584343984484721,True,True,0,0.02363680116083247,0.008749871554051464,False,3,0.7990484000001743
sev1,8,anscombe,0.2500001962812387,11.424383857651817,2.0490951454060955,True,True,0,0.007838336488353885,0.006632944594745727,False,3,0.5283171999999468
sev1,9,anscombe,0.2500006461412543,10.689700714204331,-4.60827507868875,True,False,1,0.005400965330816908,0.13613912368917003,False,3,0.44956850000016857
sev1,10,anscombe,0.2500004816725212,11.26422502731596,1.9425797567673009,True,True,0,0.014455140536878894,0.05403593676898333,False,3,0.6007747000003292
sev1,11,anscombe,0.2500009047243601,9.86461854722967,-0.1562101826302742,True,True,0,0.016881991062049243,0.010974087372249364,False,3,0.5413965999996435
sev1,12,anscombe,0.2500009164626485,8.463758706830355,-4.572696853564576,True,False,2,0.0026358585401816065,0.0453371351853189,False,3,0.4969872999990912
sev1,13,anscombe,0.2500007149590038,11.350148946047735,1.899342625473452,True,True,0,0.007596105034158762,0.04492928452570677,False,3,0.4780683000008139
sev1,14,anscombe,0.2500007822560389,10.243688031132276,1.9501897646866144,True,True,0,0.007737543890637355,0.07480156218472178,False,3,0.5715777999994316
sev1,15,anscombe,0.2500007509743351,9.922864768903064,-3.2981844228246926,True,True,0,0.011473276838852188,0.17357262532658524,False,3,0.42379369999980554
sev1,16,anscombe,0.2500009587302718,11.14671108235642,1.6659848534158144,True,True,0,0.0038225729358123696,0.13812080841539376,False,2,0.2505784999993921
sev1,17,anscombe,0.2500002060039186,11.4540290155245,-4.11398280090515,True,True,0,0.002355331243101659,0.01062899659295713,False,3,0.34714399999938905
sev1,18,anscombe,0.2500002172071809,11.894692179479543,-0.1764121180907265,True,False,1,0.0027204406097303536,0.009227848088202928,False,3,0.3251756000008754
sev1,19,anscombe,0.2500002727480583,11.954558751228776,-4.32403046705323,True,True,0,0.003021293574501834,0.0234936904482419,False,3,0.346149000000878
sev1,20,anscombe,0.2500008050899618,10.473717076115468,2.4120693371002755,True,True,0,0.00015096083886916663,0.17600135960048569,False,3,0.3104258999992453
sev1,21,anscombe,0.2500000106317924,10.53375705669195,1.2087390516192895,True,True,0,0.00504321320470074,0.027328925880500288,False,3,0.3649072000007436
sev1,22,anscombe,0.2500005117796552,11.53781087330012,-1.5954906223023435,True,True,0,0.00086210706770366,0.0676265773019229,False,3,0.463092100000722
sev1,23,anscombe,0.2500004685390085,10.153760089818787,0.4118725028867001,True,True,0,0.005038029050712916,0.17171963211456165,False,2,0.30351879999943776
sev1,24,anscombe,0.2500005195113352,9.919690944411466,-0.769842744192438,True,True,0,0.0023985536237451734,0.005910721692227838,False,3,0.44174480000037875
sev1,25,anscombe,0.2500004336409734,10.023099578340608,-0.1409520320232102,True,True,0,0.0009146427977437258,0.026232237979313372,False,2,0.3208095999998477
sev1,26,anscombe,0.2500007497129159,11.709259708185796,4.722638260484743,True,True,0,9.016587835080221e-05,0.1046042717348481,False,3,0.4473195999999007
sev1,27,anscombe,0.2500002640659524,9.023632354113918,-2.805602357686542,True,True,0,0.0020129048562613277,0.13866955231261713,False,2,0.34460760000001756
sev1,28,anscombe,0.2500002487587446,10.71712285507911,-2.506251748363124,True,True,0,0.00046776546170637786,0.08984388336438576,False,1,0.17141860000083398
sev1,29,anscombe,0.2500007453807568,8.106208639597643,3.022150377284476,True,True,0,0.004102981332113484,0.07787846728531678,False,3,0.5130466000009619
sev1,30,anscombe,0.2500009658148381,11.99076712596149,2.0263041284832104,True,True,0,0.007193753983200643,0.02942396151763038,False,3,0.4876664000003075
sev1,31,anscombe,0.2500002046227746,10.767412609241417,4.879690114438221,True,True,0,0.0003232519145982324,0.20592803568748508,False,2,0.5009828000002017
sev1,32,anscombe,0.2500002799840954,10.072043316425711,-2.7935473044543047,True,True,0,0.003182934069762161,0.029615281954094463,False,3,0.515732100000605
sev1,33,anscombe,0.2500009805448392,10.69948780533046,1.97716711092548,True,True,0,0.002096999652117944,0.10177890842358739,False,2,0.4174230999997235
sev1,34,anscombe,0.2500003432939369,9.014164428056883,-0.3734244320460149,True,True,0,0.024668771280022796,0.24881263454790756,False,3,0.6834517999996024
sev1,35,anscombe,0.2500008866267827,8.068998211511742,0.1675160045253951,True,True,0,0.006824414576393253,0.06855197297439469,False,3,0.3520779999998922
sev1,36,anscombe,0.2500002125102567,9.491692375696152,4.047350359138386,True,True,0,0.00206037236801388,0.07726143835972099,False,3,0.36590360000082
sev1,37,anscombe,0.2500003173515913,9.267356500607326,-1.5457238750409386,True,True,0,0.003376207994748608,0.10675196745758919,False,3,0.3223116999997728
sev1,38,anscombe,0.2500005962355679,10.894531915723997,-1.7500178419748291,True,True,0,0.004263706808184582,0.04181390947545993,False,3,0.32134290000067267
sev1,39,anscombe,0.2500007398110184,8.125530185550986,0.8926393504820949,True,True,0,0.0009225486374317608,0.12870732798188467,False,3,0.323021999998673
sev1,40,anscombe,0.2500002173806059,8.51980155942918,-0.6108726293331177,True,True,0,0.0006889288310328515,0.1530593931670925,False,3,0.42137039999943227
sev1,41,anscombe,0.2500008761409736,8.73921471555412,3.254808954197472,True,True,0,0.005518998159322365,0.07446906669852327,False,3,0.47585480000088864
sev1,42,anscombe,0.2500009684366998,11.435458743633646,-3.5203823197650186,True,True,0,0.006862276418097523,0.048246364765438976,False,3,0.4636905999996088
sev1,43,anscombe,0.2500009563311384,8.672306645657105,4.198886384860245,True,False,1,0.004139300916007226,0.0371815926395449,False,3,0.48984110000128567
sev1,44,anscombe,0.2500009326156415,8.54071909786255,-3.794216670547335,True,True,0,0.0021424304326993445,0.08117153195455762,False,2,0.3424520999997185
sev1,45,anscombe,0.2500002701783841,10.105642800997252,1.1119675215205058,True,True,0,0.0018565629115677733,0.012644275977601538,False,2,0.33591840000008233
sev1,46,anscombe,0.2500002517871527,11.946278220042426,-0.3480022431410843,True,True,0,0.009157427832504407,0.18081797313856074,False,2,0.3852041999998619
sev1,47,anscombe,0.2500003135377762,11.901858412052182,-2.1873930672044195,True,True,0,0.007800581595158362,0.06278126970631215,False,3,0.5394691999990755
sev1,48,anscombe,0.250000170696976,10.821833413015122,-0.8205129178611967,True,False,1,0.01934233584742313,0.16803707536266888,False,2,0.4745542000000569
sev1,49,anscombe,0.2500002355907681,10.60209945448434,4.084435849887639,True,True,0,0.011011743159205382,0.040175947610467944,False,3,0.6592683999988367
sev1,50,anscombe,0.2500007660468695,9.06669588572067,4.259579090260921,True,True,0,0.0008469338160791858,0.08794506724055129,False,3,0.6953785000005155
sev1,51,anscombe,0.2500004669584539,8.583725561178357,-0.551924639032249,True,True,0,0.015006366656882028,0.3847403690297254,False,3,0.4719506999990699
sev1,52,anscombe,0.2500000118615791,8.426743750385793,3.53271566251421,True,True,0,0.019320835272596093,0.11976017998431798,False,3,0.4441686000009213
sev1,53,anscombe,0.2500001560981834,8.942168161852614,-1.0021544852969977,True,True,0,0.00013253566764893807,0.0578825752978388,False,3,0.31869879999976547
sev1,54,anscombe,0.2500009893419466,10.428468795907198,-0.3052553890460263,True,True,0,0.002807877010119592,0.04226876845544586,False,3,0.33572670000103244
sev1,55,anscombe,0.2500002456853842,8.082381332274899,2.48975253042154,True,True,0,0.003956111450647261,0.03811151457888018,False,3,0.3020088000012038
sev1,56,anscombe,0.2500009015461116,8.794712635499005,0.8582395404577747,True,True,0,0.028468506789537117,0.030304279540542933,False,3,0.32311200000003737
sev1,57,anscombe,0.2500008340205207,8.840837236632105,-4.816211746923262,True,True,0,0.012903505453134737,0.05227972442305173,False,3,0.301345300000321
sev1,58,anscombe,0.2500001193941969,8.684584937318998,0.8739305017413077,True,True,0,0.006058887839622798,0.07034140825785118,False,3,0.4195208000001003
sev1,59,anscombe,0.2500003699734738,8.76281669380226,2.365353667260984,True,True,0,0.009787459178288849,0.017829509759512252,False,3,0.5269628999994893
sev1,60,anscombe,0.2500005706577742,11.08440526251475,-1.8245549406300696,True,True,0,0.007101300994116079,0.05083326187182302,False,3,0.5104650000012043
sev1,61,anscombe,0.2500006031153147,11.24524599302864,1.832760568761664,True,True,0,0.003193078779081116,0.2229675212391773,False,2,0.364267099999779
sev1,62,anscombe,0.2500007155250712,11.331388221538202,1.4049904700330351,True,True,0,0.004463512212543164,0.06714548496654427,False,3,0.4831055999984528
sev1,63,anscombe,0.2500004093968657,10.948926610545897,-1.5331577662276352,True,True,0,0.023680615568629295,0.05043436877362639,False,2,0.3982131000011577
sev1,64,anscombe,0.2500006221657627,8.958775420831339,-3.465448272547386,True,True,0,0.00615671217079723,0.04904040754864747,False,2,0.4715747000009287
sev1,65,anscombe,0.2500000035274671,11.430754762162724,1.6975712374877707,True,True,0,0.0033324386057900462,0.06636078501243947,False,3,0.43740060000163794
sev1,66,anscombe,0.2500000403628422,9.876291371744497,3.8131535726159385,True,True,0,0.021917267053628512,0.2164058201182515,False,3,0.42832559999988007
sev1,67,anscombe,0.2500009807082999,10.795475177870845,-2.1803244482200457,True,True,0,0.006793515029481983,0.05574352927974413,False,3,0.6719690000008995
sev1,68,anscombe,0.2500005578821087,10.711735730582946,0.1076981077696679,True,True,0,0.011655878594083319,0.05948616223285566,False,3,0.5657664999998815
sev1,69,anscombe,0.250000332974417,11.006952498754757,-1.9160773160340527,True,True,0,0.0006341013778557807,0.04068911353216009,False,3,0.6020211999984895
sev1,70,anscombe,0.2500007806286872,8.277710740901377,1.9759719365077852,True,True,0,0.007148147637199142,0.1005837340058926,False,3,0.4663577000010264
