arm,found,err,secs,score,net_score,s_err,r_err,severity_continuous,drift_jitter_px,speckle_sigma,magnification,rotation_deg
baseline,1,1.6502701565772364,4.046048400000018,0.5078915357589722,0.8889507055282593,0.0223912497301885,0.5210015677206066,0.6294523799520266,1.7556593026554188,0.2841902191580422,10.16120390255404,4.362280005279141
baseline,1,0.1332938527850988,1.816537000000153,0.7898532152175903,0.9099915623664856,0.0085279380742411,0.0816489801555446,0.1043371100026838,0.399808192426373,0.0581115882625711,11.29739797446924,2.1380111323455067
baseline,1,0.4838499407728441,1.497115599999688,0.4282880425453186,0.4282880425453186,0.0016661079740036,0.1145413745552179,0.8450664427757213,2.0067364521988025,0.2906976195965105,10.44972827758507,-2.577254692945413
baseline,1,0.2553142285439739,1.1475633000000016,0.8147905468940735,0.9640924334526062,0.0131370299057939,0.0904935835774916,0.0850400528096014,0.2891923805124181,0.0365705464676042,11.873492016601933,2.315389787424107
baseline,1,1.906245442069772,1.750571300000047,0.3828015923500061,0.8738557696342468,0.0017971841791584,0.1664261398262621,0.4789044963684433,1.4258880945826016,0.2052617575690754,10.000627716097227,3.744756027828954
baseline,0,,1.9509256000001187,0.2318651378154754,0.2318651378154754,0.1596066918809204,0.300322458756677,0.8230243352037783,2.141523033260723,0.3019140029747675,8.014315411714467,-3.0812834702586542
baseline,1,0.4118382893670097,0.7518341999998484,0.7563849091529846,0.7563849091529846,0.0002923205307757,0.0084372337233658,0.2669016206881603,0.8085832868855639,0.1079888658770645,8.60820483629539,0.9632336377196644
baseline,1,0.1452875955483118,1.9597506999998584,0.3479402065277099,0.4914511442184448,0.0122725493766582,0.0331756969483638,0.8225803908718494,1.6123438399809118,0.3104070176164061,9.860563401507928,-4.966824303051636
baseline,0,,2.2288682000003064,0.0831618085503578,0.0961577594280242,0.4127974285599969,1.3097309720711232,0.9935502874992408,2.261303567166945,0.3384127460477397,8.49378669398562,1.857876253575624
baseline,1,0.2307320060837728,2.082018600000083,0.5288783311843872,0.8646494746208191,0.0169888095264452,0.1271428078670953,0.5405648213088761,1.48306909270304,0.2356939423652277,8.33035774567133,-1.086633933632358
baseline,1,0.231669952741579,1.987679500000013,0.2378116250038147,0.7054781317710876,0.002702614137989,0.6229890952623824,0.8500890557068702,2.217904773154875,0.319259570833163,8.775157050225172,2.170513252763855
baseline,1,0.546987459220575,0.75350810000009,0.7365085482597351,0.919223964214325,0.0243622891438569,0.1687907292710986,0.2021871516059292,0.8520473774577119,0.0453114022324539,8.073786680408912,1.4133732012717717
baseline,1,2.659847114723968,1.355786099999932,0.5727172493934631,0.8209425210952759,0.0068251016814292,0.2744631687055496,0.5979121550483703,1.4688710597740926,0.2378665996454916,8.790610718889132,2.265327550201638
baseline,1,50.14877046251221,1.5524539000002733,0.1164881512522697,0.1164881512522697,0.0147644610573851,0.0235420973412956,0.766662910510106,1.8539765292256616,0.2792010652719721,9.621491085495734,0.8230503741556339
baseline,1,0.65051703470685,1.3875268000001597,0.7094680070877075,0.879284143447876,0.0168451125515382,0.1617548295178716,0.5714965726745685,1.350871769423879,0.1568587485401277,8.796336452613502,1.5549635974823808
baseline,0,,2.1374848999998903,0.1383513957262039,0.2134210467338562,0.1930763481668426,0.3457556947754789,0.6165793396977368,1.459978486565347,0.2375672359447658,10.058031925985253,-2.3237491367248158
baseline,0,,2.3077543999997943,0.0,0.0343139357864856,0.0247493626522847,0.2616242848300241,0.1081335613744209,0.3784898432107242,0.049771825722391,9.685175633292612,0.6754010263294772
baseline,1,0.3617223140208598,2.4632526999998845,0.739295482635498,0.934580147266388,0.0020461052281919,0.1552366083374274,0.3220701894259296,0.7539654929114377,0.1721491121209104,10.922546982240211,3.777889683661563
baseline,1,5.444317833570791,2.208283500000107,0.533002495765686,0.8044163584709167,0.0283518168939997,0.2082692235035645,0.3666672651036461,1.3190586778219264,0.1609610636003671,10.661364695889269,1.2968130435018823
baseline,1,0.400466661876938,2.29397310000013,0.3025264143943786,0.7254719138145447,0.0059917276345542,0.065826807381023,0.5543036180819259,1.5988384388749315,0.2369831474940505,10.654900610529934,1.164357799117168
baseline,1,3.464561787148641,2.361259699999664,0.402078628540039,0.6535097360610962,0.0096870563893972,1.0999235081889651,0.8650946182777292,1.8871817884925437,0.3125753253980572,9.747660154791433,-3.7372337336948114
baseline,1,1.0164176240641858,2.0510221999998066,0.2144776135683059,0.7623192071914673,0.0037251171901693,1.8750401642141208,0.9696614929984936,2.170297967291969,0.3535970893397265,10.111711695948536,-1.7249598357858795
baseline,0,,2.028529499999877,0.0,0.1479841768741607,0.304326187634992,0.5028536318633658,0.2168066781709269,0.7877289233245212,0.0815869290968563,9.200152625746504,-2.500843632367109
baseline,1,0.2908426744800287,1.9787015000001704,0.5211672782897949,0.9184041619300842,0.0001700045358989,0.0942802132772504,0.6502156073370958,1.6817432230202196,0.2181373718238575,10.008278385998354,2.6438143702749795
baseline,0,,2.15555540000014,0.0,0.0489837527275085,0.4624223242403047,2.7326368981080438,0.4266786894031348,1.195211756009062,0.179971502754509,8.181094951684251,-0.4450718658916202
baseline,1,0.1094283090928764,0.9866031000001384,0.7254059910774231,0.9079478979110718,0.0150308222184454,0.506996914920131,0.4005396887364942,1.2250617392229444,0.1239936191156391,10.55098352643432,2.3135014099247577
baseline,1,0.3604852413252442,1.5083127999996575,0.4081449806690216,0.4081449806690216,0.0308037263084857,0.4280290531220592,0.4238530964878224,1.065705675757845,0.1822017121499581,11.539810605661094,-3.780485441378824
baseline,1,0.1709095806494107,0.9226736999999048,0.8070023059844971,0.8070023059844971,0.0104349087830365,0.1240519186061157,0.1249799768040208,0.5131466881881355,0.0818363726017256,9.561810780290717,-3.5528476496110786
baseline,1,0.4975531858744221,2.1985036999999465,0.394616037607193,0.6889979839324951,0.0269137761303387,0.0675758183313135,0.5090092234469041,1.501238760008911,0.2246465468636337,8.345586098335382,-3.5731486273313973
baseline,0,,1.725846199999978,0.0,0.0570157021284103,0.0973219113584638,2.018302271018244,0.3355867153350628,1.1505008963200338,0.1463807064802519,8.862517104009259,-2.659632495516603
baseline,1,0.1814547160931806,1.4978057000002991,0.5680919885635376,0.5680919885635376,0.0223157173996644,0.2904879583813762,0.0966219726052041,0.8460505868905854,0.0782057547335737,11.11763958379126,3.449157733883016
baseline,1,1.075803317543095,2.0576305999998112,0.8001850843429565,0.8001850843429565,0.0021375854190852,0.044346256711108,0.2607578464297309,0.8371611819471614,0.1285740059799663,11.839997889463817,0.854102999218048
baseline,1,2.927006368710855,2.2191342999999506,0.4814568758010864,0.6856017112731934,0.0056467655579814,0.1445528983868628,0.9200897905519618,2.0214100115238054,0.3267642079039862,10.393358028614236,-0.1346495283927513
baseline,1,1.0205585557020806,0.9124636999999892,0.7449887990951538,0.917994499206543,0.0053135058923592,0.0279618101501242,0.4886298775442703,1.0419115488032236,0.2088080233376365,9.871908800177447,4.094639987851727
baseline,1,1.7762360024285255,1.985431300000073,0.3222240805625915,0.7703405022621155,0.0313268670923118,1.241623095507992,0.760416237080882,1.9188063898301049,0.2886654093305845,11.49650905917733,2.960351522004501
baseline,1,1.0352342894961997,2.0175497999998697,0.8795108795166016,0.9451186060905457,0.0046004356880022,0.13647991343338,0.1107868912692032,0.6617693458965095,0.0683174847619836,8.077927496020909,-4.2365877275707415
baseline,0,,2.5697079999999914,0.0503075197339057,0.1029653921723365,0.3739928793976246,0.474461355449113,0.8307354033262996,2.161368676837917,0.3031748551932651,8.016742697517865,-2.596442029447936
baseline,1,0.6077957346138738,2.2433860000001005,0.274967223405838,0.5246224403381348,0.0051678208061331,0.0161371954613122,0.7727880960554128,1.7200613493171826,0.294857192127389,8.763592241444627,0.1530570740374681
baseline,0,,2.111301899999944,0.1152244359254837,0.1152244359254837,0.0104639444689777,0.1594494990245918,0.7300289183282617,1.5711007212683978,0.2675441715697036,8.459441855886885,-2.5376088154746093
baseline,1,0.3200353922965597,2.288935900000069,0.4998914301395416,0.9354574680328368,0.0045464236176005,0.3287570152493846,0.0595578423237984,0.5376032303504972,0.0267671923498079,8.765006715198055,0.7739606112530861
baseline,0,,2.443813599999885,0.0,0.0428627878427505,0.0414697273974337,0.1634251607678101,0.5144191779892372,1.4499487449548265,0.2363591838981446,10.425410070776213,1.1056870712707123
baseline,1,1.5028856225948517,0.7712653999997201,0.7705993056297302,0.9661806225776672,0.0175289668789444,0.0353638557583906,0.4100461594392843,0.9671323761363428,0.1689759344000778,9.005383425808393,-1.3908007517472876
baseline,0,,2.4465251999999964,0.1912654787302017,0.2184666693210601,0.0726801619735041,0.6197292621658437,0.9716241970002104,2.2839622562181874,0.3478093181612834,8.89083950113524,2.180891861837184
baseline,1,0.13874463600375,1.4640180000001235,0.5732483863830566,0.6255543828010559,0.0053356257064648,0.0278153435521097,0.9936929429959346,2.3520000000000003,0.3524818029923889,8.384265795418418,2.006145231554801
baseline,1,0.0923398329796068,2.2120727000001352,0.724073052406311,0.9287003874778748,0.0002880163888672,0.0872600926545041,0.1262901559746309,0.5918459900107994,0.0860596623239194,10.633099606641304,2.4517495703460845
baseline,1,0.2779252198849385,0.7651817000000847,0.7424501776695251,0.7802276015281677,0.0213476337941796,0.0788833790097207,0.1555989653575922,0.8347822749924216,0.0948928737882406,8.750463554171505,2.764174951505725
baseline,0,,1.3930194999998091,0.0,0.1752409189939499,0.273063953261595,0.2131314277231951,0.0391543041549193,0.5613922053783561,0.0100506986253867,11.005094651577895,0.4269081692226484
baseline,1,0.1575218206691767,1.1454249000003074,0.7556708455085754,0.8839626908302307,0.0008235732531565,0.1788820153586342,0.0136217921183438,0.3674546938085463,0.028474549086847,11.249767507497468,0.1900276333588024
baseline,1,0.1528967754354832,1.726401099999748,0.5505502223968506,0.8328158259391785,0.0009740834209775,0.1434701607728843,0.3073960196953312,1.1826776941869197,0.1726464525558583,9.35489758719068,0.4103438687738938
baseline,1,1.02192934405945,2.385583300000235,0.8091013431549072,0.8987060189247131,0.002914678600525,0.049471355667694,0.2704553872876204,0.7322582747667205,0.0955822617164702,8.978045388315183,-4.525606284832684
baseline,1,0.884085426353733,2.4269187999998394,0.4391787648200989,0.8454912900924683,0.0026464055191231,0.8043150793732705,0.6911586410255594,1.7808457313299848,0.2693105969938621,10.827818843538612,2.145334741870116
baseline,1,0.537144281902888,0.8351579000000129,0.8236451148986816,0.930083155632019,0.0021696014755266,0.0374704140692165,0.0789716449151795,0.768178726749485,0.0652692112318373,8.621238941940954,-3.592714192428975
baseline,1,0.3904071326190827,0.9145350000003418,0.7342337965965271,0.90517657995224,0.0281970239372863,0.1767667211585048,0.0861669339304618,0.2649813362930346,0.0698710507803939,8.471957222267712,-0.3131452606598088
baseline,0,,3.0936377999996694,0.2528562545776367,0.263750672340393,0.2194830664743126,3.3759086877193645,0.9835462209911332,2.3520000000000003,0.339281686631147,9.719826051930887,3.29587936222193
baseline,1,0.5972285130547714,2.245681599999898,0.7036762833595276,0.7036762833595276,0.005522901210709,0.0786483088659435,0.423409243126547,0.9956141591694514,0.1440535690498577,11.676213261776548,1.103570668365565
baseline,1,0.2317242356194145,2.4455603999999767,0.6166098713874817,0.665156364440918,0.0067259508206013,0.3236140662094309,0.436813783534103,1.284994152191103,0.1765200501990998,9.409807168396451,-1.8075022262933027
baseline,1,0.782167409677331,0.9108360000000176,0.7365390062332153,0.941836714744568,0.0037819554182534,0.1407808763688621,0.3606164527995321,1.087813472079256,0.1644099964430107,9.398778663614014,-0.320209460630549
baseline,1,0.4243116238221183,0.8995697999998811,0.7337068319320679,0.918584167957306,0.0261492283995948,0.1280878462947028,0.2010382226161131,0.8392757285226391,0.1309576787220533,10.01430525302073,-0.74730035620719
baseline,1,0.2858519016994035,1.00006570000005,0.8240383267402649,0.8465901613235474,0.0035885628728289,0.0517435010342427,0.22066018899622,0.3807830825225012,0.1400748316091328,10.053305520602835,-0.903052902962056
baseline,1,374.6525447347273,2.253177499999765,0.1161740720272064,0.1161740720272064,0.1984308598658823,0.2160845353452476,0.6862120797573361,1.5429849493937833,0.2808402472589481,10.300710539080324,4.352463074846551
baseline,1,1.0871357699431694,2.2435064999999668,0.3216319382190704,0.8422331809997559,0.0127995671013328,0.2323771289109482,0.5839291016979257,1.629147624152249,0.2084695529185453,11.458399558378948,4.516663701658825
baseline,1,1.1710612222519885,2.3072965999999724,0.5156233310699463,0.8512548208236694,0.0058327453388097,0.0984596713847341,0.7312997571092177,1.7982265566363875,0.2480960277545966,9.4054710061108,2.512236412884187
baseline,1,2.0715520496431283,1.465968200000134,0.4726852476596832,0.8453416228294373,0.0212769204049148,0.0855537444389763,0.6746430293764356,1.5228087153082086,0.2402061389455817,11.23455519736886,0.0966993624391445
baseline,1,1.2557677818797697,2.170864100000017,0.3026330769062042,0.3270074129104614,0.027081743734704,0.212813892243477,0.6969422994280638,1.8024174248712084,0.2474404795962892,9.736801085663442,-4.083707599237
baseline,1,0.5338765608315696,1.5043605999999272,0.7747551798820496,0.8411678075790405,0.0124445461607968,0.1493385230185051,0.2459261163238969,0.7508264296061046,0.1351040027209042,8.690001740372077,4.090358185515351
baseline,0,,1.925330600000052,0.2958135604858398,0.3649455606937408,0.031429092083771,0.5508983725467322,0.6257905052356837,1.390991048752764,0.2592460225089172,8.826980871703576,-4.548267249047448
baseline,1,0.1592614715652746,1.813576799999737,0.6227444410324097,0.9399969577789308,0.0175101018497191,0.3037254874888013,0.250457265949557,0.907815937479798,0.1302625691892143,9.177759869101877,-4.208677172485857
baseline,1,1.7504850608265932,2.31140030000006,0.3587187826633453,0.8848685026168823,0.008109036564979,1.3295696592828887,0.5744555908041418,1.4094428227497182,0.2697438070851076,10.82079479897547,0.509129441716186
baseline,1,0.4407091942061716,1.6777845999999954,0.6528488993644714,0.6528488993644714,0.0141614742473861,0.1671211754646808,0.314775008272031,0.8451546408792586,0.1449552663403774,9.705470097468076,-2.31415039803881
baseline,1,1.2115542558037975,0.8789787000000615,0.8520223498344421,0.9235975742340088,0.0024588621741612,0.0165674656828964,0.2312972594822478,0.8856120003584189,0.0989454657381171,8.711200485073466,2.139169263684747
baseline,0,,2.0563544000001457,0.0121158761903643,0.0121158761903643,0.1411628038900866,0.0405464060127785,0.3900044071934001,0.9438897538331747,0.1280421994277878,9.520251594025872,0.058521907982679
baseline,1,0.8870149725778741,1.4499765999999,0.5591103434562683,0.872525155544281,0.0062366225744902,0.4964088140200131,0.3360490993793112,1.0851487754917892,0.1571783754569946,11.311045219833154,0.8321662295182888
baseline,1,0.3052411485456378,0.8434422999998787,0.8462441563606262,0.921543300151825,0.0030033756891055,0.1354082518810796,0.1482595599290562,0.5285552309498187,0.0506439366603339,8.599450826223189,-0.7983391641209394
baseline,1,2.243748325868717,2.3824079000000893,0.3611398637294769,0.7135520577430725,0.0025994914641749,0.8187438593376264,0.6714524113973264,1.742468760874315,0.2487012006332408,11.820000165054031,-3.6088096236612808
baseline,1,1.9337807003954108,2.445041799999672,0.4849518835544586,0.8511884808540344,0.0099705819128306,0.1631174862187502,0.6815044875620497,1.937050652103084,0.2729949958771403,10.113971808948715,0.061183749277843
baseline,1,0.9644260129465944,4.105991400000221,0.3305284082889557,0.8096427917480469,0.0022705265738067,0.3204135332998228,0.9602592306903798,1.964102897471685,0.3555590456406409,11.717659321751947,-2.2975011732964576
baseline,0,,3.887742100000196,0.1381235867738723,0.1381235867738723,0.0427640946543943,0.0816092516810694,0.7935430754762015,2.121601489809174,0.3584,8.431474259471333,0.2848614991833829
baseline,0,,3.987822999999935,0.0,0.065809279680252,0.0391678380529062,0.3683581409239105,0.5039375856321803,1.228583570578127,0.2152364977796718,10.701968883321994,2.760464770426055
baseline,1,0.1976054146554871,4.159141900000122,0.4551143646240234,0.5951643586158752,0.0093513633300314,0.0169136332434423,0.5501170532397845,1.5233479521177573,0.2384414083557612,11.49583591364184,-2.805146891240246
baseline,0,,3.978997199999867,0.0729775428771972,0.0729775428771972,0.061311123278952,0.0745902611825375,0.3331490318023892,1.103301784655481,0.1236411829198222,8.523094485466487,-4.859157154819482
baseline,1,0.3564358611656611,3.965460400000211,0.461861103773117,0.9114636182785034,0.0084851323267715,0.022176664912626,0.4135607911062654,1.2847122879710111,0.1873005975064568,10.58781262414663,0.8998040090861963
baseline,1,456.5876406466699,2.90714109999999,0.1928944438695907,0.1928944438695907,0.0301510567154924,0.417171722443618,0.5036959712660268,1.2769086672457022,0.1731953745409443,11.83687142431495,1.2820354309483708
baseline,1,80.65263194941676,4.214261099999931,0.1384438574314117,0.4806538820266723,0.008649317492399,0.2520305782417203,0.9508727699091688,2.0342744336836844,0.339338662881847,8.9435994509562,1.206826982238019
baseline,0,,3.5716991999997845,0.0,0.1007106378674507,0.0109005867647819,0.1729021130260339,0.2718340185393539,1.0757661010574515,0.1351734554461249,10.004964771850837,1.018583392473083
baseline,1,0.6074732481332664,2.0032713999999032,0.7216504812240601,0.9025092720985411,0.0008526006567953,0.179750139140177,0.3686016116626575,0.7084465099677013,0.1283371260044121,11.21936045719913,-3.3495655326419858
baseline,1,0.1732196117965863,3.9312211999999818,0.5039351582527161,0.8693485856056213,0.0050843104462251,0.0137338051972744,0.5775921165768688,1.586919416159873,0.2148860956291631,8.115637528834549,3.93370447969984
baseline,1,0.4511732561633959,4.111235500000021,0.6114307045936584,0.9604305624961852,0.009376689296359,0.2172204260599589,0.2196348811596937,0.6558868048084934,0.141944583513133,9.887301706333249,0.861802898060632
baseline,0,,3.992257899999913,0.0439558662474155,0.0439558662474155,0.1429974083120864,2.712942674215861,0.1574629480914142,0.5304882120508893,0.0901350281431716,11.473709446641678,-2.000244246208122
baseline,1,2.901853093935959,4.212278199999673,0.2460462749004364,0.6248531341552734,0.0277098485571828,4.236223211828521,0.997258732994826,2.3520000000000003,0.3584,10.322743706109932,0.6063492606758949
baseline,1,1.8243642417185992,3.762962499999958,0.3685614466667175,0.6000730991363525,0.0009369701501239,0.5868252800247105,0.7310697022093269,1.7541717479803676,0.2940148759597733,11.251439864373468,-2.245805617527865
baseline,1,2.250785336978499,3.946813900000052,0.115408219397068,0.115408219397068,0.0020849660821889,0.4745010648777468,0.5927021974106986,1.3417358469265654,0.25171418112672,8.082585304353247,-4.118462412875392
baseline,0,,3.7679997000000185,0.199131041765213,0.3094075918197632,0.0099157339165072,0.5129630471823097,0.9524666126311974,2.2801072173904995,0.3350674447953783,9.534217201812304,1.3352542831826462
baseline,1,0.0792004887064143,1.4823795000002065,0.6106154918670654,0.9303714036941528,0.0050315148377421,0.0226628255583598,0.6346562956116792,1.5586329920426916,0.2639769241855021,10.699918914089729,-2.9039343990618507
baseline,1,0.4239848373165586,1.8855210000001532,0.7882494330406189,0.8793163895606995,0.0023172373089583,0.0628048927972715,0.0580356663987126,0.5589647446457013,0.0685855548445964,11.548682297282037,-4.037505669204242
baseline,1,0.3611547527964887,3.843790400000216,0.5748372077941895,0.916975438594818,0.0015135914811734,0.3979037730294676,0.5514938475335507,1.206150465903158,0.1716648817510803,11.789927172657183,2.131030065028458
baseline,1,0.3569834744289859,4.005794600000172,0.3029510974884033,0.6576908826828003,0.0014683304301153,0.0414603332053817,0.7938991090051583,1.8674174220002075,0.3381338560466869,10.414562297155625,3.235937868792768
baseline,0,,3.900109799999882,0.1092138364911079,0.3908793330192566,0.0161090296969943,0.4365262475648772,0.814684598058097,1.7387118898339782,0.2945302365590423,11.286386139415182,3.9526235505621017
baseline,1,85.20859423732887,2.864014999999654,0.652672529220581,0.6801915168762207,0.0069406346861759,0.0240477321491292,0.5429667144328486,1.2395029797769437,0.1991419358217062,8.46871289706886,3.021155863854572
baseline,1,71.57321498362387,3.956097900000259,0.0604261308908462,0.1935574263334274,0.0471546489747185,3.615850362592911,0.6378859620592382,1.4704864469375092,0.2333771335696522,9.384874975652432,4.437520474590219
baseline,1,2.7335351339076195,3.317178700000113,0.2213431745767593,0.7375772595405579,0.004991673557059,0.5643997401420544,0.9447058286842164,2.2598265292405544,0.3584,8.817111911214212,0.866720301639825
baseline,0,,4.268620300000293,0.0,0.094571366906166,0.232505137455378,1.143246813342376,0.4441214547712172,1.2272675702220437,0.2148496240345262,11.65515576842956,-2.853460745338002
baseline,1,0.1786684501649937,3.7743623999999727,0.4569068253040313,0.6796777844429016,0.0150682641775938,0.2154026493593978,0.5842677091816445,1.5386949283243712,0.1864787238307743,9.4318030059894,1.171441301361753
baseline,1,1.064224358311958,4.008464199999708,0.3520167768001556,0.9431753158569336,0.0229724940538104,0.5995510503774977,0.8050887998928057,1.8670524297753213,0.2949238986178938,8.1463778099091,-3.802803297879811
baseline,0,,1.7213712000002488,0.0,0.0155250681564211,0.0005666076908941,0.5832669506118142,0.2044170360690231,0.5462998521298623,0.1252813195326769,11.588475501241268,4.905868748613665
baseline,1,0.6461358643293494,1.2582072999998672,0.8235828280448914,0.9353490471839904,0.0003674270540401,0.0052279340935137,0.4032477547589059,1.0564209032738074,0.1593206556778096,8.197227611998079,3.994082316093346
baseline,0,,4.139660600000298,0.0,0.0275652334094047,0.1279195389474084,0.884642801854219,0.0893432603933145,0.5128580110022781,0.0575104642564276,8.94634708645476,3.375726411142164
baseline,1,995.7865135054724,4.033239399999729,0.2799072861671448,0.3298457860946655,0.3187755658718247,0.0612457571088125,0.1426469404341253,0.450867209937192,0.1182796275533252,11.743559977026258,-2.7392650831099905
baseline,1,0.8934503889809473,3.8733853999997336,0.6722787618637085,0.9040098786354064,0.0372293387838633,0.2252295929127168,0.081005534978212,0.4452267261133803,0.0289424726680074,9.86515649198356,3.9281779355903534
baseline,1,0.176025622416281,4.720316299999922,0.6235547661781311,0.9248436093330384,0.0038088832474131,0.248653568229132,0.0744556741733951,0.5976554526053323,0.0579116010458764,11.26782492316493,0.2624303097285851
baseline,1,0.9418138667550834,2.9518750000002,0.4408456087112427,0.5460168719291687,0.0068055218867872,0.1585797766844043,0.2939378731113607,0.96101931399214,0.1441819725116191,11.730325288639314,4.761153649560233
baseline,1,0.8207204240748402,0.8154684000000998,0.7215861678123474,0.8877875804901123,0.0031935219657601,0.1789349758275431,0.3456031024270692,1.2354461254359088,0.1452845048064399,8.427430866382053,-4.718744462674685
baseline,1,0.2152676098739753,0.822047399999974,0.7266151905059814,0.9873742461204528,0.0039481129995735,0.0621870676145404,0.0149537418428457,0.3860308446513132,0.0561148051241159,8.99208686252668,4.63549237088769
baseline,0,,2.244653700000072,0.0,0.0554032325744628,0.0670173894485366,2.5634117350521386,0.1252940651907635,0.2424911868736017,0.0389644484955239,11.07779537311446,-3.7293537570486057
baseline,1,0.0822520777807814,0.7306303000000298,0.7594668865203857,0.9689469933509828,0.001306923077459,0.1380822636285885,0.0842826960233755,0.4631926779408056,0.0873687255802869,9.0714390603859,3.252169567129556
baseline,0,,2.790107999999691,0.0876820012927055,0.3946867883205414,0.0099128612185324,0.0357530169692217,0.9733916623746486,2.183455724106587,0.3363178360421872,11.100443251680211,0.3695004329712406
baseline,1,1.9289373471657087,4.840035900000203,0.392146348953247,0.7749494314193726,0.0080877852796319,0.0172878117448815,0.7469380160681318,1.713300459998341,0.2507700073880531,11.346810999641736,4.266998761002995
baseline,1,552.0039193670093,3.846682700000201,0.3038550019264221,0.3038550019264221,0.1089832834478334,0.1041604276078964,0.8594775900185344,1.9474502205067747,0.2868628458125024,9.30966504237268,1.7404220443927765
baseline,1,0.4393838513966092,4.271180000000186,0.5196358561515808,0.9183766841888428,0.0009147563187842,0.0161273222678612,0.3200802012419692,1.2640887973603083,0.1235818669661329,11.103198394247416,-4.05012526173012
baseline,0,,2.8025032000000465,0.0,0.0616234205663204,0.1155033311016116,0.0683307570379607,0.0510866571280004,0.3661242739925743,0.0429611841484121,9.584471168560729,-4.70966098153632
baseline,0,,2.3430170999999973,0.3358400166034698,0.3358400166034698,0.0462134793863002,0.1449115516430372,0.541051844206235,1.2610062755925098,0.2580089278290845,10.890739075250144,0.6970768321400511
baseline,1,0.0948708704491643,1.3075224999997772,0.8020621538162231,0.844534695148468,0.0082410179282651,0.3394466180944325,0.3808526955158655,1.011791599068823,0.1705570540676321,8.849010626338195,1.240378304098975
baseline,0,,3.5906645000000026,0.0660138428211212,0.0660138428211212,0.1823705725307063,0.0071925991577215,0.1071314464074667,0.3891253027149498,0.0593501644022761,11.870759230151446,-4.240642120345265
baseline,0,,3.9725788999999168,0.4194982349872589,0.5611009001731873,0.1359399106640288,0.4556020017618509,0.7196363511273407,1.611914557858058,0.2591221120004842,8.810456865010321,4.232068517755458
baseline,1,1.044749334510931,4.409791300000052,0.705461323261261,0.9532818794250488,0.0005232010335594,0.1726829634182818,0.5280481083200473,1.4447238932498718,0.2124920909064042,9.078912342127394,1.76880959191294
baseline,1,0.3846235981387289,1.872691099999884,0.8366146087646484,0.84366375207901,0.0222013769040332,0.3290031035021448,0.2993646479579905,0.5828965651494804,0.1645809534413783,11.018671096785686,-4.356909592996889
baseline,0,,3.479640700000345,0.1942856013774871,0.3708713948726654,0.2215389261509504,0.6458094738295346,0.8992250146454939,2.0099569846423613,0.3289927559437002,8.92333274724288,4.21355473941872
baseline,0,,3.670423500000197,0.0662969946861267,0.0662969946861267,0.2368505725260083,0.0492763719638094,0.1849446408486679,0.8948055302284466,0.0818126055326263,10.857787257406716,-2.9618692460363585
baseline,1,0.2838345778608344,1.6784371999997347,0.8434208035469055,0.9461886882781982,0.0001295220796933,0.0437669428453397,0.0998364401400858,0.4994107773292098,0.0993705708465387,9.885165352698898,-0.1827766058459285
baseline,1,1.1730857884956427,4.180207500000051,0.3713022768497467,0.7969222068786621,0.0018054001270119,0.0340451390674769,0.9759293393233882,2.300511929626232,0.3466664610769852,9.68369293637702,3.427566321934963
