pair_id,set,severity,architecture,source_group,gt_found,gt_x,gt_y,gt_scale,gt_rot,x,y,scale,theta,score,secs,pre_x,pre_y,refiner_secs
p022,A,0,finfet_10nm,9120427208,1,455.523,737.636,11.86,1.0,455.83981954678893,738.1140809431672,11.804356347057343,0.6852915724960041,0.8124401569366455,5.634142875001999,456.72115448117256,738.1140809431672,0.010455457988427952
p023,A,0,dram_compact,9120435127,1,908.752,894.017,9.24,-2.76,909.5085199754685,894.4659989476204,9.317707898648306,-2.822291236000337,0.9184412360191345,2.279637958010426,909.5850101485848,894.4659989476204,0.010848250007256866
p024,A,0,finfet_22nm,9120443046,1,473.824,872.046,11.51,0.29,474.4404286071658,872.5826289132237,11.52900696480564,0.04721359549995796,0.9201364517211914,3.0741470420034602,474.39246068149805,872.5826289132237,0.010052082972833887
p025,A,0,dram_legacy,9120450965,1,910.021,421.219,11.92,4.88,910.7422379553318,421.8027195930481,11.869900900193096,4.7537914042481715,0.8584920167922974,5.794399374979548,910.0940616428852,421.8027195930481,0.011081500008003786
p026,A,0,dram_dense,9120458884,1,205.652,498.88,10.61,-2.49,206.1617718115449,499.3793894723058,10.597951180253554,-2.4832815729997475,0.9151560068130493,2.9749948749959003,206.38973668962717,499.3793894723058,0.01046879097702913
p027,A,0,finfet_14nm,9120466803,1,625.023,314.271,8.3,4.66,625.2422394156456,314.74560928344727,8.28830249748972,4.718728426496509,0.9269967675209045,2.2187437909888104,625.5735509693623,314.74560928344727,0.011560584011022002
p028,A,0,dram_legacy,9120474722,1,833.024,523.901,9.88,4.67,833.3671350367367,524.460219450295,9.82908050694316,4.684286572747875,0.9299559593200684,2.269938416982768,833.5749361515045,524.460219450295,0.007786333007970825
p029,A,0,finfet_14nm,9120482641,1,632.941,313.918,8.99,1.54,632.898960635066,314.4380334727466,8.933905064662918,1.4826604489967192,0.9235342741012573,1.9886024169973098,633.3071226477623,314.4380334727466,0.01111666698125191
p030,A,0,finfet_7nm,9120490560,1,764.664,214.263,10.7,4.13,765.4085422325879,214.71797704696655,10.678568308034597,4.133126291998991,0.9210843443870544,2.3939544589957222,765.4177785366774,214.71797704696655,0.010275999986333773
p031,A,0,finfet_22nm,9120498479,1,241.344,166.999,10.26,-3.56,240.24069393472746,167.54341128095984,10.253181073024935,-3.771825392998065,0.8649537563323975,2.6933342089760117,241.15212485194206,167.54341128095984,0.009402457973919809
p032,A,0,finfet_45nm,9120506398,1,272.925,526.671,9.19,-4.89,273.18581987172365,527.2381907403469,9.16673535526824,-4.754028652506099,0.8967871069908142,6.999819624994416,273.3150584548712,527.2381907403469,0.010950625000987202
p033,A,0,dram_dense,9120514317,1,288.327,641.632,8.86,4.09,288.33009545505047,642.1169685199857,8.864534054856856,4.18947550600286,0.9356689453125,2.2695429580053315,288.800565674901,642.1169685199857,0.011696750007104129
p034,A,0,dram_legacy,9120522236,1,882.611,823.99,10.64,0.02,883.4530065786093,824.5052921241149,10.633594298379657,0.011145618000168167,0.9358223080635071,2.2318268330127466,883.2180497944355,824.5052921241149,0.01042450001114048
p035,A,0,finfet_10nm,9120530155,1,311.504,704.931,8.1,1.49,312.35008569806814,705.5139525327832,8.09229646712283,1.358048651498612,0.9142528772354126,2.7263964579906315,312.1803090572357,705.5139525327832,0.01177183401887305
p036,A,0,dram_dense,9120538074,1,563.722,809.669,9.83,4.69,564.6009736116976,810.252119332552,9.82349626820586,4.554412528251199,0.8843501210212708,2.8098121659713797,563.8181730955839,810.252119332552,0.008005457988474518
p037,A,0,finfet_22nm,9120545993,1,868.954,569.097,10.01,-2.99,869.042898138985,569.6144965142012,10.038578109209968,-3.0334368540005046,0.9308728575706482,3.2762726670189295,869.5635613799095,569.6144965142012,0.003969749988755211
p038,A,0,dram_dense,9120553912,1,671.173,293.453,8.04,-1.99,671.5282858498394,293.95982483401895,8.05583635402569,-2.1003105620015137,0.9514384865760803,2.911093542003073,671.2522218227386,293.95982483401895,0.006400707992725074
p039,A,0,dram_legacy,9120561831,1,234.005,808.132,10.73,2.51,234.55143290665,808.6384083032608,10.772277871278657,2.4492235949962144,0.8582305312156677,4.205301040987251,234.4692080859095,808.6384083032608,0.010351792006986216
p040,A,0,dram_legacy,9120569750,1,909.307,600.609,8.79,3.81,910.4030030742288,601.0848447531462,8.785501634522706,3.8433402239946166,0.919076681137085,1.8792507500038482,909.9152852520347,601.0848447531462,0.011171874997671694
p041,A,0,finfet_22nm,9120577669,1,190.739,461.488,11.55,2.91,192.11582274734974,462.21185207366943,11.514337255410961,3.1284851690034485,0.8487126231193542,2.8085277499922086,191.64384289085865,462.21185207366943,0.010041416011517867
p042,A,0,dram_legacy,9120585588,1,212.845,232.506,11.16,4.44,213.5347210392356,232.95652753859758,11.076772775350518,4.247834719502987,0.9199709892272949,2.918017582996981,212.9059041067958,232.95652753859758,0.0101907089992892
p043,A,0,dram_dense,9120593507,1,244.307,297.955,9.67,-0.53,243.72571519156918,298.5079414770007,9.749786704961798,-0.683902697002776,0.9296118021011353,2.406373165984405,244.3232640028,298.5079414770007,0.007793833006871864
p044,A,0,finfet_22nm,9120601426,1,909.554,889.156,9.87,-2.48,909.629893258214,889.7559713125229,9.860127025136427,-2.4950483150029443,0.9073656797409058,2.455638374987757,909.5669049322605,889.7559713125229,0.007801500003552064
p045,A,0,dram_1x,9120609345,1,647.457,313.758,8.81,0.95,648.1676087006927,314.1241537630558,8.801930856687095,1.1108350559986544,0.8943313956260681,2.1726586669974495,647.890677832067,314.1241537630558,0.010806250007590279
p046,A,0,dram_wide,9120617264,1,764.237,219.967,10.7,-2.58,764.8314985176548,220.1981808692217,10.70153478799429,-1.9331262919989902,0.9035537242889404,5.141515041992534,764.6273533403873,220.1981808692217,0.01055199999245815
p047,A,0,finfet_10nm,9120625183,1,511.058,224.89,10.79,3.28,511.127129022032,225.4310991615057,10.740061679724624,3.069504831500294,0.8801227807998657,2.6400849999918137,511.36667293310165,225.4310991615057,0.010412959003588185
p048,A,0,finfet_45nm,9120633102,1,814.002,543.207,10.52,-2.75,814.4944908618927,543.7654523253441,10.5107081330031,-2.663000336495668,0.9187637567520142,2.5308979580004234,814.1024053916335,543.7654523253441,0.008963625004980713
p049,A,0,finfet_22nm,9120641021,1,264.923,106.629,10.26,-4.53,265.9007549881935,107.1628030538559,10.263155948031233,-4.573067641004122,0.8626583218574524,2.63966533401981,265.83690406382084,107.1628030538559,0.009303958009695634
p050,A,0,dram_wide,9120648940,1,594.972,284.261,9.7,0.87,595.3145066350698,284.7486675530672,9.691973342624465,0.8295634824951629,0.940508246421814,2.282897957979003,595.35483238101,284.7486675530672,0.009267124987673014
p051,A,0,finfet_7nm,9120656859,1,608.001,580.212,8.77,3.25,608.6633655242622,580.3725985586643,8.73960263328016,3.335757415498276,0.7679604887962341,2.3293455420061946,608.482963245362,580.3725985586643,0.011248875001911074
p052,A,0,finfet_28nm,9120664778,1,282.44,792.847,10.42,2.25,283.11286771297455,793.4201517403126,10.380374507245408,1.9041839335068553,0.9320819973945618,2.5482187079906,283.40060164034367,793.4201517403126,0.009595999988960102
p053,A,0,dram_compact,9120672697,1,434.038,105.337,11.51,3.96,434.81426125764847,105.91003820300102,11.518476209067245,3.956038652002355,0.9232122302055359,2.968517958011944,434.48097422719,105.91003820300102,0.010141209000721574
p054,A,0,finfet_10nm,9120680616,1,283.641,873.041,9.66,4.5,285.16937666386366,873.5756684243679,9.65601762537151,4.462232585005467,0.9055495262145996,2.169523582997499,284.3550129532814,873.5756684243679,0.00935512498836033
p055,A,0,finfet_7nm,9120688535,1,281.246,681.733,8.02,-2.88,282.5848735515028,682.2540424764156,8.03964625197716,-2.7534075285030704,0.8781490921974182,1.8677824170154054,281.32419261336327,682.2540424764156,0.003909541992470622
p056,A,0,finfet_10nm,9120696454,1,293.929,646.209,9.41,-0.4,293.39065247774124,646.7364965081215,9.406116292502734,-0.28390269700277593,0.9540739059448242,2.2993109580129385,293.8520917892456,646.7364965081215,0.01089558401145041
p057,A,0,dram_compact,9120704373,1,259.182,668.017,8.27,-3.77,259.5424864888191,668.6870371550322,8.274415226446148,-4.000621124003029,0.9378559589385986,2.645853833993897,259.4300776720047,668.6870371550322,0.01153441600035876
p058,A,0,dram_dense,9120712292,1,244.512,765.973,10.93,4.5,245.81844026595354,766.4707261584699,10.931363546217778,4.350776405003785,0.8975530862808228,2.686005083989585,245.55023131519556,766.4707261584699,0.010327500000130385
p059,A,0,finfet_7nm,9120720211,1,242.208,569.196,9.43,-1.3,242.47796472907066,569.7832771837711,9.448308530837041,-1.305572809000084,0.9418069124221802,2.1225655840244144,242.7440700829029,569.7832771837711,0.010555375018157065
p060,A,0,dram_loose,9120728130,1,527.408,725.206,10.8,4.75,528.1235233098269,725.1660594195127,10.89010136532617,4.1114561800016824,0.8541589379310608,2.7048269170045387,528.1823094636202,725.1660594195127,0.01020766599685885
p061,A,0,finfet_7nm,9120736049,1,789.431,771.062,11.09,-0.1,790.0680524217896,771.5272885039449,11.085246718898494,-0.2117667420031965,0.8650569915771484,3.099746583000524,789.7345919758081,771.5272885039449,0.010325209004804492
p062,A,0,finfet_22nm,9120743968,1,474.036,549.839,11.35,4.25,474.61153411865234,550.33920969069,11.339416193938378,4.221670111997308,0.8249086737632751,2.602580292004859,474.67132744193077,550.33920969069,0.010141000006115064
p063,A,0,finfet_10nm,9120751887,1,292.303,909.964,9.09,-1.31,292.6508992612362,910.4522012621164,9.107695068743176,-1.3718253929980655,0.9043524265289307,2.2802590829960536,292.81221747398376,910.4522012621164,0.010881374997552484
p064,A,0,dram_wide,9120759806,1,908.764,578.138,9.65,-1.92,909.4209873974323,578.6641070693731,9.642377608042986,-1.7764665159936068,0.9125280976295471,2.3527375829871744,909.1332446038723,578.6641070693731,0.009343584009911865
p065,A,0,dram_dense,9120767725,1,300.018,525.669,9.76,1.57,300.41240595281124,526.1645574569702,9.750806697993452,1.8800293254974345,0.9526097178459167,2.242170957993949,300.09681905806065,526.1645574569702,0.00796654197620228
p066,A,0,finfet_28nm,9120775644,1,281.838,625.642,8.67,1.32,282.19886772707105,626.1759318709373,8.674693536361344,1.22554348350265,0.9234277009963989,3.619347875006497,282.29719483852386,626.1759318709373,0.011423749994719401
p067,A,0,finfet_28nm,9120783563,1,247.301,264.585,8.71,3.91,247.57382307201624,264.9034092128277,8.70448800537318,4.078019326001178,0.8532989025115967,4.881751874985639,247.65670429170132,264.9034092128277,0.011322791979182512
p068,A,0,dram_loose,9120791482,1,829.644,688.802,8.12,-0.29,830.0750866094604,689.3913848102093,8.112624059533204,-0.3580486514986119,0.9609441757202148,1.994662375014741,830.5087124118581,689.3913848102093,0.011589917005039752
p069,A,0,finfet_45nm,9120799401,1,227.706,262.162,9.44,3.7,228.38544312492013,262.6430409103632,9.425199167106037,3.697058314499201,0.9139506220817566,2.414653999992879,228.5634113177657,262.6430409103632,0.010825540986843407
p070,A,0,dram_loose,9120807320,1,260.282,827.633,9.88,1.4,260.7833503931761,828.3190825581551,9.91128310538158,1.4609903369994113,0.8851100206375122,2.285455417004414,261.16426053643227,828.3190825581551,0.007818249985575676
p071,B,1,finfet_22nm,9120815239,1,497.975,360.15,11.13,0.67,497.8265215307474,360.6261233985424,11.122421926823943,0.5730676410041219,0.8835358023643494,3.977611332986271,498.3226666599512,360.6261233985424,0.010176457988563925
p072,B,1,dram_wide,9120823158,1,731.434,217.795,11.34,-2.78,731.4771116897464,218.24186693131924,11.344645551893207,-2.930495168499706,0.8269425630569458,3.5212849999952596,731.9173115566373,218.24186693131924,0.010086666996357962
p073,B,2,dram_compact,9120831077,1,812.483,224.914,9.84,4.34,813.3976715938188,225.44193835556507,9.844053549105867,4.335757415498276,0.7882012724876404,2.4337242920009885,813.394692055881,225.44193835556507,0.007808667025528848
p074,B,1,dram_compact,9120838996,1,201.998,756.447,11.32,3.19,202.90040591359138,756.94709174335,11.299542786399124,3.5469030334984435,0.8388991355895996,2.952724832983222,202.6256581544876,756.94709174335,0.010085999994771555
p075,B,1,finfet_10nm,9120846915,1,528.258,493.242,10.32,-1.32,528.8531465828419,493.8350856155157,10.332801397783568,-1.305572809000084,0.8365614414215088,2.3888691659958567,528.3892388045788,493.8350856155157,0.009635958005674183
p076,B,4,dram_1x,9120854834,1,715.361,540.319,12.0,-2.0,714.0087038129568,540.969800516963,12.0,-2.208514494500883,0.21769940853118896,3.9965817920165136,715.3817245960236,540.969800516963,0.00998808300937526
p077,B,3,finfet_22nm,9120862753,1,610.817,98.467,9.0,-4.0,608.9898829869926,98.96692669764161,8.975458511627911,-3.8439613479976447,0.5869336128234863,6.645729500014568,610.3086530864239,98.96692669764161,0.011512291006511077
p078,B,4,dram_1x,9120870672,1,893.13,907.328,9.5,-1.0,893.9336736313999,907.862835496664,9.607892403005625,-0.9560386520023554,0.4746093451976776,4.395443000015803,893.891668215394,907.862835496664,0.009987291996367276
p079,B,2,finfet_10nm,9120878591,1,830.33,909.964,9.55,-3.3,830.846776816994,910.6095051541924,9.571354916816382,-3.58421325900429,0.6755166053771973,5.17311470900313,831.7171993106604,910.6095051541924,0.010009917023126036
p080,B,3,finfet_22nm,9120886510,1,549.317,275.752,10.0,2.0,549.7677350119775,276.2887331843376,9.972781440785827,2.15340752850307,0.6084992289543152,4.942026874981821,549.9360388964415,276.2887331843376,0.007905458012828603
p081,B,1,dram_loose,9120894429,1,816.383,758.826,10.43,4.96,817.4849757254124,759.3608292043209,10.458438686844095,4.78947550600286,0.8297818303108215,4.664825625019148,817.0228208899498,759.3608292043209,0.00908562500262633
p082,B,3,dram_dense,9120902348,1,457.279,227.637,11.5,-4.0,457.04463415639475,228.17724995315075,11.44147827626563,-3.7554175279993274,0.7046687602996826,3.414774624980055,458.0081930141896,228.17724995315075,0.010068916977616027
p083,B,3,dram_dense,9120910267,1,514.734,234.247,10.0,4.0,513.8799606524408,234.6835874170065,9.990767445067583,4.043961347997645,0.5608879327774048,6.958358124975348,513.8240552544594,234.6835874170065,0.008088500006124377
p084,B,1,dram_legacy,9120918186,1,305.961,233.264,9.13,-2.77,305.86142651736736,233.68331745266914,9.107695068743176,-2.744271909999159,0.8599516749382019,2.3568917920056265,305.9245620071888,233.68331745266914,0.01096862499252893
p085,B,2,dram_compact,9120926105,1,630.519,641.606,8.43,4.33,631.1569485655054,642.1169291734695,8.44113968679372,4.136378539501304,0.8139286041259766,2.412095125007909,630.6895021796227,642.1169291734695,0.011641083023278043
p086,B,2,dram_loose,9120934024,1,909.642,261.318,9.82,1.53,910.2620772756636,262.02488293498755,9.776621160036937,1.7383885389975604,0.7969703078269958,2.777115082979435,910.0311561860144,262.02488293498755,0.008472290995996445
p087,B,3,dram_1x,9120941943,1,906.458,798.72,10.5,-2.0,907.1641115099192,799.1461151987314,10.484237620787507,-2.2222912360003364,0.6982693672180176,6.362962124985643,908.8351457566023,799.1461151987314,0.009045333979884163
p088,B,2,dram_loose,9120949862,1,280.231,629.849,8.4,-2.92,280.3329081237316,630.3415554314852,8.392584437058186,-2.864863708504753,0.8281559348106384,2.316704041993944,280.2896654754877,630.3415554314852,0.010821125004440546
p089,B,3,dram_loose,9120957781,1,814.626,818.524,10.5,-1.0,813.8166388012469,819.0807787403464,10.502387102795739,-1.170436517504837,0.5424071550369263,4.6631499999784864,815.8034132421017,819.0807787403464,0.009106374986004084
p090,B,1,finfet_7nm,9120965700,1,614.524,909.905,9.26,0.52,615.2490751016885,910.424283862114,9.267588204886238,0.42879573100496304,0.8490627408027649,2.40118079201784,615.4787629116327,910.424283862114,0.011029125016648322
p091,B,1,dram_compact,9120973619,1,490.732,495.486,10.38,-4.41,493.0375823639333,496.0154578089714,10.373592669817812,-4.639320225002103,0.8725796937942505,2.4760036670195404,492.3113888204098,496.0154578089714,0.009672957996372133
p092,B,3,finfet_10nm,9120981538,1,223.697,553.086,10.5,2.0,223.7533678021282,553.398160032928,10.562513695256486,1.8097567425069399,0.4398680031299591,4.563311874982901,223.63594579696655,553.398160032928,0.010304750001523644
p093,B,2,finfet_10nm,9120989457,1,326.189,327.025,8.04,1.33,327.03736495412886,327.52872654795647,8.048260113693223,1.1777087639996635,0.7926716208457947,1.8550209999957588,327.0241928640753,327.52872654795647,0.00383166698156856
p094,B,2,dram_loose,9120997376,1,823.806,540.468,10.05,3.59,825.1993054170161,541.1073531210423,10.032544318780957,3.4839026970027756,0.7771402597427368,2.4339600420207717,824.8258814066648,541.1073531210423,0.0033610840036999434
p095,B,4,dram_loose,9121005295,1,589.258,908.531,9.5,4.0,589.4606499411166,908.9311299398541,9.4913196601125,4.246592471496929,0.5023131966590881,7.093521624978166,589.2597092688084,908.9311299398541,0.011101207986939698
p096,B,4,dram_wide,9121013214,1,698.134,708.414,8.0,-4.0,698.0467366948724,709.0900628045201,8.0,-4.42592735924775,0.4645834267139435,4.778342207981041,698.0298032928258,709.0900628045201,0.004120875004446134
p097,B,1,finfet_10nm,9121021133,1,750.887,181.419,11.88,-2.31,750.2538989335299,182.00128649664111,11.922913429636466,-2.335757415498276,0.8088042736053467,2.543262249993859,751.0223298557103,182.00128649664111,0.009944124991307035
p098,B,1,dram_loose,9121029052,1,555.655,509.835,10.36,2.49,556.1976420599967,510.3048728108406,10.329894968986649,2.447213595499958,0.8451384902000427,2.56208229099866,555.9795661587268,510.3048728108406,0.009662458003731444
p099,B,2,finfet_14nm,9121036971,1,861.653,447.318,10.15,-0.48,861.5068195946515,447.8722510188818,10.21305274986147,-0.5921066295021451,0.6769289374351501,4.698604625009466,862.2978090047836,447.8722510188818,0.009285250009270385
p100,B,3,dram_wide,9121044890,1,908.457,581.675,10.0,-1.0,908.7076610533986,582.1680312603712,10.015517060481908,-1.1894755060028601,0.6625022888183594,9.758306375006214,909.0018775148783,582.1680312603712,0.003626291989348829
p101,B,2,dram_wide,9121052809,1,615.699,209.801,11.46,-2.22,616.328486174345,210.24642015993595,11.470888869532367,-2.2328157299974762,0.8345813751220703,2.569177541008685,615.8166950196028,210.24642015993595,0.010028542019426823
p102,B,2,dram_dense,9121060728,1,613.326,909.942,9.25,-0.79,613.914309501648,910.4515939429402,9.286732224397612,-0.8859126964990325,0.721872866153717,2.2635775830131024,613.6938015669584,910.4515939429402,0.01087649998953566
p103,B,4,dram_loose,9121068647,1,232.264,908.044,9.5,-4.0,233.60593678429723,908.6093229353428,9.55751056438586,-3.8433402239946166,0.5224975943565369,4.0031926250085235,233.24768763780594,908.6093229353428,0.010078208986669779
p104,B,4,dram_wide,9121076566,1,727.495,677.061,8.0,2.0,728.5655299350619,677.2316718101501,8.0,1.8753882025018924,0.4594043493270874,4.679497792007169,728.5449180305004,677.2316718101501,0.004059875005623326
p105,B,2,dram_1x,9121084485,1,303.359,909.937,9.4,1.82,304.0132578583434,910.4279529750347,9.381573710385355,1.5547964039962987,0.7940745949745178,2.2030406669946387,303.5141390832141,910.4279529750347,0.01081762500689365
p106,B,3,dram_1x,9121092404,1,214.559,440.778,11.0,-4.0,215.78241174295545,441.3397444188595,11.046528856787845,-4.155417527999326,0.5569466948509216,6.539658374997089,216.37603841722012,441.3397444188595,0.010914500016951934
p107,B,1,finfet_10nm,9121100323,1,728.131,909.919,11.57,-1.42,728.785757958889,910.4618503749371,11.573625558861554,-1.4622325850054678,0.8916900157928467,2.558358041977044,729.2913517951965,910.4618503749371,0.009983165975427255
p108,B,3,finfet_45nm,9121108242,1,238.846,734.67,12.0,-1.0,239.21238734200597,735.1394156068563,11.881131490068004,-0.9671842700025238,0.5655678510665894,5.629484000004595,238.17998220026493,735.1394156068563,0.010086041991598904
p109,B,1,dram_legacy,9121116161,1,908.768,910.001,9.35,4.86,909.2243975996971,910.4698657132685,9.355785238686927,4.7878493822517045,0.8626156449317932,2.8207039999833796,909.0658797621727,910.4698657132685,0.011060999997425824
p110,B,1,dram_compact,9121124080,1,247.295,546.673,9.88,-2.83,248.06864242628217,547.198484390974,9.885440183192015,-2.8308057305012198,0.8745555281639099,2.5289817080192734,248.03831842914224,547.198484390974,0.008133499999530613
p111,B,1,dram_1x,9121131999,1,792.212,538.024,10.19,-4.08,794.2325593531132,538.5668014734983,10.208942586886069,-4.121359549995794,0.8563532829284668,2.403841708000982,793.7400324940681,538.5668014734983,0.009307375003118068
p112,B,4,finfet_7nm,9121139918,1,377.736,456.872,11.5,-3.0,378.5637788986787,457.47681098245084,11.536620625220388,-3.0970583144992005,0.3951911926269531,5.507273042021552,378.54978822544217,457.47681098245084,0.01011533397831954
p113,B,3,dram_1x,9121147837,1,222.789,367.056,11.0,1.0,223.85899942927063,367.56528636813164,11.013153682511962,0.48792269599528926,0.63338303565979,4.537399916996947,224.01555812358856,367.56528636813164,0.01037908298894763
p114,B,4,dram_1x,9121155756,1,219.55,710.766,11.5,3.0,219.84413606161252,711.2006121724844,11.560721726118713,2.6662525839979816,0.4384545683860779,5.47234758301056,219.86580882966518,711.2006121724844,0.00994449999416247
p115,B,2,dram_compact,9121163675,1,142.821,326.686,8.25,2.05,143.27301130536944,327.1844284385443,8.24366330947864,1.7756987645034068,0.8203724026679993,2.212514209008077,143.0140386307612,327.1844284385443,0.01150733302347362
p116,B,1,dram_legacy,9121171594,1,238.046,453.283,11.72,3.45,238.59731500595808,453.7578033208847,11.748672143161784,3.7140873035009667,0.8798695206642151,3.158241833996726,238.71110999584198,453.7578033208847,0.01025699998717755
p117,B,1,dram_legacy,9121179513,1,810.465,240.566,10.39,-0.5,810.7674644105136,241.07722382247448,10.3853677106876,-0.6399413490051314,0.8987647891044617,2.076755249989219,811.6851177215576,241.07722382247448,0.009779124986380339
p118,B,3,dram_loose,9121187432,1,695.621,725.902,8.0,1.0,696.1975189428777,726.4990191591205,8.005465512467463,0.6990683139954575,0.6252975463867188,6.328892749996157,695.759585827589,726.4990191591205,0.003968709002947435
p119,B,3,dram_1x,9121195351,1,236.847,569.899,9.5,-3.0,235.7785992845893,570.4911074107513,9.497883238787676,-2.720591798505594,0.5666970014572144,5.612630540999817,235.74621807038784,570.4911074107513,0.010549332975642756
p120,B,4,finfet_10nm,9121203270,1,479.72,526.772,11.0,0.0,480.0963474214077,527.1723497062922,11.121002199412308,-0.1554175279993271,0.4751046597957611,4.730028875026619,480.0687269791961,527.1723497062922,0.01084716699551791
p121,B,2,dram_1x,9121211189,1,902.619,860.303,9.83,-0.24,903.2079182770103,860.8240467756987,9.872783604164221,-0.3134661794979392,0.714368462562561,7.151246208988596,903.1771602034569,860.8240467756987,0.009165291994577274
p122,B,4,finfet_7nm,9121219108,1,820.591,817.815,10.5,0.0,820.081205284223,818.5585347674787,10.538033988749895,-0.15541752799932698,0.40736791491508484,6.828950790979434,820.0860516130924,818.5585347674787,0.010667291993740946
p123,B,1,dram_compact,9121227027,1,908.731,909.946,9.03,4.12,908.8505816478282,910.5616614185274,8.994307166703042,4.314708427503995,0.8403422236442566,3.897267082997132,908.9212183356285,910.5616614185274,0.011039208999136463
