pair_id,severity,native_error,undistorted_error,native_peak,undistorted_peak,k
test_B_00000058,3,0.3375210015237826,0.45672382112927923,0.6706593632698059,0.7443728446960449,-0.0060931052804674
test_B_00000059,4,0.2979385082074373,0.23546024216060066,0.37953564524650574,0.38035380840301514,0.0068319387101835
test_B_00000060,1,0.168577485579533,0.008423580440289957,0.805719792842865,0.8818880319595337,-0.0143981084659233
test_B_00000061,2,0.9887258830226529,0.5763299067510018,0.13383933901786804,0.19640278816223145,-0.0183318669254798
test_B_00000062,3,0.05954883172711334,0.017348032587298255,0.8523544073104858,0.8610350489616394,-0.0039633618417463
test_B_00000063,4,3.117414108023752,3.0326495072302175,0.13906319439411163,0.14376063644886017,0.0052180546988073
test_B_00000064,1,0.9941357134484861,0.09938932637243007,0.8126187324523926,0.8739137649536133,-0.021195484485934
test_B_00000065,2,0.15270380551669405,0.17549840913697168,0.6438458561897278,0.7085154056549072,0.0030858449869064
test_B_00000066,3,1.3897251897561773,0.7429806179797176,0.3911319673061371,0.6118655204772949,0.0145094950793637
test_B_00000067,4,,,,,0.0197753966128442
test_B_00000068,1,0.53267012322749,0.1764893533057458,0.7624560594558716,0.9013747572898865,-0.018861692090937
test_B_00000069,2,0.28972067005042845,0.11759238896060817,0.6341174244880676,0.8298671841621399,0.0114972355268429
test_B_00000070,3,,,,,0.0001755713834425
test_B_00000071,4,1.4637392926513257,1.0000639569263046,0.14442160725593567,0.17616800963878632,0.018125657962523
test_B_00000072,1,0.04782015717671584,0.0172734834381959,0.8192266225814819,0.8877884149551392,0.0041047358806246
test_B_00000073,2,1.1400527797878794,0.7294978754025132,0.311394065618515,0.42406120896339417,0.0192037516340791
test_B_00000074,3,,,,,0.0069921605481952
test_B_00000075,4,0.04003293761962823,0.05004028350483661,0.27923592925071716,0.2945445477962494,0.0051706057420729
test_B_00000076,1,0.33987813863382144,0.02566448764884424,0.7444369196891785,0.8409567475318909,0.0164467599830342
test_B_00000077,2,3.1887279358508067,2.350449861044428,0.5285097360610962,0.5696807503700256,-0.0169783037772427
test_B_00000078,3,1.60205433991905,0.3510033329223015,0.21143577992916107,0.42714521288871765,0.018621246403519
test_B_00000079,4,0.17425275709126709,0.5329434591768111,0.4074765145778656,0.4343438744544983,-0.0179548143596508
test_B_00000080,1,1.107605909481208,0.04257876796148353,0.5205629467964172,0.7543296217918396,-0.0184645668131566
test_B_00000081,2,3.3701648644590705,0.5504685939134385,0.19497813284397125,0.3022109568119049,-0.0093832138050022
test_B_00000082,3,0.11682640730782623,0.16076390743468516,0.3546884059906006,0.3742610216140747,0.011607791183492
test_B_00000083,4,0.08623107093535509,0.37270833195448827,0.7962388396263123,0.8700883388519287,-0.0166003860738794
test_B_00000084,1,0.11489763040117396,0.18784614888486514,0.9441704154014587,0.9647702574729919,-0.0052040572763242
test_B_00000085,2,0.3950384211192386,0.10710395572363854,0.604932427406311,0.6712408661842346,-0.0006122072902605
test_B_00000086,3,2.0173194024333156,2.26252758773909,0.6626158356666565,0.723659873008728,-0.0029923242821457
test_B_00000087,4,1.814086730762483,1.8663232778637857,0.18789398670196533,0.23386937379837036,0.0037386842955931
test_B_00000088,1,0.0016388100834774377,0.0032468802951053917,0.7984191179275513,0.7925668358802795,0.0036158061595294
test_B_00000089,2,0.7041257573097255,0.8880135742858498,0.5445334911346436,0.6914010047912598,0.0195374324277241
test_B_00000090,3,,0.3644116578388407,,0.03197764977812767,-0.001505319671349
test_B_00000091,4,0.9351461201515008,0.6645836180747764,0.29755839705467224,0.3452647626399994,-0.005708563788296
test_B_00000092,1,0.06383015147730475,0.07480902058323287,0.9114301204681396,0.9408705234527588,-0.0129657924719549
test_B_00000093,2,2.280913337650361,0.41276354127121334,0.7470088601112366,0.8799235224723816,-0.0196714897367436
test_B_00000094,3,2.396503179671072,1.177102119638507,0.26059845089912415,0.19433175027370453,0.003953698247018
test_B_00000095,4,0.09753215488944988,0.3164752584815562,0.3866770565509796,0.3736981153488159,-0.0160145869238416
test_B_00000096,1,0.008459780421503638,0.9214863515213283,0.42467132210731506,0.6036375164985657,0.0048132247873864
test_B_00000097,2,0.9883869501888398,0.3219353305196724,0.75104159116745,0.9110109806060791,-0.0120987269206917
test_B_00000098,3,0.08096966672201233,0.17406118857669128,0.6331934332847595,0.7100470662117004,-0.0085963170093702
test_B_00000099,4,0.11898978374148328,0.6865263826008633,0.549150824546814,0.6442370414733887,-0.0213168777350367
test_B_00000100,1,0.06516459179522371,0.032253828622363645,0.8161045908927917,0.8957897424697876,-0.0162461753789444
test_B_00000101,2,0.4615020003405448,0.4093384882624678,0.6201509833335876,0.6954051852226257,0.0189946907009136
test_B_00000102,3,1.5391155288511982,1.0650959747393305,0.5483388304710388,0.6280080676078796,0.010313502515146
test_B_00000103,4,0.07367640219439409,0.3871672776966857,0.41509729623794556,0.5127837657928467,-0.0081973536090261
test_B_00000104,1,0.06573962689054724,0.11215556142962044,0.8541260361671448,0.9292700886726379,-0.0122080471714293
test_B_00000105,2,0.6361860220102358,0.10614084849854738,0.7916003465652466,0.8174780607223511,-0.0179167008255372
test_B_00000106,3,2.6579490577720435,1.837808345853618,0.5101838111877441,0.7571787238121033,-0.0177268292945971
test_B_00000107,4,0.47132609626277144,0.45327395684632776,0.6251273155212402,0.6374316811561584,-0.0048419759655067
test_B_00000108,1,0.5076469245609587,0.35519104371224675,0.3756418526172638,0.4980025291442871,0.0068653629137496
test_B_00000109,2,0.7796293366592408,0.7256715366811692,0.3002801239490509,0.40594035387039185,0.0077037861201347
test_B_00000110,3,1.1250286367069293,0.8846697401578176,0.6013052463531494,0.7625080347061157,-0.0166998657126316
test_B_00000111,4,1.698226895185087,1.229305346456637,0.23876561224460602,0.5174692869186401,0.003336395377819
test_B_00000112,1,0.6314180524994981,0.13416929100780073,0.7883055806159973,0.7956727743148804,0.0178729263163324
test_B_00000113,2,0.3996101685905842,0.5427782491477653,0.659498929977417,0.7945838570594788,-0.008341777430101
test_B_00000114,3,0.170143275262717,0.6668725044947804,0.7299054861068726,0.740423321723938,0.0073979590318924
test_B_00000115,4,0.29163513480523306,0.012075237524937577,0.5885422825813293,0.6859762072563171,-0.0109702771278087
test_B_00000116,1,0.45767231040690604,0.05534365247345378,0.8998808860778809,0.9219027757644653,-0.0107858778293029
test_B_00000117,2,0.8940849658987418,0.6306563976519043,0.3768673241138458,0.4749066233634949,0.0020638478925687
test_B_00000118,3,0.08722066829079722,0.16805505441267632,0.8280266523361206,0.8785132765769958,0.0108801398719182
test_B_00000119,4,1.3528938454396098,0.8378898704316212,0.3336436450481415,0.3686287999153137,-0.0189600491543123
test_B_00000120,1,1.1871202217049444,0.06709130219925764,0.805391788482666,0.7682687044143677,0.0124562734084412
test_B_00000121,2,0.3445304212161773,0.17645690702089853,0.43582963943481445,0.5476725697517395,0.0007950465754631
test_B_00000122,3,0.11385759577922272,0.16744133334851855,0.5023751854896545,0.7175108790397644,-0.0069112054293415
test_B_00000123,4,0.6572875661575495,0.04411986287839796,0.6005218625068665,0.7477232217788696,0.0124552022488939
test_B_00000124,1,0.3509690306035509,0.11874853055497994,0.8550105690956116,0.8799586892127991,0.0069180444183004
test_B_00000125,2,0.1812609278904347,0.2478356759853221,0.6350036859512329,0.7610529661178589,-0.0214409750983637
test_B_00000126,3,0.06981358189545972,0.4491140802388329,0.5064303278923035,0.5654006600379944,-0.0013605830214759
test_B_00000127,4,0.048708063969456816,,0.15935629606246948,,-0.0036609291207409
test_B_00000128,1,0.11006559249085512,0.12013280070231472,0.742010235786438,0.7313573956489563,0.0076477197722981
test_B_00000129,2,0.4141244209835122,0.235784442172404,0.662832498550415,0.7618067860603333,-0.0099522380174117
test_B_00000130,3,0.2108068644010359,0.0675220069190463,0.44487833976745605,0.701790452003479,-0.0135417565492398
test_B_00000131,4,0.5294019979899076,0.3336075869803198,0.6148483753204346,0.6638659834861755,-0.0217334824855324
test_B_00000132,1,0.0843626800891002,0.07171517602978789,0.9022548198699951,0.910525918006897,-0.0001985189145753
test_B_00000133,2,0.9730571732308704,0.15295497516350848,0.6791689395904541,0.7752707004547119,0.012800369958523
test_B_00000134,3,1.9196042235655568,0.2160822711622359,0.67894047498703,0.8399043679237366,-0.0126372330703746
test_B_00000135,4,0.11641256431346392,0.10664924979511083,0.671809196472168,0.8202975392341614,-0.0149528377153029
test_B_00000136,1,0.562910281932659,0.04080957032384177,0.7239623665809631,0.727439820766449,0.0188584398306887
test_B_00000137,2,1.36747491238134,0.8225065201794042,0.7549831867218018,0.897636890411377,-0.0180790358330937
test_B_00000138,3,0.06486669335640727,0.09030233911403891,0.7494057416915894,0.7464772462844849,-0.0096627545981037
test_B_00000139,4,0.9330020895300777,0.5079628095705897,0.5369585752487183,0.5600726008415222,-0.0042900790375058
test_B_00000140,1,0.1600655782085596,0.20814026055416857,0.8426177501678467,0.9067903161048889,-0.0099208944090585
test_B_00000141,2,0.9329602035429616,0.7829192530218757,0.7443665266036987,0.8351449370384216,0.0074836395014334
test_B_00000142,3,,1.1748865613625517,,0.37634944915771484,-0.020278172545465
test_B_00000143,4,2.4853104852825254,1.9562282629334289,0.3351040780544281,0.3810063898563385,0.0173893117849152
test_B_00000144,1,0.09401949867424264,0.0009011253181225707,0.4106488525867462,0.5610805153846741,0.0050011643139316
test_B_00000145,2,0.19416310595312325,0.15309486379459392,0.7913621664047241,0.9133752584457397,0.021106318926144
test_B_00000146,3,1.2433453869982714,0.51583400130992,0.5719348788261414,0.5101096630096436,0.0012860065026373
test_B_00000147,4,0.48873530948947064,0.6256343153221302,-0.01711178570985794,0.0019196512876078486,-0.0025166527827696
test_B_00000148,1,0.8540536968937431,0.7918237668811747,0.3063032627105713,0.339883029460907,0.0175262013565684
test_B_00000149,2,1.4267825747878078,0.2321141314601987,0.5765902400016785,0.6329507231712341,0.0054081219965457
test_B_00000150,3,2.8946229339395586,0.3702619005461797,0.7723802924156189,0.8871110677719116,0.0117957786045335
test_B_00000151,4,0.40916002610072155,0.495114364719621,0.30850887298583984,0.3061506748199463,0.0212886634060662
test_B_00000152,1,0.008530978802355094,0.05910692239002881,0.9291962385177612,0.957033634185791,0.0196415360866912
test_B_00000153,2,0.3136220920575852,0.3186496385103443,0.7535048127174377,0.754582405090332,0.0176005582700772
test_B_00000154,3,0.21150235145125862,0.3885700142086938,0.6788836121559143,0.7646543383598328,-0.0174953045234914
test_B_00000155,4,1.6622217854756514,1.554205883041497,0.08603271096944809,0.07702399790287018,-0.0009107006571674
test_B_00000156,1,0.9506922203993327,0.39486991259384446,0.5811750888824463,0.8186869025230408,0.0122593183262628
test_B_00000157,2,0.041121340346080615,0.5901136119819327,0.4575287997722626,0.49253392219543457,0.001466831171586
test_B_00000158,3,1.2292932102637906,0.7253703202607161,0.15576593577861786,0.2269033044576645,-0.0216945590752869
test_B_00000159,4,0.400714226580817,0.3299550372839827,0.2597637474536896,0.30932652950286865,-0.010985009991942
test_B_00000160,1,0.24227811206026217,0.32178750112002835,0.3132314085960388,0.3436734676361084,-0.009775414321212
test_B_00000161,2,0.38566194534803344,0.34086152064839775,0.640030562877655,0.6499390006065369,0.0027330650621316
test_B_00000162,3,1.6347571528727372,0.5415286874124667,0.4291141629219055,0.6086968779563904,-0.018678963667633
test_B_00000163,4,2.251789065706305,1.4137250099216532,0.02677294984459877,-0.08799634128808975,0.0182871476334481
test_B_00000164,1,0.1884125707150588,0.08360349396355603,0.9469183087348938,0.9687352180480957,0.011310565740968
test_B_00000165,2,0.2600603999231339,0.2911771456439604,0.8121004104614258,0.8104808330535889,-0.0210365085778454
test_B_00000166,3,3.336171268249416,0.7306608584133321,0.5401428937911987,0.7810593247413635,-0.0136091760059281
test_B_00000167,4,1.0196453939088315,0.5983391202032377,0.6309686303138733,0.7667138576507568,-0.0140770352148202
test_B_00000168,1,0.16079372862429864,0.21079094629453582,0.9651857018470764,0.9756180047988892,-0.0215160658697197
test_B_00000169,2,0.5067973694760894,0.7139675228366328,0.6993038058280945,0.7476223707199097,-0.0065545367707445
test_B_00000170,3,1.0186246770654748,0.4146576952502112,0.6184023022651672,0.7840378880500793,0.0172081968844859
test_B_00000171,4,0.40771007917714996,0.20588895805393198,0.6864855289459229,0.751166045665741,-0.0061641030021309
test_B_00000172,1,0.2237409153220824,0.1804335716258936,0.8110185861587524,0.9070517420768738,0.0046363049303155
test_B_00000173,2,0.17599260265569683,0.1624111165647886,0.9416937232017517,0.951265275478363,0.006606206985297
test_B_00000174,3,1.041057542741214,0.5924529490152451,0.8323236107826233,0.8940544724464417,-0.0192223209311598
test_B_00000175,4,0.525538428752327,0.7197067575143095,0.5928399562835693,0.7316669225692749,-0.0150741174205021
test_B_00000176,1,1.142501631713742,0.058645167463712344,0.7077314853668213,0.8122464418411255,-0.018749269041997
test_B_00000177,2,0.5542902985168894,0.3628177581361033,0.6610609292984009,0.7692346572875977,0.0112663997694637
test_B_00000178,3,1.3303637457552213,1.0125083219430053,0.5850529670715332,0.8714245557785034,0.0196520288454347
test_B_00000179,4,0.6185744309107122,0.3625857733634491,0.4369232654571533,0.733771562576294,0.0158969132767039
test_B_00000180,1,0.05256991360886332,0.057972236057588986,0.9214612245559692,0.9269071221351624,-0.0071917994965551
test_B_00000181,2,3.5898610749530917,0.045290951085212194,0.7291949987411499,0.8205609321594238,0.018604618776122
test_B_00000182,3,0.8823638728189849,0.7597001635417133,0.6453164219856262,0.8360100388526917,-0.0152039605025319
test_B_00000183,4,,2.0327617201255244,,0.23451489210128784,-0.0132814952027454
test_B_00000184,1,0.20384377898312778,0.21960620014415147,0.8720926642417908,0.9054808020591736,0.0194272431574633
test_B_00000185,2,0.17912681862674162,0.12837996117570832,0.5809129476547241,0.6141597628593445,0.0124062259444215
test_B_00000186,3,0.26120672584085014,0.12501026106848473,0.4195728302001953,0.5478155612945557,0.0076141731296615
test_B_00000187,4,0.7198586686179169,1.055679130198443,0.3112121522426605,0.3651465177536011,-0.021681340198464
test_B_00000188,1,0.01017234092884678,0.11325458348067186,0.7354779243469238,0.9074920415878296,0.003925526682716
test_B_00000189,2,1.5279378710873743,0.1830197271593542,0.5964951515197754,0.6820830702781677,0.0110635247392082
test_B_00000190,3,1.277423448030163,0.2241426900687853,0.3964865803718567,0.4984447956085205,0.0167280331252441
test_B_00000191,4,1.7583635519109748,0.32280299378204763,0.4859248101711273,0.673798680305481,-0.0101070577751701
test_B_00000192,1,0.5138994768451539,0.46971781329595214,0.38954731822013855,0.23091404139995575,-0.0073647764048777
test_B_00000193,2,0.1941372974412161,0.18414621816732038,0.6861355304718018,0.7065188884735107,-0.0177580847214729
test_B_00000194,3,0.4838764972497529,0.46917728986453,0.6249009966850281,0.7121747136116028,0.001100808792066
test_B_00000195,4,2.378535243225542,2.392293753778241,-0.13765005767345428,-0.13732363283634186,0.0087365278348849
test_B_00000196,1,0.0487339144916632,0.15559123457184693,0.9449533820152283,0.9364177584648132,-0.0058441786045301
test_B_00000197,2,0.1265226008965783,0.026180518180352184,0.7743351459503174,0.8952903151512146,0.0126049848648968
test_B_00000198,3,0.3778189830613883,0.6007349101776431,0.5734604001045227,0.7166800498962402,0.0059479115068472
test_B_00000199,4,0.4052169175262179,2.398275250391455,0.25899678468704224,0.29009702801704407,-0.0101025489424832
test_B_00000200,1,0.4975098510498128,0.18344596605916716,0.8809100389480591,0.8945617079734802,-0.0087738557171963
test_B_00000201,2,0.16644682378830566,0.09970023161114024,0.6001497507095337,0.6170233488082886,-0.0021871259366441
test_B_00000202,3,1.4979949912331563,1.2539213477729272,-0.061695296317338943,0.24007035791873932,-0.0210015944642867
test_B_00000203,4,0.05156041088935126,1.2865897171228269,0.38092973828315735,0.41322603821754456,0.0095290186487462
test_B_00000204,1,0.17550146191729254,0.0800668717958607,0.8342287540435791,0.8787536025047302,0.013943285326459
test_B_00000205,2,3.0483123975694753,0.84624604083824,0.11830423027276993,0.4082910120487213,0.0170849519013327
test_B_00000206,3,0.0506536957256003,,0.31255391240119934,,-0.0132830570573781
test_B_00000207,4,0.42464521808688005,0.33199607650475443,0.4621255695819855,0.5548567175865173,-0.0144850847137252
test_B_00000208,1,0.04181091988920116,0.05890890696352772,0.9439135193824768,0.9756965041160583,-0.00640245252227
test_B_00000209,2,1.7420616624191894,0.47652890640119244,0.8039279580116272,0.9001146554946899,-0.016100304275796
test_B_00000210,3,0.2191320164591275,0.21314075471353403,0.6327066421508789,0.6373451948165894,-0.009588761143117
test_B_00000211,4,,2.4906686520778987,,0.10845828056335449,0.0203622866199357
test_B_00000212,1,0.038255838476175086,0.05571810992865165,0.6948038935661316,0.7098247408866882,-0.0149234606352494
test_B_00000213,2,,0.2897977531192237,,0.5454285144805908,0.0040627110953651
test_B_00000214,3,0.6258049405555539,0.47092530386069,0.553541898727417,0.6475017666816711,-0.0031147953828705
test_B_00000215,4,2.9868832028694214,2.2283398805968564,0.10850410163402557,0.06851253658533096,0.0059026363621083
test_B_00000216,1,0.2574294101796113,0.3323233349997073,0.8582875728607178,0.9343820810317993,-0.0082699090680896
test_B_00000217,2,0.5795343781923066,0.4536346671644577,0.6316156983375549,0.6969555616378784,-0.0083078766041583
test_B_00000218,3,3.0104006101552727,2.349622814450504,0.5018689036369324,0.730758011341095,0.0117082080071128
test_B_00000219,4,1.9174075673287803,1.0742808959341112,0.09962703287601471,0.1544930636882782,-0.0032689373444331
test_B_00000220,1,0.6395319734415352,0.6482510216423644,0.18469180166721344,0.22042635083198547,-0.0085735335907349
test_B_00000221,2,0.17688479788523637,0.07732253018962768,0.7122484445571899,0.8458557724952698,-0.0056331531802943
test_B_00000222,3,0.6302334648644319,0.4484998840959015,0.45433616638183594,0.6312255263328552,0.0158952812792739
test_B_00000223,4,0.1585270427357841,0.15089276884363795,0.6742388010025024,0.7736871242523193,-0.0025069895973996
test_B_00000224,1,0.3906250195519618,0.05768675891101969,0.516593873500824,0.5627557635307312,-0.0064373235775589
test_B_00000225,2,0.0570057306772469,0.009678110114497717,0.6552417278289795,0.7413007020950317,-0.0102695066452296
test_B_00000226,3,0.20503770196273763,0.2963288341426939,0.19527475535869598,0.2774350345134735,-0.0112060562238716
test_B_00000227,4,0.17036105315480654,0.20692850120433234,0.7310008406639099,0.766198456287384,-0.0199262013293875
test_B_00000228,1,0.027313140080025278,0.012356843831179127,0.8926821351051331,0.9032737016677856,-0.0161682056694847
test_B_00000229,2,0.4321216323701833,0.8438749167967249,0.7907642722129822,0.838112473487854,0.0028409003831597
test_B_00000230,3,0.1484880420995296,0.32702420703595414,0.44443416595458984,0.531500518321991,-0.0204686262860274
test_B_00000231,4,0.1717954156123369,0.24939269674402104,0.631346583366394,0.7611526846885681,-0.0206269916132896
test_B_00000232,1,0.25177512951324843,0.5333439360526815,0.42605140805244446,0.5070814490318298,-0.0018591131135727
test_B_00000233,2,0.1573418785124545,0.18748223110697165,0.09450183808803558,0.13009586930274963,-0.0119612273684899
test_B_00000234,3,0.9067759261904484,0.9187391473512577,0.6196805834770203,0.7210837006568909,-0.0074895049106597
test_B_00000235,4,2.453963122961909,0.10559349663803659,0.23619751632213593,0.20141051709651947,0.0190263474834549
test_B_00000236,1,0.18349953695980048,0.007587751626618476,0.852776288986206,0.9259502291679382,0.0103412008217933
test_B_00000237,2,0.7616293451517322,0.9108779451376616,0.2602543234825134,0.37546494603157043,0.0210469152836161
test_B_00000238,3,0.9779041177850445,0.5833436314563085,0.6708377599716187,0.7340218424797058,-0.008379366095515
test_B_00000239,4,1.8126877509894257,1.8547922366744385,0.15544995665550232,0.2049427330493927,0.0026106604672252
test_B_00000240,1,0.14356438364052337,0.07431975485501054,0.8907850980758667,0.9365120530128479,0.0094224794348302
test_B_00000241,2,0.25437923467984547,0.18364343523125012,0.6318503618240356,0.6418583989143372,0.0076153861217913
test_B_00000242,3,,0.09751854127616945,,0.659346342086792,0.0039555920166186
test_B_00000243,4,0.12407286693303377,0.12350506532855139,0.5297813415527344,0.5297150015830994,8.211655808370438e-05
test_B_00000244,1,0.6191080998301004,0.46581614868955773,0.5988852977752686,0.779050886631012,0.0200014444288551
test_B_00000245,2,2.4483591341698343,1.7927265847729394,0.21390630304813385,0.31806278228759766,-0.0200942890019905
test_B_00000246,3,0.8779748527285278,0.9058351012465224,0.5613422989845276,0.645379364490509,0.0147808249479055
test_B_00000247,4,,,,,0.0022168455612545
test_B_00000248,1,0.042245089864820784,0.6227914314074474,0.8541322946548462,0.9273173809051514,-0.017462611636994
test_B_00000249,2,0.872485594365628,0.20509350414965127,0.4363401532173157,0.7726137638092041,-0.0156977840679513
test_B_00000250,3,0.56014939814645,0.5803570955089528,0.6532309651374817,0.7108889222145081,-0.0002174665622369
test_B_00000251,4,0.19192269226152803,0.10110376414619376,0.05326608940958977,0.049888551235198975,-0.0003148197907343
test_B_00000252,1,0.16480048628989152,0.20243261405501498,0.9400697946548462,0.9589894413948059,0.0033759383030054
test_B_00000253,2,0.5051350015085063,0.2922695216764713,0.49067190289497375,0.6126370429992676,0.0074099211267073
test_B_00000254,3,0.9088690407401145,0.8145544157794726,0.5893481969833374,0.7290737628936768,0.0119820886580486
test_B_00000255,4,0.5000360759054274,0.22167520002902516,0.4403291642665863,0.5383538603782654,0.0111500008728911
test_B_00000256,1,0.8138765769598706,0.02979691696990048,0.9534803628921509,0.929145872592926,-0.0041582585299258
test_B_00000257,2,0.9742150128849971,0.37662844112600735,0.6286295652389526,0.6411537528038025,0.0027239920364741
test_B_00000258,3,2.202550873438895,,0.30110713839530945,,0.0188660083391379
